Year,Page,Question_Number,Question_Type,Instruction,Diagram_Context,Image_URLs,Question,OptionA,OptionB,OptionC,OptionD,Answer,Detail_URL
2018,1,1,advanced-algebra,,,,Simplify \(\frac{\sqrt{3}}{\sqrt{3} -1} + \frac{\sqrt{3}}{\sqrt{3} + 1}\),\(\frac{1}{2}\),3,\(2\sqrt{3}\),6,B,https://myschool.ng/classroom/further-mathematics/50307?exam_type=waec&exam_year=2018&type=obj&page=1
2018,1,2,advanced-algebra,,,,Find the domain of \(g(x) = \frac{4x^{2} - 1}{\sqrt{9x^{2} + 1}}\),"\({x : x \in R, x = \frac{1}{2}}\)","\(x: x \in R, x\neq \frac{1}{3}\)","\(x : x \in R, x = \frac{1}{3}\)",\(x: x \in R\),D,https://myschool.ng/classroom/further-mathematics/50314?exam_type=waec&exam_year=2018&type=obj&page=1
2018,1,3,advanced-algebra,,,,"Given that \(f(x) = 3x^{2} - 12x + 12\) and \(f(x) = 3\), find the values of x.","1, 3","-1, -3","1, -3","-1, 3",A,https://myschool.ng/classroom/further-mathematics/50316?exam_type=waec&exam_year=2018&type=obj&page=1
2018,1,4,advanced-algebra,,,,"A binary operation * is defined on the set of real numbers, by \(a * b = \frac{a}{b} + \frac{b}{a}\). If \((\sqrt{x} + 1) * (\sqrt{x} - 1) = 4\), find the value of x.",6,5,4,3,D,https://myschool.ng/classroom/further-mathematics/50317?exam_type=waec&exam_year=2018&type=obj&page=1
2018,1,5,advanced-algebra,,,,"If \(4x^{2} + 5kx + 10\) is a perfect square, find the value of k.",\(\frac{5\sqrt{10}}{4}\),\(4\sqrt{10}\),\(5\sqrt{10}\),\(\frac{4\sqrt{10}}{5}\),D,https://myschool.ng/classroom/further-mathematics/50318?exam_type=waec&exam_year=2018&type=obj&page=1
2018,2,6,advanced-algebra,,,,"If the polynomial \(f(x) = 3x^{3} - 2x^{2} + 7x + 5\) is divided by (x - 1), find the remainder.",-17,-7,5,13,D,https://myschool.ng/classroom/further-mathematics/50320?exam_type=waec&exam_year=2018&type=obj&page=2
2018,2,7,advanced-algebra,,,,"\(P = {1, 3, 5, 7, 9}, Q = {2, 4, 6, 8, 10, 12}, R = {2, 3, 5, 7, 11}\) are subsets of \(U = {1, 2, 3, ... , 12}\). Which of the following statements is true?",\(Q \cap R = \varnothing\),\(R \subset P\),\((R \cap P) \subset (R \cap U)\),\(n(P' \cap R) = 2\),C,https://myschool.ng/classroom/further-mathematics/50329?exam_type=waec&exam_year=2018&type=obj&page=2
2018,2,8,advanced-algebra,,,,"If \(\log_{3}a - 2 = 3\log_{3}b\), express a in terms of b.",\(a = b^{3} - 3\),\(a = b^{3} - 9\),\(a = 9b^{3}\),\(a = \frac{b^{3}}{9}\),C,https://myschool.ng/classroom/further-mathematics/50331?exam_type=waec&exam_year=2018&type=obj&page=2
2018,2,9,advanced-algebra,,,,"If \(\alpha\) and \(\beta\) are the roots of \(2x^{2} - 5x + 6 = 0\), find the equation whose roots are \((\alpha + 1)\) and \((\beta + 1)\).",\(2x^{2} - 9x + 15 = 0\),\(2x^{2} - 9x + 13 = 0\),\(2x^{2} - 9x - 13 = 0\),\(2x^{2} - 9x - 15 = 0\),B,https://myschool.ng/classroom/further-mathematics/50339?exam_type=waec&exam_year=2018&type=obj&page=2
2018,2,10,advanced-algebra,,,,"Resolve \(\frac{3x - 1}{(x - 2)^{2}}, x \neq 2\) into partial fractions.",\(\frac{x}{2(x - 2)} - \frac{5}{(x - 2)^{2}}\),\(\frac{5}{(x - 2)} + \frac{x}{2(x - 2)^{2}}\),\(\frac{1}{2(x - 2)} + \frac{5x}{2(x- 2)^{2}}\),\(\frac{-1}{2(x - 2)} + \frac{8x}{2(x - 2)^{2}}\),C,https://myschool.ng/classroom/further-mathematics/50343?exam_type=waec&exam_year=2018&type=obj&page=2
2018,3,11,advanced-algebra,,,,"If \(\alpha\) and \(\beta\) are the roots of the equation \(2x^{2} + 5x + n = 0\), such that \(\alpha\beta = 2\), find the value of n.",-4,-2,2,4,D,https://myschool.ng/classroom/further-mathematics/50346?exam_type=waec&exam_year=2018&type=obj&page=3
2018,3,12,advanced-algebra,,,,Solve \(\log_{2}(12x - 10) = 1 + \log_{2}(4x + 3)\).,4.75,4.00,1.75,1.00,B,https://myschool.ng/classroom/further-mathematics/50351?exam_type=waec&exam_year=2018&type=obj&page=3
2018,3,13,sequences-series,,,,Find the coefficient of \(x^{3}\) in the binomial expansion of \((x - \frac{3}{x^{2}})^{9}\).,324,252,-252,-324,A,https://myschool.ng/classroom/further-mathematics/50361?exam_type=waec&exam_year=2018&type=obj&page=3
2018,3,14,sequences-series,,,,"The general term of an infinite sequence 9, 4, -1, -6,... is \(u_{r} = ar + b\). Find the values of a and b.","a = 5, b = 14","a = -5, b = 14","a = 5, b = -14","a = -5, b = -14",B,https://myschool.ng/classroom/further-mathematics/50362?exam_type=waec&exam_year=2018&type=obj&page=3
2018,3,15,vectors-matrices,,,,"If \(\begin{vmatrix} k & k \\ 4 & k \end{vmatrix} + \begin{vmatrix} 2 & 3 \\ -1 & k \end{vmatrix} = 6\), find the value of the constant k, where k > 0.",1,2,3,4,C,https://myschool.ng/classroom/further-mathematics/50363?exam_type=waec&exam_year=2018&type=obj&page=3
2018,4,16,advanced-algebra,,,,"How many numbers greater than 150 can be formed from the digits 1, 2, 3, 4, 5 without repetition?",91,191,291,391,C,https://myschool.ng/classroom/further-mathematics/50364?exam_type=waec&exam_year=2018&type=obj&page=4
