Year,Page,Question_Number,Question_Type,Instruction,Diagram_Context,Image_URLs,Question,OptionA,OptionB,OptionC,OptionD,Answer,Detail_URL
2017,1,1,diagram-based,,,https://myschool.ng/storage/serve/2sZxMb28vwJzG3eHEisOH92oDGpbXxzs8807aHtk.png | https://myschool.ng/storage/serve/bPQkdn3HjQoJibS2jBvlUfxZrF7dVBlO4PnfE6hs.png | https://myschool.ng/storage/serve/r0Y7i84BLlLyRnwn1qtuojPBLxfW5NOMxmJiWDzQ.png,Which of the following species determines the chemical properties of an atom?,Electron,Neutron,Nucleus,Proton,A,https://myschool.ng/classroom/chemistry/49180?exam_type=waec&exam_year=2017&type=obj&page=1
2017,1,2,diagram-based,,,https://myschool.ng/storage/serve/2sZxMb28vwJzG3eHEisOH92oDGpbXxzs8807aHtk.png | https://myschool.ng/storage/serve/bPQkdn3HjQoJibS2jBvlUfxZrF7dVBlO4PnfE6hs.png | https://myschool.ng/storage/serve/r0Y7i84BLlLyRnwn1qtuojPBLxfW5NOMxmJiWDzQ.png,The following glasswares are used to measure the volume of liquids EXCEPT,graduated beaker,pipette,test tube,burette,C,https://myschool.ng/classroom/chemistry/49181?exam_type=waec&exam_year=2017&type=obj&page=1
2017,1,3,diagram-based,,,https://myschool.ng/storage/serve/2sZxMb28vwJzG3eHEisOH92oDGpbXxzs8807aHtk.png | https://myschool.ng/storage/serve/bPQkdn3HjQoJibS2jBvlUfxZrF7dVBlO4PnfE6hs.png | https://myschool.ng/storage/serve/r0Y7i84BLlLyRnwn1qtuojPBLxfW5NOMxmJiWDzQ.png,Pauli exclusion principle is related to,quantity of electrons in the valence shell,filling the orbitals with lower energy first,the filling of degenerated orbitals,quantum numbers of electrons,D,https://myschool.ng/classroom/chemistry/49183?exam_type=waec&exam_year=2017&type=obj&page=1
2017,1,4,diagram-based,,,https://myschool.ng/storage/serve/2sZxMb28vwJzG3eHEisOH92oDGpbXxzs8807aHtk.png | https://myschool.ng/storage/serve/bPQkdn3HjQoJibS2jBvlUfxZrF7dVBlO4PnfE6hs.png | https://myschool.ng/storage/serve/r0Y7i84BLlLyRnwn1qtuojPBLxfW5NOMxmJiWDzQ.png,The species with no electron in the 3d-orbital is,\(Zn^{2+}\),\(Sc^{3+}\),Cu,\(Mn\),B,https://myschool.ng/classroom/chemistry/49188?exam_type=waec&exam_year=2017&type=obj&page=1
2017,1,5,diagram-based,,,https://myschool.ng/storage/serve/2sZxMb28vwJzG3eHEisOH92oDGpbXxzs8807aHtk.png | https://myschool.ng/storage/serve/bPQkdn3HjQoJibS2jBvlUfxZrF7dVBlO4PnfE6hs.png | https://myschool.ng/storage/serve/r0Y7i84BLlLyRnwn1qtuojPBLxfW5NOMxmJiWDzQ.png,The seperation of Nitrogen from oxygen using fractional distillation of air is possible because,nitrogen is less dense than oxygen,oxygen is more reactive than nitrogen,of the difference in their boiling points,they belong to the same period,C,https://myschool.ng/classroom/chemistry/49192?exam_type=waec&exam_year=2017&type=obj&page=1
2017,2,6,diagram-based,,,https://myschool.ng/storage/serve/9Dmy5U4sHxRuZ72pPfaVW4Pee0LWbVDhsWtUTDbQ.png | https://myschool.ng/storage/serve/gY5ybf8PuaQgRsrpNJIQYWgHjqCDvOCzpBatR4LA.png | https://myschool.ng/storage/serve/sae069zVtFT0YYhNWSpVyDjL19w7YFr4HE7JOx1E.png,The purity of a solid sample can best be determined by its,boiling point,melting point,conductivity,solubility,B,https://myschool.ng/classroom/chemistry/49194?exam_type=waec&exam_year=2017&type=obj&page=2
2017,2,7,diagram-based,,,https://myschool.ng/storage/serve/9Dmy5U4sHxRuZ72pPfaVW4Pee0LWbVDhsWtUTDbQ.png | https://myschool.ng/storage/serve/gY5ybf8PuaQgRsrpNJIQYWgHjqCDvOCzpBatR4LA.png | https://myschool.ng/storage/serve/sae069zVtFT0YYhNWSpVyDjL19w7YFr4HE7JOx1E.png,"The mass of one mole of \((NH_{4})_{2}CO_{3}\) is [O=16.0, N=14.0, C=12.0, H=1.0]",66.0g,76.0g,80.0g,96.0g,D,https://myschool.ng/classroom/chemistry/49199?exam_type=waec&exam_year=2017&type=obj&page=2
2017,2,8,diagram-based,,,https://myschool.ng/storage/serve/9Dmy5U4sHxRuZ72pPfaVW4Pee0LWbVDhsWtUTDbQ.png | https://myschool.ng/storage/serve/gY5ybf8PuaQgRsrpNJIQYWgHjqCDvOCzpBatR4LA.png | https://myschool.ng/storage/serve/sae069zVtFT0YYhNWSpVyDjL19w7YFr4HE7JOx1E.png,Atomic orbital is,the circular path through which electrons revolve round the nucleus,a region around the nucleus where electrons are most likely to be found,the path around the nucleus through which electrons move,the path around the nucleus through which protons move,B,https://myschool.ng/classroom/chemistry/49201?exam_type=waec&exam_year=2017&type=obj&page=2
2017,2,9,diagram-based,,,https://myschool.ng/storage/serve/9Dmy5U4sHxRuZ72pPfaVW4Pee0LWbVDhsWtUTDbQ.png | https://myschool.ng/storage/serve/gY5ybf8PuaQgRsrpNJIQYWgHjqCDvOCzpBatR4LA.png | https://myschool.ng/storage/serve/sae069zVtFT0YYhNWSpVyDjL19w7YFr4HE7JOx1E.png,The property of elements which increases down a group of the periodic table is,electronegativity,electron affinity,ionic radius,ionization energy,C,https://myschool.ng/classroom/chemistry/49203?exam_type=waec&exam_year=2017&type=obj&page=2
2017,2,10,diagram-based,,,https://myschool.ng/storage/serve/9Dmy5U4sHxRuZ72pPfaVW4Pee0LWbVDhsWtUTDbQ.png | https://myschool.ng/storage/serve/gY5ybf8PuaQgRsrpNJIQYWgHjqCDvOCzpBatR4LA.png | https://myschool.ng/storage/serve/sae069zVtFT0YYhNWSpVyDjL19w7YFr4HE7JOx1E.png,The reason for the decrease in the atomic size of elements across a period is that,nuclear charge increases while the outermost electrons are drawn closer to the nucleus,nuclear charge decreases while the outermost electrons are drawn closer to the nucleus,valence electrons increase across the period while the valence shell remains constant,nuclear charge decreases while the distance of the valence shell from the nucleus is increasing,A,https://myschool.ng/classroom/chemistry/49209?exam_type=waec&exam_year=2017&type=obj&page=2
