Year,Page,Question_Number,Question_Type,Instruction,Passage,Question,OptionA,OptionB,OptionC,OptionD,Answer,Detail_URL
2015,1,1,objective,,,"*In each of the following sentences, there is one underlined word and one gap. from the list of words lettered A to D, choose the one that is most nearly opposite in meaning to the underlined word and that will, at the same time, correctly fill the gap in the sentence* The officer was expected to be.....by his boss, but he was _censured._",questioned,praised,decorated,guided,B,https://myschool.ng/classroom/english-language/45761?exam_type=waec&exam_year=2015&type=obj&page=1
2015,1,2,objective,,,"*In each of the following sentences, there is one underlined word and one gap. from the list of words lettered A to D, choose the one that is most nearly opposite in meaning to the underlined word and that will, at the same time, correctly fill the gap in the sentence* The honour that was _conferred_ on the general has been....",withdrawn,confirmed,rejected,destroyed,A,https://myschool.ng/classroom/english-language/45762?exam_type=waec&exam_year=2015&type=obj&page=1
2015,1,3,objective,,,"*In each of the following sentences, there is one underlined word and one gap. from the list of words lettered A to D, choose the one that is most nearly opposite in meaning to the underlined word and that will, at the same time, correctly fill the gap in the sentence* The _modest_ young man was rewarded while his....brother was punished",intelligent,handsome,conceited,wicked,C,https://myschool.ng/classroom/english-language/45763?exam_type=waec&exam_year=2015&type=obj&page=1
2015,1,4,objective,,,"*In each of the following sentences, there is one underlined word and one gap. from the list of words lettered A to D, choose the one that is most nearly opposite in meaning to the underlined word and that will, at the same time, correctly fill the gap in the sentence* Young people are known for their....which contrast with the _composure_ of adults",ability,instability,activity,credibility,B,https://myschool.ng/classroom/english-language/45765?exam_type=waec&exam_year=2015&type=obj&page=1
2015,1,5,objective,,,"*In each of the following sentences, there is one underlined word and one gap. from the list of words lettered A to D, choose the one that is most nearly opposite in meaning to the underlined word and that will, at the same time, correctly fill the gap in the sentence* It is a fact that _pride_ is a less admirable quality than....",humility,honesty,affection,tenderness,A,https://myschool.ng/classroom/english-language/45768?exam_type=waec&exam_year=2015&type=obj&page=1
2015,2,6,objective,,,"*In each of the following sentences, there is one underlined word and one gap. from the list of words lettered A to D, choose the one that is most nearly opposite in meaning to the underlined word and that will, at the same time, correctly fill the gap in the sentence* It is obvious that many people many people prefer _affluence_ to....",scarcity,thrift,waste,poverty,D,https://myschool.ng/classroom/english-language/45770?exam_type=waec&exam_year=2015&type=obj&page=2
2015,2,7,objective,,,"*In each of the following sentences, there is one underlined word and one gap. from the list of words lettered A to D, choose the one that is most nearly opposite in meaning to the underlined word and that will, at the same time, correctly fill the gap in the sentence* While some workers felt that the term were _amicable_ ; others thought that they were....",strange,disagreeable,bad,hostile,D,https://myschool.ng/classroom/english-language/45772?exam_type=waec&exam_year=2015&type=obj&page=2
2015,2,8,objective,,,"*In each of the following sentences, there is one underlined word and one gap. from the list of words lettered A to D, choose the one that is most nearly opposite in meaning to the underlined word and that will, at the same time, correctly fill the gap in the sentence* Now that the people of this community are living in _comfort_ , i dont think they will want to go back to their days of....",disappointment,hardship,strife,starvation,B,https://myschool.ng/classroom/english-language/45774?exam_type=waec&exam_year=2015&type=obj&page=2
2015,2,9,objective,,,"*In each of the following sentences, there is one underlined word and one gap. from the list of words lettered A to D, choose the one that is most nearly opposite in meaning to the underlined word and that will, at the same time, correctly fill the gap in the sentence* False withness _castigate_ rather than....the accused",expose,appease,punish,exonerate,D,https://myschool.ng/classroom/english-language/45776?exam_type=waec&exam_year=2015&type=obj&page=2
2015,2,10,objective,,,"*In each of the following sentences, there is one underlined word and one gap. from the list of words lettered A to D, choose the one that is most nearly opposite in meaning to the underlined word and that will, at the same time, correctly fill the gap in the sentence* The some teachers _dissuade_ students from studying Mathematics, but others...them",motivate,lure,instruct,reward,A,https://myschool.ng/classroom/english-language/45781?exam_type=waec&exam_year=2015&type=obj&page=2
2015,3,11,comprehension,,,"*From the word lettered A to D, choose the word that best completes each of the following sentences* After assuring the authorities that he would not escape, the prisoner was released on...",suspension,recored,parole,probation,C,https://myschool.ng/classroom/english-language/45782?exam_type=waec&exam_year=2015&type=obj&page=3
2015,3,12,objective,,,"*From the word lettered A to D, choose the word that best completes each of the following sentences* A judge is required to....justice fairly.",defer,dispense,define,dispel,B,https://myschool.ng/classroom/english-language/45783?exam_type=waec&exam_year=2015&type=obj&page=3
2015,3,13,objective,,,"*From the word lettered A to D, choose the word that best completes each of the following sentences* The disease was....by the doctors as pneumonia.",diagnosed,prescribed,constructed,decided,A,https://myschool.ng/classroom/english-language/45784?exam_type=waec&exam_year=2015&type=obj&page=3
2015,3,14,objective,,,"*From the word lettered A to D, choose the word that best completes each of the following sentences* The court granted an....against the eviction of the tenants.",adjournment,injunction,indictment,adjudication,B,https://myschool.ng/classroom/english-language/45786?exam_type=waec&exam_year=2015&type=obj&page=3
