Year,Page,Question_Number,Question_Type,Instruction,Passage,Question,OptionA,OptionB,OptionC,OptionD,Answer,Detail_URL
2023,1,1,objective,,,"From the words lettered A to D, choose the one that has the correct stress cumulative",CU-mu-la-tive,cu-MU-la-tive,cu-mu-LA-tive,cu-mu-la-TIVE,A,https://myschool.ng/classroom/english-language/68894?exam_type=waec&exam_year=2023&type=obj&page=1
2023,1,2,objective,,,"From the words lettered A to D, choose the one that has the correct stress concessionaire",con-cess-ion-AIRE,con-cess-ION-aire,con-CESS-ion-aire,CON-cess-ion-aire,A,https://myschool.ng/classroom/english-language/68895?exam_type=waec&exam_year=2023&type=obj&page=1
2023,1,3,objective,,,"From the words lettered A to D, choose the one that has the correct stress horizontal",hor-I-zon-tal,hor-i-zon-TAL,hor-i-ZON-tal,HOR-i-zon-tal,C,https://myschool.ng/classroom/english-language/68896?exam_type=waec&exam_year=2023&type=obj&page=1
2023,1,4,objective,,,"From the words lettered A to D, choose the one that has the correct stress apathetic",ap-a-THET-ic,AP-a-thet-ic,ap-A-thet-ic,ap-a-thet-IC,A,https://myschool.ng/classroom/english-language/68897?exam_type=waec&exam_year=2023&type=obj&page=1
2023,1,5,objective,,,"From the words lettered A to D, choose the one that has the correct stress effeminate",e-FFEM-i-nate,e-ffem-i-NATE,e-ffem-I-nate,E-ffem-i-nate,A,https://myschool.ng/classroom/english-language/68898?exam_type=waec&exam_year=2023&type=obj&page=1
2023,2,6,objective,,,"From the words lettered A to D, choose the word that rhymes with the given word. Fright",height,hate,freight,plait,A,https://myschool.ng/classroom/english-language/68899?exam_type=waec&exam_year=2023&type=obj&page=2
2023,2,7,objective,,,"From the words lettered A to D, choose the word that rhymes with the given word. tie",dim,claim,aim,high,D,https://myschool.ng/classroom/english-language/68900?exam_type=waec&exam_year=2023&type=obj&page=2
2023,2,8,objective,,,"From the words lettered A to D, choose the word that rhymes with the given word. tern",fan,birth,earn,born,C,https://myschool.ng/classroom/english-language/68901?exam_type=waec&exam_year=2023&type=obj&page=2
2023,2,9,objective,,,"From the words lettered A to D, choose the word that rhymes with the given word. fear",care,there,wore,deer,D,https://myschool.ng/classroom/english-language/68902?exam_type=waec&exam_year=2023&type=obj&page=2
2023,2,10,objective,,,"From the words lettered A to D, choose the word that rhymes with the given word. mother",smoulder,other,smoothen,murder,B,https://myschool.ng/classroom/english-language/68903?exam_type=waec&exam_year=2023&type=obj&page=2
2023,3,11,objective,,,Choose the option that is most nearly opposite in meaning to the underlined word and that will correctly fill the gap in the sentence The _posh_ cars were sandwiched between two ______ ones,rugged,rickety,dented,modest,D,https://myschool.ng/classroom/english-language/68904?exam_type=waec&exam_year=2023&type=obj&page=3
2023,3,12,objective,,,Choose the option that is most nearly opposite in meaning to the underlined word and that will correctly fill the gap in the sentence A _trivial_ issue often becomes_____ when it is not properly handled.,serious,valuable,ordinary,unbearable,A,https://myschool.ng/classroom/english-language/68905?exam_type=waec&exam_year=2023&type=obj&page=3
2023,3,13,objective,,,Choose the option that is most nearly opposite in meaning to the underlined word and that will correctly fill the gap in the sentence The rockstar's _stellar_ performance contrasted sharply with the ......... showing of the amateur group.,awkward,mudane,woeful,routine,B,https://myschool.ng/classroom/english-language/68906?exam_type=waec&exam_year=2023&type=obj&page=3
2023,3,14,objective,,,Choose the option that is most nearly opposite in meaning to the underlined word and that will correctly fill the gap in the sentence Tolu was _sanctioned_ for late coming but his friend was.____,ignored,released,exempted,pardoned,D,https://myschool.ng/classroom/english-language/68907?exam_type=waec&exam_year=2023&type=obj&page=3
2023,3,15,objective,,,"Choose the option that is most nearly opposite in meaning to the underlined word and that will correctly fill the gap in the sentence While other teachers' support for the action was ...., Victor's was _dogged._",declining,disappointing,wavering,woeful,C,https://myschool.ng/classroom/english-language/68908?exam_type=waec&exam_year=2023&type=obj&page=3
2023,4,16,objective,,,Choose the option that is most nearly opposite in meaning to the underlined word and that will correctly fill the gap in the sentence Some people are good at _terminating_ other people's projects but are not capable of______ theirs.,initiating,executing,designing,organising,A,https://myschool.ng/classroom/english-language/68909?exam_type=waec&exam_year=2023&type=obj&page=4
2023,4,17,objective,,,Choose the option that is most nearly opposite in meaning to the underlined word and that will correctly fill the gap in the sentence The _precarious_ terraces of the stadium have been transformed into a .... walkway.,narrow,smooth,durable,secure,D,https://myschool.ng/classroom/english-language/68910?exam_type=waec&exam_year=2023&type=obj&page=4
2023,4,18,objective,,,Choose the option that is most nearly opposite in meaning to the underlined word and that will correctly fill the gap in the sentence Jane was _loud_ as a teenager but _____ as an adult.,reserved,peaceful,humble,respectful,A,https://myschool.ng/classroom/english-language/68911?exam_type=waec&exam_year=2023&type=obj&page=4
2023,4,19,objective,,,Choose the option that is most nearly opposite in meaning to the underlined word and that will correctly fill the gap in the sentence Do not always _reprimand_ your children; it is good to ..................... them at times.,advise,forgive,compliment,pamper,C,https://myschool.ng/classroom/english-language/68912?exam_type=waec&exam_year=2023&type=obj&page=4
2023,4,20,objective,,,"From the words lettered A to D, choose the word that best completes each of the following sentences. The aggrieved customers staged a fierce.... on the street.",contest,argument,fight,protest,D,https://myschool.ng/classroom/english-language/68913?exam_type=waec&exam_year=2023&type=obj&page=4
2023,5,21,objective,,,"From the words lettered A to D, choose the word that best completes each of the following sentences. The accused was brought before the jury for a court .....",judging,sitting,hearing,proceeding,C,https://myschool.ng/classroom/english-language/68915?exam_type=waec&exam_year=2023&type=obj&page=5
2023,5,22,objective,,,"From the words lettered A to D, choose the word that best completes each of the following sentences. From his______, one can tell that he is an athlete.",stature,gait,anatomy,physique,D,https://myschool.ng/classroom/english-language/68916?exam_type=waec&exam_year=2023&type=obj&page=5
2023,5,23,objective,,,"From the words lettered A to D, choose the word that best completes each of the following sentences. The death of that journalist is still _____ in mystery.",conveyed,shadowed,shrouded,confined,C,https://myschool.ng/classroom/english-language/68917?exam_type=waec&exam_year=2023&type=obj&page=5
2023,5,24,objective,,,"From the words lettered A to D, choose the word that best completes each of the following sentences. The defendant was charged with ................ because he caused his neighbour's death.",homicide,fatricide,patricide,genocide,A,https://myschool.ng/classroom/english-language/68918?exam_type=waec&exam_year=2023&type=obj&page=5
2023,5,25,objective,,,"From the words lettered A to D, choose the word that best completes each of the following sentences. Seeing a young crop .... from the soil is a rare experience.",trail,project,creep,sprout,D,https://myschool.ng/classroom/english-language/68920?exam_type=waec&exam_year=2023&type=obj&page=5
2023,6,26,objective,,,"From the words lettered A to D, choose the word that best completes each of the following sentences. Lawyers are still making efforts to interpret the new .......",statute,system,language,technique,A,https://myschool.ng/classroom/english-language/68922?exam_type=waec&exam_year=2023&type=obj&page=6
2023,6,27,objective,,,"From the words lettered A to D, choose the word that best completes each of the following sentences. The cargo was intercepted on sea by _____",robbers,thieves,terrorists,pirates,D,https://myschool.ng/classroom/english-language/68923?exam_type=waec&exam_year=2023&type=obj&page=6
2023,6,28,objective,,,"From the words lettered A to D, choose the word that best completes each of the following sentences. The doctors .....Bola's grandmother after the heart attack.",resuscitated,regenerated,revivified,resurrected,A,https://myschool.ng/classroom/english-language/68924?exam_type=waec&exam_year=2023&type=obj&page=6
2023,6,29,objective,,,"From the words lettered A to D, choose the word that best completes each of the following sentences. Because the couple cannot agree on many things, their relationship is now ____.",uneasy,tensed,stressed,strained,D,https://myschool.ng/classroom/english-language/68925?exam_type=waec&exam_year=2023&type=obj&page=6
2023,6,30,objective,,,"Choose the option that is most nearly opposite in meaning to the underlined word and that will correctly fill the gap in the sentence If one thing _irritates_ you, it might another",concern,delight,invigorate,bother,B,https://myschool.ng/classroom/english-language/68929?exam_type=waec&exam_year=2023&type=obj&page=6
2023,7,31,objective,,,_71_,session,bout,attempt,entry,B,https://myschool.ng/classroom/english-language/68937?exam_type=waec&exam_year=2023&type=obj&page=7
2023,7,32,objective,,,-72-,stage,ring,cage,podium,B,https://myschool.ng/classroom/english-language/68938?exam_type=waec&exam_year=2023&type=obj&page=7
2023,7,33,objective,,,-73-,umpire,announcer,starter,referee,B,https://myschool.ng/classroom/english-language/68939?exam_type=waec&exam_year=2023&type=obj&page=7
2023,7,34,objective,,,-74-,braces,boxing gloves,parachute,kid's gloves,B,https://myschool.ng/classroom/english-language/68941?exam_type=waec&exam_year=2023&type=obj&page=7
2023,7,35,objective,,,-75-,contestant,fighting partner,opponent,sparring partner,C,https://myschool.ng/classroom/english-language/68943?exam_type=waec&exam_year=2023&type=obj&page=7
2023,8,36,objective,,,-76-,kick,hook,knock,smack,B,https://myschool.ng/classroom/english-language/68945?exam_type=waec&exam_year=2023&type=obj&page=8
2023,8,37,objective,,,-77-,fists,hands,palms,elbow,A,https://myschool.ng/classroom/english-language/68948?exam_type=waec&exam_year=2023&type=obj&page=8
2023,8,38,objective,,,-78-,dubbing,dodging,defending,parrying,D,https://myschool.ng/classroom/english-language/68950?exam_type=waec&exam_year=2023&type=obj&page=8
2023,8,39,objective,,,-79-,turn,leg,round,lap,C,https://myschool.ng/classroom/english-language/68952?exam_type=waec&exam_year=2023&type=obj&page=8
2023,8,40,objective,,,-80-,unanimity,luck,default,knockout,D,https://myschool.ng/classroom/english-language/68953?exam_type=waec&exam_year=2023&type=obj&page=8
2023,9,41,objective,,,"From the words lettered A to D, choose the word that has the same vowel sound as the one represented by the underlined letter(s). M _o_ ney",port,coney,son,bottle,C,https://myschool.ng/classroom/english-language/68956?exam_type=waec&exam_year=2023&type=obj&page=9
2023,9,42,objective,,,"From the words lettered A to D, choose the word that has the same vowel sound as the one represented by the underlined letter(s). p _our_",favour,ore,hour,how,B,https://myschool.ng/classroom/english-language/68958?exam_type=waec&exam_year=2023&type=obj&page=9
2023,9,43,objective,,,"From the words lettered A to D, choose the word that has the same vowel sound as the one represented by the underlined letter(s). t _ie_",hail,hey,bile,farce,C,https://myschool.ng/classroom/english-language/68959?exam_type=waec&exam_year=2023&type=obj&page=9
2023,9,44,objective,,,"From the words lettered A to D, choose the word that has the same vowel sound as the one represented by the underlined letter(s). p _u_ t",fool,wool,cool,school,B,https://myschool.ng/classroom/english-language/68960?exam_type=waec&exam_year=2023&type=obj&page=9
2023,9,45,objective,,,"From the words lettered A to D, choose the word that has the same vowel sound as the one represented by the underlined letter(s). t _ai_ lor",torn,partake,dent,orchard,B,https://myschool.ng/classroom/english-language/68962?exam_type=waec&exam_year=2023&type=obj&page=9
2023,10,46,objective,,,"From the words lettered A to D, choose the word that has the same vowel sound as the one represented by the underlined letter(s). f _a_ te",weight,flat,share,said,A,https://myschool.ng/classroom/english-language/68964?exam_type=waec&exam_year=2023&type=obj&page=10
2023,10,47,objective,,,"From the words lettered A to D, choose the word that has the same vowel sound as the one represented by the underlined letter(s). f _er_ n",merge,beryl,heart,eureka,A,https://myschool.ng/classroom/english-language/68967?exam_type=waec&exam_year=2023&type=obj&page=10
2023,10,48,objective,,,"From the words lettered A to D, choose the word that has the same vowel sound as the one represented by the underlined letter(s). p _ow_ der",low,loud,tour,potty,B,https://myschool.ng/classroom/english-language/68969?exam_type=waec&exam_year=2023&type=obj&page=10
2023,10,49,objective,,,"From the words lettered A to D, choose the word that has the same vowel sound as the one represented by the underlined letter(s). cr _ui_ se",move,suite,quit,hood,A,https://myschool.ng/classroom/english-language/68971?exam_type=waec&exam_year=2023&type=obj&page=10
2023,10,50,objective,,,"From the words lettered A to D, choose the word that has the same vowel sound as the one represented by the underlined letter(s). p _ure_",favour,fur,furore,schwa,C,https://myschool.ng/classroom/english-language/68972?exam_type=waec&exam_year=2023&type=obj&page=10
2023,11,51,objective,,,"From the words lettered A to D, choose the word that has the same vowel sound as the one represented by the underlined letter(s). sp _o_ t",slot,sport,hurt,glut,A,https://myschool.ng/classroom/english-language/68973?exam_type=waec&exam_year=2023&type=obj&page=11
2023,11,52,objective,,,"From the words lettered A to D, choose the word that has the same vowel sound as the one represented by the underlined letter(s). th _ere_",their,fear,ear,peer,A,https://myschool.ng/classroom/english-language/68975?exam_type=waec&exam_year=2023&type=obj&page=11
2023,11,53,objective,,,"From the words lettered A to D, choose the word that has the same vowel sound as the one represented by the underlined letter(s). cr _e_ st",goitre,wheat,breakfast,firm,C,https://myschool.ng/classroom/english-language/68977?exam_type=waec&exam_year=2023&type=obj&page=11
2023,11,54,objective,,,"From the words lettered A to D, choose the word that has the same vowel sound as the one represented by the underlined letter(s). sh _ea_ th",meadow,weather,heart,beach,D,https://myschool.ng/classroom/english-language/68978?exam_type=waec&exam_year=2023&type=obj&page=11
2023,11,55,objective,,,"From the words lettered A to D, choose the word that has the same vowel sound as the one represented by the underlined letter(s). g _o_ rilla",doe,colour,ordain,tot,B,https://myschool.ng/classroom/english-language/68981?exam_type=waec&exam_year=2023&type=obj&page=11
2023,12,56,objective,,,"From the words lettered A to D, choose the word that has the same consonant sound(s) as the one represented by the letter(s) underlined. Or _ch_ id",chagrin,scepter,skewer,sham,C,https://myschool.ng/classroom/english-language/68983?exam_type=waec&exam_year=2023&type=obj&page=12
2023,12,57,objective,,,"From the words lettered A to D, choose the word that has the same consonant sound(s) as the one represented by the letter(s) underlined. pic _t_ ure",lurch,passion,nation,castor,A,https://myschool.ng/classroom/english-language/68984?exam_type=waec&exam_year=2023&type=obj&page=12
2023,12,58,objective,,,"From the words lettered A to D, choose the word that has the same consonant sound(s) as the one represented by the letter(s) underlined. fi _ss_ ure",unsure,feature,erase,vision,D,https://myschool.ng/classroom/english-language/68985?exam_type=waec&exam_year=2023&type=obj&page=12
