Year,Page,Question_Number,Question_Type,Instruction,Diagram_Context,Image_URLs,Question,OptionA,OptionB,OptionC,OptionD,Answer,Detail_URL
2024,1,1,general,,,,There is scarcity when,the means exceed society's wants.,demand for resources is greater than its supply.,productive resources are in excess.,supply of resources is greater than its demand.,B,https://myschool.ng/classroom/economics/72434?exam_type=waec&exam_year=2024&type=obj&page=1
2024,1,2,general,,,,Points within a Production Possibilities Curve (PPC) indicate,optimum production levels.,attainable but inefficient production levels.,unattainable production levels.,attainable and efficient production levels.,B,https://myschool.ng/classroom/economics/72436?exam_type=waec&exam_year=2024&type=obj&page=1
2024,1,3,general,,,,Which of the following is not a feature of labour?,It is an active factor,It is highly mobile,Its reward is wages or salaries,Its efficiency depends on its size,D,https://myschool.ng/classroom/economics/72438?exam_type=waec&exam_year=2024&type=obj&page=1
2024,1,4,microeconomics,,,,The pursuit of private profits is a feature of,command economies.,Socialist economies.,capitalist economies.,statutory corporations.,C,https://myschool.ng/classroom/economics/72440?exam_type=waec&exam_year=2024&type=obj&page=1
2024,1,5,general,,,,A **major** feature of the socialist economic system is,setting of production targets by public authorities.,freedom of choice for consumers.,determination of price by market forces.,private ownership of productive inputs.,A,https://myschool.ng/classroom/economics/72441?exam_type=waec&exam_year=2024&type=obj&page=1
2024,2,6,general,,,,If the budget on education is $50 m out of an annual national budget of $300 m. The sector of a pie chart representing education is,16.6°,60°,150°,300°,B,https://myschool.ng/classroom/economics/72442?exam_type=waec&exam_year=2024&type=obj&page=2
2024,2,7,microeconomics,,,,Price elasticity of demand is the responsiveness of quantity demanded to a change in,demand for the product.,price of another product.,income of the buyer.,price of the product.,D,https://myschool.ng/classroom/economics/72443?exam_type=waec&exam_year=2024&type=obj&page=2
2024,2,8,calculation,,,,"When total revenue increases as price falls, the coefficient of price elasticity of demand is",greater than one.,one,less than one,zero,A,https://myschool.ng/classroom/economics/72444?exam_type=waec&exam_year=2024&type=obj&page=2
2024,2,9,calculation,,,,"If the quantity demanded of rice de- creased from 150 bags to 100 bags, the percentage change in quantity demanded is",30.0 %,33.3 %,50.0%,66.7%,B,https://myschool.ng/classroom/economics/72445?exam_type=waec&exam_year=2024&type=obj&page=2
2024,2,10,microeconomics,,,,The law of demand will not hold when,normal goods are involved.,size of the population changes.,rare commodities are involved.,incomes of consumers increase.,C,https://myschool.ng/classroom/economics/72446?exam_type=waec&exam_year=2024&type=obj&page=2
