Year,Page,Question_Number,Question_Type,Instruction,Diagram_Context,Image_URLs,Question,OptionA,OptionB,OptionC,OptionD,Answer,Detail_URL
2018,1,1,diagram-based,,,https://myschool.ng/storage/serve/bPQkdn3HjQoJibS2jBvlUfxZrF7dVBlO4PnfE6hs.png | https://myschool.ng/storage/serve/r0Y7i84BLlLyRnwn1qtuojPBLxfW5NOMxmJiWDzQ.png | https://myschool.ng/storage/serve/sae069zVtFT0YYhNWSpVyDjL19w7YFr4HE7JOx1E.png,Which of the following raw materials is used in the plastic industry?,Ethene,Methane,Sulphur,Hydrogen,A,https://myschool.ng/classroom/chemistry/48956?exam_type=waec&exam_year=2018&type=obj&page=1
2018,1,2,diagram-based,,,https://myschool.ng/storage/serve/bPQkdn3HjQoJibS2jBvlUfxZrF7dVBlO4PnfE6hs.png | https://myschool.ng/storage/serve/r0Y7i84BLlLyRnwn1qtuojPBLxfW5NOMxmJiWDzQ.png | https://myschool.ng/storage/serve/sae069zVtFT0YYhNWSpVyDjL19w7YFr4HE7JOx1E.png,Which of the following organic compounds can undergo both addition and substitution reactions?,Pentane,Benzene,Propane,Hexane,B,https://myschool.ng/classroom/chemistry/48957?exam_type=waec&exam_year=2018&type=obj&page=1
2018,1,3,diagram-based,,,https://myschool.ng/storage/serve/bPQkdn3HjQoJibS2jBvlUfxZrF7dVBlO4PnfE6hs.png | https://myschool.ng/storage/serve/r0Y7i84BLlLyRnwn1qtuojPBLxfW5NOMxmJiWDzQ.png | https://myschool.ng/storage/serve/sae069zVtFT0YYhNWSpVyDjL19w7YFr4HE7JOx1E.png,Which of the following equations represents a redox reaction?,\(HNO_{{3}{(aq)}} + NaOH_{(aq)} \to NaNO_{{3}{(aq)}} + H_{2}O_{(l)}\),\(AgNO_{{3}{(aq)}}+KCl_{(aq)} \to AgCl_{(s)}+KNO_{{3}{(aq)}}\),\(CaCO_{{3}{(s)}} \to CaO_{(s)} + CO_{{2}{(g)}}\),\(2H_{2}S_{(s)} + SO_{{2}{(g)}} \to 2HO_{2} + 3S_{(g)}\),D,https://myschool.ng/classroom/chemistry/48961?exam_type=waec&exam_year=2018&type=obj&page=1
2018,1,4,diagram-based,,,https://myschool.ng/storage/serve/bPQkdn3HjQoJibS2jBvlUfxZrF7dVBlO4PnfE6hs.png | https://myschool.ng/storage/serve/r0Y7i84BLlLyRnwn1qtuojPBLxfW5NOMxmJiWDzQ.png | https://myschool.ng/storage/serve/sae069zVtFT0YYhNWSpVyDjL19w7YFr4HE7JOx1E.png,The process of extraction of iron from its ore is,decomposition,oxidation,reduction,sublimation,C,https://myschool.ng/classroom/chemistry/48963?exam_type=waec&exam_year=2018&type=obj&page=1
2018,1,5,diagram-based,,,https://myschool.ng/storage/serve/bPQkdn3HjQoJibS2jBvlUfxZrF7dVBlO4PnfE6hs.png | https://myschool.ng/storage/serve/r0Y7i84BLlLyRnwn1qtuojPBLxfW5NOMxmJiWDzQ.png | https://myschool.ng/storage/serve/sae069zVtFT0YYhNWSpVyDjL19w7YFr4HE7JOx1E.png,What is the solubility of a salt if 0.4g of it is obtained on evaporating 200\(cm^{3}\) of its saturated solution to dryness?,0.08\(gdm^{-3}\),2.00\(gdm^{-3}\),8.00\(gdm^{-3}\),80.00\(gdm^{-3}\),B,https://myschool.ng/classroom/chemistry/48965?exam_type=waec&exam_year=2018&type=obj&page=1
2018,2,6,diagram-based,,,https://myschool.ng/storage/serve/2sZxMb28vwJzG3eHEisOH92oDGpbXxzs8807aHtk.png | https://myschool.ng/storage/serve/sae069zVtFT0YYhNWSpVyDjL19w7YFr4HE7JOx1E.png | https://myschool.ng/storage/serve/bPQkdn3HjQoJibS2jBvlUfxZrF7dVBlO4PnfE6hs.png,An acidic salt has,double anions in its aqueous solution,a single cation in its aqueous solution,hydrogen ions in its aqueous solution,hydrogen atoms in its aqueous solution,C,https://myschool.ng/classroom/chemistry/48966?exam_type=waec&exam_year=2018&type=obj&page=2
2018,2,7,diagram-based,,,https://myschool.ng/storage/serve/2sZxMb28vwJzG3eHEisOH92oDGpbXxzs8807aHtk.png | https://myschool.ng/storage/serve/sae069zVtFT0YYhNWSpVyDjL19w7YFr4HE7JOx1E.png | https://myschool.ng/storage/serve/bPQkdn3HjQoJibS2jBvlUfxZrF7dVBlO4PnfE6hs.png,A reaction is endothermic if the,reaction vessel feels cool during the reaction,enthalpy change is negative,bond forming energy exceeds bond breaking energy,heat of formation of reactants exceeds heat of formation of products,A,https://myschool.ng/classroom/chemistry/48967?exam_type=waec&exam_year=2018&type=obj&page=2
2018,2,8,diagram-based,,,https://myschool.ng/storage/serve/2sZxMb28vwJzG3eHEisOH92oDGpbXxzs8807aHtk.png | https://myschool.ng/storage/serve/sae069zVtFT0YYhNWSpVyDjL19w7YFr4HE7JOx1E.png | https://myschool.ng/storage/serve/bPQkdn3HjQoJibS2jBvlUfxZrF7dVBlO4PnfE6hs.png,In which of the following compounds does hydrogen form ionic compounds?,CH\(_{4}\),HCl,NH\(_{3}\),NaH,D,https://myschool.ng/classroom/chemistry/48969?exam_type=waec&exam_year=2018&type=obj&page=2
2018,2,9,diagram-based,,,https://myschool.ng/storage/serve/2sZxMb28vwJzG3eHEisOH92oDGpbXxzs8807aHtk.png | https://myschool.ng/storage/serve/sae069zVtFT0YYhNWSpVyDjL19w7YFr4HE7JOx1E.png | https://myschool.ng/storage/serve/bPQkdn3HjQoJibS2jBvlUfxZrF7dVBlO4PnfE6hs.png,"An organic compound has the empirical formula \(CH_{2}\). If its molar mass is 42\(gmol^{-1}\), what is its molecular formula? (C = 12.0, H = 1.0)",\(C_{2}H_{4}\),\(C_{3}H_{4}\),\(C_{3}H_{6}\),\(C_{4}H_{8}\),C,https://myschool.ng/classroom/chemistry/48970?exam_type=waec&exam_year=2018&type=obj&page=2
2018,2,10,diagram-based,,,https://myschool.ng/storage/serve/2sZxMb28vwJzG3eHEisOH92oDGpbXxzs8807aHtk.png | https://myschool.ng/storage/serve/sae069zVtFT0YYhNWSpVyDjL19w7YFr4HE7JOx1E.png | https://myschool.ng/storage/serve/bPQkdn3HjQoJibS2jBvlUfxZrF7dVBlO4PnfE6hs.png,Consider the following reaction equation: \(Br_{2} + 2KI \to 2KBr + I_{2}\). Bromine is acting as,an oxidizing agent,a reducing agent,an acid,a base,A,https://myschool.ng/classroom/chemistry/48973?exam_type=waec&exam_year=2018&type=obj&page=2
