Year,Page,Question_Number,Question_Type,Instruction,Diagram_Context,Image_URLs,Question,OptionA,OptionB,OptionC,OptionD,Answer,Detail_URL
2019,1,1,general,,,,The fundamental economic problem in every society is,Limited supply of productive resources,inadequate supply of money,corruption and mismanagement,,A,https://myschool.ng/classroom/economics/57137?exam_type=waec&exam_year=2019&type=obj&page=1
2019,1,2,general,,,,A point X inside the production possibility curve indicates that,resources are fully utilized,the country is poor,some resources are idle,resources are not available,C,https://myschool.ng/classroom/economics/57144?exam_type=waec&exam_year=2019&type=obj&page=1
2019,1,3,general,,,,The major employer of labour in developing countries is the,tertiary sector,secondary sector,primary sector,industrial sector,C,https://myschool.ng/classroom/economics/57177?exam_type=waec&exam_year=2019&type=obj&page=1
2019,1,4,calculation,,,,"The wages of a group of workers in dollars is stated below; 40, 30, 70, 20, 60, 10, 10, 80, 30, and 10. What is the mean wage",$35,$36,$37,$38,B,https://myschool.ng/classroom/economics/57196?exam_type=waec&exam_year=2019&type=obj&page=1
2019,1,5,microeconomics,,,,The desire for profits is a major feature of,traditional economy,mixed economy,market economy,command economy,C,https://myschool.ng/classroom/economics/57207?exam_type=waec&exam_year=2019&type=obj&page=1
2019,2,6,microeconomics,,,,"If the coefficient of price elasticity of demand of a product is zero, then its demand curve will be",parallel to the quantity axis,parallel to the price axis,negatively sloped,positively sloped,B,https://myschool.ng/classroom/economics/57220?exam_type=waec&exam_year=2019&type=obj&page=2
2019,2,7,calculation,,,,"If the demand function is Qd = -0.5 + 20, calculate the quantity demanded when price is $15.0",-%12.50,,$12.50,-$27.50,C,https://myschool.ng/classroom/economics/57226?exam_type=waec&exam_year=2019&type=obj&page=2
2019,2,8,general,,,,"If less of a good is bought as one's income increases, such a good is",a normal good,a luxury,a necessity,an inferior good,D,https://myschool.ng/classroom/economics/57232?exam_type=waec&exam_year=2019&type=obj&page=2
2019,2,9,microeconomics,,,,The demand for coffee and tea is,joint,competitive,composite,derived,B,https://myschool.ng/classroom/economics/57241?exam_type=waec&exam_year=2019&type=obj&page=2
2019,2,10,microeconomics,,,,What effect will an increase in the supply of fish have on the meat market,a fall in equilibrium price and quantity,an increase in equilibrium price and quantity,an increase in equilibrium price and a fall in quantity,both equilibrium price and quantity will remain unchanged,D,https://myschool.ng/classroom/economics/57276?exam_type=waec&exam_year=2019&type=obj&page=2
