Year,Page,Question_Number,Question_Type,Instruction,Comprehension_Passage,Image_URLs,Question,OptionA,OptionB,OptionC,OptionD,Answer,Detail_URL
2018,1,1,objective,,,,God created man and asked him to dominate all the following except _________,Fish of the sea,Spirit of the earth,Birds of the air,Creeping animals,B,https://myschool.ng/classroom/christian-religious-knowledge-crk/48616?exam_type=waec&exam_year=2018&type=obj&page=1
2018,1,2,objective,,,,Adam called Eve woman because she was _________,A resemblance of man,A helper of man,Mother of mankind,Made out of man,D,https://myschool.ng/classroom/christian-religious-knowledge-crk/48618?exam_type=waec&exam_year=2018&type=obj&page=1
2018,1,3,objective,,,,Which of the following experiences did Joseph not go through? He was __________,Sold into slavery,Sentenced and Imprisoned,Cast into a pit,Molested and Raped,D,https://myschool.ng/classroom/christian-religious-knowledge-crk/48619?exam_type=waec&exam_year=2018&type=obj&page=1
2018,1,4,objective,,,,Joseph earned his brothers hatred because _______,He carried ill report of them to Jacob,He was a dreamer,Jacob had more love for Joseph,He did not join them to shepherd the flock,B,https://myschool.ng/classroom/christian-religious-knowledge-crk/48621?exam_type=waec&exam_year=2018&type=obj&page=1
2018,1,5,objective,,,,"As Joseph revealed himself to his brothers, he told them that God allowed him to be sold into slavery so as to______________",Stop the Famine,Preserve Life,Punish them,Seek revenge,B,https://myschool.ng/classroom/christian-religious-knowledge-crk/48626?exam_type=waec&exam_year=2018&type=obj&page=1
2018,2,6,objective,,,,The parents of Moses did the following to ensure his survival except__________,Casting him into a river,Hiding him for three months,Putting him in a padded basket,His sister watching him,A,https://myschool.ng/classroom/christian-religious-knowledge-crk/48628?exam_type=waec&exam_year=2018&type=obj&page=2
2018,2,7,objective,,,,The Parents of Moses belonged to the tribe of__________,Judah,Benjamin,Levi,Ephraim,C,https://myschool.ng/classroom/christian-religious-knowledge-crk/48631?exam_type=waec&exam_year=2018&type=obj&page=2
2018,2,8,objective,,,,"These are your gods, O Israel, who brought you up out of the land of Egypt! This statement above was a manifestation of Israel's____________",Unfaithfulness,Immorality,Adultery,Idolatry,D,https://myschool.ng/classroom/christian-religious-knowledge-crk/48632?exam_type=waec&exam_year=2018&type=obj&page=2
2018,2,9,objective,,,,"Before Joshua's appointment as a successor to Moses, he was a___________",Commander of the army,Servant in the temple,Minister to Moses,Counselor to the Israelites,A,https://myschool.ng/classroom/christian-religious-knowledge-crk/48633?exam_type=waec&exam_year=2018&type=obj&page=2
2018,2,10,objective,,,,"Deborah, a prophetess who was a judge in Israel was the wife of _____________",Barak,Lappidoth,Joshua,Sisera,B,https://myschool.ng/classroom/christian-religious-knowledge-crk/48636?exam_type=waec&exam_year=2018&type=obj&page=2
2018,3,11,objective,,,,The two sons of Eli were_______________,Hophni and Phinehas,Phinehas and Joel,Joel and Abijah,Hophni and Abijah,A,https://myschool.ng/classroom/christian-religious-knowledge-crk/48638?exam_type=waec&exam_year=2018&type=obj&page=3
2018,3,12,objective,,,,The Sons of Eli were worthless because they______,Stole offering from the Lord's house,Treated the Lord's offering with Contempt,Seized the Lord's offering from the temple,Took bribes and perverted justice,B,https://myschool.ng/classroom/christian-religious-knowledge-crk/48641?exam_type=waec&exam_year=2018&type=obj&page=3
2018,3,13,objective,,,,"""It is the LORD; let him do what seems good to him"" This statement by Eli shows that God____________",Makes the final decision,Knows Everything,Is Impartial,Is the Alpha and Omega,A,https://myschool.ng/classroom/christian-religious-knowledge-crk/48643?exam_type=waec&exam_year=2018&type=obj&page=3
2018,3,14,objective,,,,The direct consequence of the behaviour of the sons of Samuel was___________,Their death in battle,That Israel rejected God,The Capture of the ark of God,Israel's request for a King,D,https://myschool.ng/classroom/christian-religious-knowledge-crk/48645?exam_type=waec&exam_year=2018&type=obj&page=3
2018,3,15,objective,,,,The elders of Israel went to Samuel to request for a King at___________,Jerusalem,Gilgal,Ramah,Ziph,C,https://myschool.ng/classroom/christian-religious-knowledge-crk/48649?exam_type=waec&exam_year=2018&type=obj&page=3
2018,4,16,objective,,,,Why did God Command Saul to entirely destroy Amalek?,They were serving foreign gods,They opposed the Israelites on the way,They refuse male circumcision,They offered false worship to God,B,https://myschool.ng/classroom/christian-religious-knowledge-crk/48651?exam_type=waec&exam_year=2018&type=obj&page=4
2018,4,17,objective,,,,God repented that He made Saul King because he__________-,Utterly destroyed the Amalekites,Told the Kenites to depart from Amalek,Did not perform God's commandments,Set up a monument at carmel,C,https://myschool.ng/classroom/christian-religious-knowledge-crk/48652?exam_type=waec&exam_year=2018&type=obj&page=4
2018,4,18,objective,,,,God sent an evil spirit to torment Saul because_______,He wanted to bring David into Saul's life,Saul had disobeyed Samuel,The Lord's spirit had departed from him,He wanted Saul to enjoy the sound of lyre,C,https://myschool.ng/classroom/christian-religious-knowledge-crk/48655?exam_type=waec&exam_year=2018&type=obj&page=4
2018,4,19,objective,,,,Which of the following people was ready to strike king Saul at the wilderness of Zuph?,Abishai,Abner,Ahimelech,Joab,A,https://myschool.ng/classroom/christian-religious-knowledge-crk/48656?exam_type=waec&exam_year=2018&type=obj&page=4
2018,4,20,objective,,,,David spares Saul's life at Ziph because David_________,Recognised the rules of engagement,Was a man after God's heart,Wanted to rebuke Abner's negligence,Recognized Saul as God's anointed,D,https://myschool.ng/classroom/christian-religious-knowledge-crk/48658?exam_type=waec&exam_year=2018&type=obj&page=4
2018,5,21,objective,,,,Prophet Nathan named David and Bathsheba's second child________,Solomon,Jedidiah,Absalom,Adonijah,B,https://myschool.ng/classroom/christian-religious-knowledge-crk/48660?exam_type=waec&exam_year=2018&type=obj&page=5
2018,5,22,objective,,,,"At Gibeon, Solomon was promised all the following except ________",Wise and Discerning Mind,The life of his enemies,Long and Fulfilling Life,Riches and Honour,B,https://myschool.ng/classroom/christian-religious-knowledge-crk/48663?exam_type=waec&exam_year=2018&type=obj&page=5
2018,5,23,objective,,,,Elijah Proclaimed drought in Israel as a punishment for ________,Persecuting the prophets of God,Worshiping Baal,Ahab marrying Jezebel,The Murder of Naboth,B,https://myschool.ng/classroom/christian-religious-knowledge-crk/48688?exam_type=waec&exam_year=2018&type=obj&page=5
2018,5,24,objective,,,,The contest between Elijah and the Baal Prophets took place on/at_______________,Mount Sinai,Mount Carmel,Brook Cherith,Brook Kishon,B,https://myschool.ng/classroom/christian-religious-knowledge-crk/48691?exam_type=waec&exam_year=2018&type=obj&page=5
