Year,Page,Question_Number,Question_Type,Instruction,Diagram_Context,Image_URLs,Question,OptionA,OptionB,OptionC,OptionD,Answer,Detail_URL
2020,1,1,objective,,,,"In collision between two objects, kinetic energy is conserved only if",one of the objects was initially at rest,potential energy is converted to work,the collision is inelastic,the collision is elastic,D,https://myschool.ng/classroom/physics/59362?exam_type=waec&exam_year=2020&type=obj&page=1
2020,1,2,objective,,,,The quantity of motion of a body is its,acceleration,displacement,mometum,velocity,C,https://myschool.ng/classroom/physics/59363?exam_type=waec&exam_year=2020&type=obj&page=1
2020,1,3,objective,,,,The volume of a fixed mass of a gas varies inversely as the pressure on it provided the temperature is constant. This statement is,Pressure law,Charles law,Boyle's law,General gas law,C,https://myschool.ng/classroom/physics/59364?exam_type=waec&exam_year=2020&type=obj&page=1
2020,1,4,objective,,,,An image formed on a screen is always?,inverted,magnified,upright,virtual,A,https://myschool.ng/classroom/physics/59365?exam_type=waec&exam_year=2020&type=obj&page=1
2020,1,5,objective,,,,How would the capacitance of a parallel plate capacitor be affected if the distance of separation of its plates is decreased? It will,increase in value,decrease slightly,remain unchanged,drop to zero,A,https://myschool.ng/classroom/physics/59366?exam_type=waec&exam_year=2020&type=obj&page=1
2020,2,6,objective,,,,Which of the following machines does not apply the lever principle?,Claw hammer,Wheelbarrow,Single pulley,sugar tong,C,https://myschool.ng/classroom/physics/59367?exam_type=waec&exam_year=2020&type=obj&page=2
2020,2,7,objective,,,,The average distance moved by a molecule between collisions is called,molecular distance,intermolecular distance,mean distance,mean free path,D,https://myschool.ng/classroom/physics/59368?exam_type=waec&exam_year=2020&type=obj&page=2
2020,2,8,objective,,,,Which of the following waves requires a material medium for its propagation?,Radio waves,Light waves,Sound waves,X-rays,C,https://myschool.ng/classroom/physics/59369?exam_type=waec&exam_year=2020&type=obj&page=2
2020,2,9,objective,,,,The depolarising agent in a Leclanche cell is?,carbon rod,ammonium chloride,manganese (IV) oxide,zinc plate,C,https://myschool.ng/classroom/physics/59370?exam_type=waec&exam_year=2020&type=obj&page=2
2020,2,10,objective,,,,The material used to slow down the neutrons in a nuclear reactor is,boron,copper,graphite,uranium,C,https://myschool.ng/classroom/physics/59371?exam_type=waec&exam_year=2020&type=obj&page=2
2020,3,11,theory,,,,Which of the following statements explain why hot soapy water is more effective in cleaning oil-stained dishes?,The oil on the dishes repels the soap,soap and heat decrease the surface tension of oil,soap increases the surface tension of oil and water,Hot water increases the surface tension of oil,B,https://myschool.ng/classroom/physics/59372?exam_type=waec&exam_year=2020&type=obj&page=3
2020,3,12,diagram-based,,,https://myschool.ng/storage/classroom/MZ5SwnRA1P0BESJWEEIWkROp7k2zoRW6ng2W9yjq.png,"The diagram above illustrates a beam of parallel rays from a distant object O, incident on one side of the total reflecting prism. Which diagram does not represent the correct path of the beam when it emerges from the prism?",W,X,Y,Z,A,https://myschool.ng/classroom/physics/59379?exam_type=waec&exam_year=2020&type=obj&page=3
2020,3,13,objective,,,,An electrical device has 50 turns in its primary coil and 20 turns in the secondary coil. The device can be a\an?,step-up transformer,step-down transformer,d.c generator,a.c generator,B,https://myschool.ng/classroom/physics/59388?exam_type=waec&exam_year=2020&type=obj&page=3
2020,3,14,objective,,,,The earpiece of a telephone handset converts energy from,electrical to sound,sound to electrical,sound to electrical,sound to radio wave,A,https://myschool.ng/classroom/physics/59394?exam_type=waec&exam_year=2020&type=obj&page=3
