Year,Page,Question_Number,Question_Type,Instruction,Diagram_Context,Image_URLs,Question,OptionA,OptionB,OptionC,OptionD,Answer,Detail_URL
2024,1,1,trigonometry,,,,Multiply 3.4 x 10\(^{-5}\) by 7.1 x 10\(^8\) and leave the answer in standard form.,2.414 x 10\(^2\),2.414 x 10\(^3\),2.414 x 10\(^4\),2.414 x 10\(^5\),C,https://myschool.ng/classroom/mathematics/71740?exam_type=waec&exam_year=2024&type=obj&page=1
2024,1,2,general,,,,"Given that P = {p: 1< p < 20}, where p is an integer and R = {r : 0 \(\leq\) r \(\leq\) 25, where r is a multiple of 4}. Find P ∩ R","{4, 8, 10, 16}","{4, 8, 12, 16}","{4, 8, 12, 16, 20}","{4, 8, 12, 16, 20, 24}",B,https://myschool.ng/classroom/mathematics/71747?exam_type=waec&exam_year=2024&type=obj&page=1
2024,1,3,word-problem,,,,"The first term of an Arithmetic Progression (A.P) is 2 and the last term is 29. If the common difference is 3, how many terms are in the A.P.?",8,9,10,11,C,https://myschool.ng/classroom/mathematics/71749?exam_type=waec&exam_year=2024&type=obj&page=1
2024,1,4,general,,,,Express in index form: log\(_a^x\) + log\(_a^y\) = 3,x + y = 3,xy = 3,xy = a\(^3\),x + y = a\(^3\),C,https://myschool.ng/classroom/mathematics/71751?exam_type=waec&exam_year=2024&type=obj&page=1
2024,1,5,algebra,,,,Simplify: (2p - q)\(^2\) - (p + q)\(^2\),3p(p - 2q),2p(p - 3q),3p(2p - q),2p(3p - q),A,https://myschool.ng/classroom/mathematics/71756?exam_type=waec&exam_year=2024&type=obj&page=1
2024,2,6,general,,,,"If (3 - 4\(\sqrt{2}\))(1 + 3\(\sqrt{2}\)) = a + b\(\sqrt{2}\), find the value of b",-5,5,-21,21,B,https://myschool.ng/classroom/mathematics/71760?exam_type=waec&exam_year=2024&type=obj&page=2
2024,2,7,word-problem,,,,"Find the sum for which $ 1,250.00 will amount to $ 2,031.25 at 12.5% per annum simple interest.",2 years,3 years,4 years,5 years,D,https://myschool.ng/classroom/mathematics/71762?exam_type=waec&exam_year=2024&type=obj&page=2
2024,2,8,general,,,,"If log\(_3^{2x - 1}\) = 5, find the value of x",8,16,64,122,D,https://myschool.ng/classroom/mathematics/71765?exam_type=waec&exam_year=2024&type=obj&page=2
2024,2,9,general,,,,"The population of a town increases by 3% every year. In the year 2000, the population was 3000. Find the population in the year 2003.","3,182","3,278","6,591","7,515",B,https://myschool.ng/classroom/mathematics/71769?exam_type=waec&exam_year=2024&type=obj&page=2
2024,2,10,word-problem,,,,A trader gave a change of # 540.00 instead of # 570.00 to a customer. Caculate the percentage error.,5\(\frac{5}{19}\)%,5\(\frac{5}{9}\)%,5\(\frac{7}{19}\)%,5\(\frac{7}{9}\)%,A,https://myschool.ng/classroom/mathematics/71772?exam_type=waec&exam_year=2024&type=obj&page=2
2024,3,11,geometry,,,,The interior angle of a regular polygon is 168º. Find the number of sides of the polygon.,24,30,15,12,B,https://myschool.ng/classroom/mathematics/71773?exam_type=waec&exam_year=2024&type=obj&page=3
2024,3,12,general,,,,"If 3x - 2y = - 5 and x + 2y = 9, find the value of \(\frac{x - y}{x + y}\)",\(\frac{5}{3}\),\(\frac{3}{5}\),\(\frac{-3}{5}\),\(\frac{-5}{3}\),C,https://myschool.ng/classroom/mathematics/71774?exam_type=waec&exam_year=2024&type=obj&page=3
