Year,Page,Question_Number,Question_Type,Instruction,Diagram_Context,Image_URLs,Question,OptionA,OptionB,OptionC,OptionD,Answer,Detail_URL
2019,1,1,general,,,,"Express, correct to three significant figures, 0.003597.",0.359,0.004,0.00360,0.00359,C,https://myschool.ng/classroom/mathematics/57092?exam_type=waec&exam_year=2019&type=obj&page=1
2019,1,2,algebra,,,,Evaluate: (0.064)\(^{-\frac{1}{3}}\),\(\frac{5}{2}\),\(\frac{2}{5}\),-\(\frac{2}{5}\),-\(\frac{5}{2}\),A,https://myschool.ng/classroom/mathematics/57094?exam_type=waec&exam_year=2019&type=obj&page=1
2019,1,3,general,,,,Solve: \(\frac{y + 1}{2} - \frac{2y - 1}{3}\) = 4,y = 19,y = -19,y = -29,y = 29,B,https://myschool.ng/classroom/mathematics/57098?exam_type=waec&exam_year=2019&type=obj&page=1
2019,1,4,algebra,,,,"Simplify, correct to three significant figures, (27.63)\(^2\) - (12.37)\(^2\)",614,612,611,610,D,https://myschool.ng/classroom/mathematics/57100?exam_type=waec&exam_year=2019&type=obj&page=1
2019,1,5,general,,,,"If 7 + y = 4 (mod 8), find the least value of y, 10 \(\leq y \leq 30\)",11,13,19,21,B,https://myschool.ng/classroom/mathematics/57102?exam_type=waec&exam_year=2019&type=obj&page=1
2019,2,6,general,,,,"If T = {prime numbers} and M = {odd numbers} are subsets of \(\mu\) = {x : 0 < x **≤** 10} and x is an integer, find (T\(^{\prime}\) n M\(^{\prime}\)).","{4, 6, 8, 10}","{1. 4, 6, 8, 10}","{1, 2, 4, 6, 8, 10}","{1, 2, 3, 5, 7, 8, 9}",A,https://myschool.ng/classroom/mathematics/57122?exam_type=waec&exam_year=2019&type=obj&page=2
2019,2,7,algebra,,,,Evaluate; \(\frac{\log_3 9 - \log_2 8}{\log_3 9}\),-\(\frac{1}{3}\),\(\frac{1}{2}\),\(\frac{1}{3}\),-\(\frac{1}{2}\),D,https://myschool.ng/classroom/mathematics/57125?exam_type=waec&exam_year=2019&type=obj&page=2
2019,2,8,general,,,,"If 23\(_y\) = 1111\(_{\text{two}}\), find the value of y",4,5,6,7,C,https://myschool.ng/classroom/mathematics/57128?exam_type=waec&exam_year=2019&type=obj&page=2
2019,2,9,general,,,,"If 6, P, and 14 are consecutive terms in an Arithmetic Progression (AP), find the value of P.",9,10,6,8,B,https://myschool.ng/classroom/mathematics/57150?exam_type=waec&exam_year=2019&type=obj&page=2
2019,2,10,algebra,,,,Evaluate: 2\(\sqrt{28} - 3\sqrt{50} + \sqrt{72}\),4\(\sqrt{7} - 21 \sqrt{2}\),4\(\sqrt{7} - 11 \sqrt{2}\),4\(\sqrt{7} - 9 \sqrt{2}\),4\(\sqrt{7} + \sqrt{2}\),C,https://myschool.ng/classroom/mathematics/57156?exam_type=waec&exam_year=2019&type=obj&page=2
2019,3,11,algebra,,,,"If m : n = 2 : 1, evaluate \(\frac{3m^2 - 2n^2}{m^2 + mn}\)",\(\frac{4}{3}\),\(\frac{5}{3}\),\(\frac{3}{4}\),\(\frac{3}{5}\),B,https://myschool.ng/classroom/mathematics/57161?exam_type=waec&exam_year=2019&type=obj&page=3
2019,3,12,geometry,,,,"H varies directly as p and inversely as the square of y. If H = 1, p = 8 and y = 2, find H in terms of p and y.",H = \(\frac{p}{4y^2}\),H = \(\frac{2p}{y^2}\),H = \(\frac{p}{2y^2}\),H = \(\frac{p}{y^2}\),C,https://myschool.ng/classroom/mathematics/57165?exam_type=waec&exam_year=2019&type=obj&page=3
2019,3,13,general,,,,Solve \(4x^{2}\) - 16x + 15 = 0.,x = 1\(\frac{1}{2}\) or x = -2\(\frac{1}{2}\),x = 1\(\frac{1}{2}\) or x = 2\(\frac{1}{2}\),x = 1\(\frac{1}{2}\) or x = -1\(\frac{1}{2}\),x = -1\(\frac{1}{2}\) or x -2\(\frac{1}{2}\),B,https://myschool.ng/classroom/mathematics/57175?exam_type=waec&exam_year=2019&type=obj&page=3
2019,3,14,algebra,,,,Simplify: \(\log_{10}\) 6 - 3 log\(_{10}\) 3 + \(\frac{2}{3} \log_{10} 27\),3 \(\log_{10}^2\),\(\log_{10}^2\),\(\log_{10}^3\),2 \(\log_{10}^3\),B,https://myschool.ng/classroom/mathematics/57197?exam_type=waec&exam_year=2019&type=obj&page=3
2019,3,15,word-problem,,,,"Bala sold an article for #6,900.00 and made a profit of 15%. Calculate his percentage profit if he had sold it for N6,600.00.",5%,10%,12%,13%,B,https://myschool.ng/classroom/mathematics/57203?exam_type=waec&exam_year=2019&type=obj&page=3
