Year,Page,Question_Number,Question_Type,Instruction,Diagram_Context,Image_URLs,Question,OptionA,OptionB,OptionC,OptionD,Answer,Detail_URL
2019,1,1,map-reading,,,https://myschool.ng/storage/classroom/ah4fipeHv3tCeh5W5iXSw41P1gCKSe4uJEpnlkvc.jpeg | https://myschool.ng/storage/classroom/4jeQrztqmeXN2QPyFujhEc5q4vsr4j1lOf3qnoiU.jpeg | https://myschool.ng/storage/classroom/viU6iq7bfY5NwWSawbqrHlHItH81q8ulztC8wJkm.jpeg | https://myschool.ng/storage/serve/bPQkdn3HjQoJibS2jBvlUfxZrF7dVBlO4PnfE6hs.png | https://myschool.ng/storage/serve/gY5ybf8PuaQgRsrpNJIQYWgHjqCDvOCzpBatR4LA.png | https://myschool.ng/storage/serve/sae069zVtFT0YYhNWSpVyDjL19w7YFr4HE7JOx1E.png | https://myschool.ng/storage/classroom/n2zJtKzNrR6rpRJVXBVDEcokV86mJGdP8qU7YssR.jpeg | https://myschool.ng/storage/classroom/yM9oYhPBT5pIO1fA9gc7k6ZDzoBO7x7wp3ZDnpKa.jpeg,What is the contour interval of the map?,50 m,100 m,150 m,400 m,B,https://myschool.ng/classroom/geography/58058?exam_type=waec&exam_year=2019&type=obj&page=1
2019,1,2,map-reading,,,https://myschool.ng/storage/classroom/4jeQrztqmeXN2QPyFujhEc5q4vsr4j1lOf3qnoiU.jpeg | https://myschool.ng/storage/classroom/ah4fipeHv3tCeh5W5iXSw41P1gCKSe4uJEpnlkvc.jpeg | https://myschool.ng/storage/classroom/viU6iq7bfY5NwWSawbqrHlHItH81q8ulztC8wJkm.jpeg | https://myschool.ng/storage/serve/bPQkdn3HjQoJibS2jBvlUfxZrF7dVBlO4PnfE6hs.png | https://myschool.ng/storage/serve/gY5ybf8PuaQgRsrpNJIQYWgHjqCDvOCzpBatR4LA.png | https://myschool.ng/storage/serve/sae069zVtFT0YYhNWSpVyDjL19w7YFr4HE7JOx1E.png | https://myschool.ng/storage/classroom/n2zJtKzNrR6rpRJVXBVDEcokV86mJGdP8qU7YssR.jpeg | https://myschool.ng/storage/classroom/yM9oYhPBT5pIO1fA9gc7k6ZDzoBO7x7wp3ZDnpKa.jpeg,What is the scale of the map in statement form?,one centimeter on the map represents half kilometer on the ground,One centimeter on the map represents one kilometer on the ground.,One centimeter on the map represents five kilometers on the ground,One centimeter on the map represents fifteen kilometers on the ground.,A,https://myschool.ng/classroom/geography/58059?exam_type=waec&exam_year=2019&type=obj&page=1
2019,1,3,map-reading,,,https://myschool.ng/storage/classroom/viU6iq7bfY5NwWSawbqrHlHItH81q8ulztC8wJkm.jpeg | https://myschool.ng/storage/classroom/ah4fipeHv3tCeh5W5iXSw41P1gCKSe4uJEpnlkvc.jpeg | https://myschool.ng/storage/classroom/4jeQrztqmeXN2QPyFujhEc5q4vsr4j1lOf3qnoiU.jpeg | https://myschool.ng/storage/serve/bPQkdn3HjQoJibS2jBvlUfxZrF7dVBlO4PnfE6hs.png | https://myschool.ng/storage/serve/gY5ybf8PuaQgRsrpNJIQYWgHjqCDvOCzpBatR4LA.png | https://myschool.ng/storage/serve/sae069zVtFT0YYhNWSpVyDjL19w7YFr4HE7JOx1E.png | https://myschool.ng/storage/classroom/n2zJtKzNrR6rpRJVXBVDEcokV86mJGdP8qU7YssR.jpeg | https://myschool.ng/storage/classroom/yM9oYhPBT5pIO1fA9gc7k6ZDzoBO7x7wp3ZDnpKa.jpeg,The approximate length of R. Ofon is,18.3 km,16.5 km,6.6 km,3.0 km,A,https://myschool.ng/classroom/geography/58060?exam_type=waec&exam_year=2019&type=obj&page=1
2019,1,4,map-reading,,,https://myschool.ng/storage/classroom/n2zJtKzNrR6rpRJVXBVDEcokV86mJGdP8qU7YssR.jpeg | https://myschool.ng/storage/classroom/ah4fipeHv3tCeh5W5iXSw41P1gCKSe4uJEpnlkvc.jpeg | https://myschool.ng/storage/classroom/4jeQrztqmeXN2QPyFujhEc5q4vsr4j1lOf3qnoiU.jpeg | https://myschool.ng/storage/classroom/viU6iq7bfY5NwWSawbqrHlHItH81q8ulztC8wJkm.jpeg | https://myschool.ng/storage/serve/bPQkdn3HjQoJibS2jBvlUfxZrF7dVBlO4PnfE6hs.png | https://myschool.ng/storage/serve/gY5ybf8PuaQgRsrpNJIQYWgHjqCDvOCzpBatR4LA.png | https://myschool.ng/storage/serve/sae069zVtFT0YYhNWSpVyDjL19w7YFr4HE7JOx1E.png | https://myschool.ng/storage/classroom/yM9oYhPBT5pIO1fA9gc7k6ZDzoBO7x7wp3ZDnpKa.jpeg,Which of the following settlements is nodal?,Beace,Hop,Proga,NITY,D,https://myschool.ng/classroom/geography/58061?exam_type=waec&exam_year=2019&type=obj&page=1
2019,1,5,map-reading,,,https://myschool.ng/storage/classroom/yM9oYhPBT5pIO1fA9gc7k6ZDzoBO7x7wp3ZDnpKa.jpeg | https://myschool.ng/storage/classroom/ah4fipeHv3tCeh5W5iXSw41P1gCKSe4uJEpnlkvc.jpeg | https://myschool.ng/storage/classroom/4jeQrztqmeXN2QPyFujhEc5q4vsr4j1lOf3qnoiU.jpeg | https://myschool.ng/storage/classroom/viU6iq7bfY5NwWSawbqrHlHItH81q8ulztC8wJkm.jpeg | https://myschool.ng/storage/serve/bPQkdn3HjQoJibS2jBvlUfxZrF7dVBlO4PnfE6hs.png | https://myschool.ng/storage/serve/gY5ybf8PuaQgRsrpNJIQYWgHjqCDvOCzpBatR4LA.png | https://myschool.ng/storage/serve/sae069zVtFT0YYhNWSpVyDjL19w7YFr4HE7JOx1E.png | https://myschool.ng/storage/classroom/n2zJtKzNrR6rpRJVXBVDEcokV86mJGdP8qU7YssR.jpeg,The highest elevation in the mapped area is approximately,800 m,900 m,1250 m,1400 m,C,https://myschool.ng/classroom/geography/58062?exam_type=waec&exam_year=2019&type=obj&page=1
2019,2,6,map-reading,,,https://myschool.ng/storage/classroom/ktcH4FKMxB837MkpSVppH9SqvYuHw8mWkeeAnqmj.jpeg | https://myschool.ng/storage/classroom/Wm9iYKLP53MRg7KeHJ2XiUBuQJRIDTDDVCFplMWh.jpeg | https://myschool.ng/storage/classroom/KK6BMiq2ClARqhbHiHBVQSaLyUCJ7ae01xD6BILy.jpeg | https://myschool.ng/storage/serve/r0Y7i84BLlLyRnwn1qtuojPBLxfW5NOMxmJiWDzQ.png | https://myschool.ng/storage/serve/9Dmy5U4sHxRuZ72pPfaVW4Pee0LWbVDhsWtUTDbQ.png | https://myschool.ng/storage/serve/2sZxMb28vwJzG3eHEisOH92oDGpbXxzs8807aHtk.png | https://myschool.ng/storage/classroom/u5vptGxaBOSYmLsulFWrQBY2ufEQ5ZeNYZGneHCP.jpeg | https://myschool.ng/storage/classroom/MhFlz7p6dKDN4PRhfSW8aKBfNzM2LUgEOvNhPnnR.jpeg,What is the relief feature marked X?,Ridge,Plateau,Knoll,Gorge,C,https://myschool.ng/classroom/geography/58063?exam_type=waec&exam_year=2019&type=obj&page=2
2019,2,7,map-reading,,,https://myschool.ng/storage/classroom/Wm9iYKLP53MRg7KeHJ2XiUBuQJRIDTDDVCFplMWh.jpeg | https://myschool.ng/storage/classroom/ktcH4FKMxB837MkpSVppH9SqvYuHw8mWkeeAnqmj.jpeg | https://myschool.ng/storage/classroom/KK6BMiq2ClARqhbHiHBVQSaLyUCJ7ae01xD6BILy.jpeg | https://myschool.ng/storage/serve/r0Y7i84BLlLyRnwn1qtuojPBLxfW5NOMxmJiWDzQ.png | https://myschool.ng/storage/serve/9Dmy5U4sHxRuZ72pPfaVW4Pee0LWbVDhsWtUTDbQ.png | https://myschool.ng/storage/serve/2sZxMb28vwJzG3eHEisOH92oDGpbXxzs8807aHtk.png | https://myschool.ng/storage/classroom/u5vptGxaBOSYmLsulFWrQBY2ufEQ5ZeNYZGneHCP.jpeg | https://myschool.ng/storage/classroom/MhFlz7p6dKDN4PRhfSW8aKBfNzM2LUgEOvNhPnnR.jpeg,"If the map of NITY DISTRICT is reduced to half, what will be the scale of the new map in Representative Fraction (RF)?","1: 25,000","1 : 50,000","1 : 100,000","1 : 150,000",C,https://myschool.ng/classroom/geography/58064?exam_type=waec&exam_year=2019&type=obj&page=2
2019,2,8,map-reading,,,https://myschool.ng/storage/classroom/KK6BMiq2ClARqhbHiHBVQSaLyUCJ7ae01xD6BILy.jpeg | https://myschool.ng/storage/classroom/ktcH4FKMxB837MkpSVppH9SqvYuHw8mWkeeAnqmj.jpeg | https://myschool.ng/storage/classroom/Wm9iYKLP53MRg7KeHJ2XiUBuQJRIDTDDVCFplMWh.jpeg | https://myschool.ng/storage/serve/r0Y7i84BLlLyRnwn1qtuojPBLxfW5NOMxmJiWDzQ.png | https://myschool.ng/storage/serve/9Dmy5U4sHxRuZ72pPfaVW4Pee0LWbVDhsWtUTDbQ.png | https://myschool.ng/storage/serve/2sZxMb28vwJzG3eHEisOH92oDGpbXxzs8807aHtk.png | https://myschool.ng/storage/classroom/u5vptGxaBOSYmLsulFWrQBY2ufEQ5ZeNYZGneHCP.jpeg | https://myschool.ng/storage/classroom/MhFlz7p6dKDN4PRhfSW8aKBfNzM2LUgEOvNhPnnR.jpeg,The relief feature on the west of NITY which extends to the north-western corner of the map is a,gorge,plain,plateau,ridge,D,https://myschool.ng/classroom/geography/58065?exam_type=waec&exam_year=2019&type=obj&page=2
2019,2,9,map-reading,,,https://myschool.ng/storage/classroom/u5vptGxaBOSYmLsulFWrQBY2ufEQ5ZeNYZGneHCP.jpeg | https://myschool.ng/storage/classroom/ktcH4FKMxB837MkpSVppH9SqvYuHw8mWkeeAnqmj.jpeg | https://myschool.ng/storage/classroom/Wm9iYKLP53MRg7KeHJ2XiUBuQJRIDTDDVCFplMWh.jpeg | https://myschool.ng/storage/classroom/KK6BMiq2ClARqhbHiHBVQSaLyUCJ7ae01xD6BILy.jpeg | https://myschool.ng/storage/serve/r0Y7i84BLlLyRnwn1qtuojPBLxfW5NOMxmJiWDzQ.png | https://myschool.ng/storage/serve/9Dmy5U4sHxRuZ72pPfaVW4Pee0LWbVDhsWtUTDbQ.png | https://myschool.ng/storage/serve/2sZxMb28vwJzG3eHEisOH92oDGpbXxzs8807aHtk.png | https://myschool.ng/storage/classroom/MhFlz7p6dKDN4PRhfSW8aKBfNzM2LUgEOvNhPnnR.jpeg,In which settlement is mining practised in the mapped area?,NITY,Hop,Coura,Proga,C,https://myschool.ng/classroom/geography/58066?exam_type=waec&exam_year=2019&type=obj&page=2
2019,2,10,map-reading,,,https://myschool.ng/storage/classroom/MhFlz7p6dKDN4PRhfSW8aKBfNzM2LUgEOvNhPnnR.jpeg | https://myschool.ng/storage/classroom/ktcH4FKMxB837MkpSVppH9SqvYuHw8mWkeeAnqmj.jpeg | https://myschool.ng/storage/classroom/Wm9iYKLP53MRg7KeHJ2XiUBuQJRIDTDDVCFplMWh.jpeg | https://myschool.ng/storage/classroom/KK6BMiq2ClARqhbHiHBVQSaLyUCJ7ae01xD6BILy.jpeg | https://myschool.ng/storage/serve/r0Y7i84BLlLyRnwn1qtuojPBLxfW5NOMxmJiWDzQ.png | https://myschool.ng/storage/serve/9Dmy5U4sHxRuZ72pPfaVW4Pee0LWbVDhsWtUTDbQ.png | https://myschool.ng/storage/serve/2sZxMb28vwJzG3eHEisOH92oDGpbXxzs8807aHtk.png | https://myschool.ng/storage/classroom/u5vptGxaBOSYmLsulFWrQBY2ufEQ5ZeNYZGneHCP.jpeg,Where can civil conflicts be resolved in the District?,Proga,Coura,Hop,NITY,D,https://myschool.ng/classroom/geography/58068?exam_type=waec&exam_year=2019&type=obj&page=2
