Year,Page,Question_Number,Question_Type,Instruction,Diagram_Context,Image_URLs,Question,OptionA,OptionB,OptionC,OptionD,Answer,Detail_URL
2024,1,1,cell-biology,,,https://myschool.ng/storage/serve/sae069zVtFT0YYhNWSpVyDjL19w7YFr4HE7JOx1E.png | https://myschool.ng/storage/serve/bPQkdn3HjQoJibS2jBvlUfxZrF7dVBlO4PnfE6hs.png | https://myschool.ng/storage/serve/r0Y7i84BLlLyRnwn1qtuojPBLxfW5NOMxmJiWDzQ.png | https://myschool.ng/storage/classroom/PC5dBQBYRaSZwnc1MuVaO4ZUHFrKtGW5v9snwEOG.jpeg | https://myschool.ng/storage/classroom/d95I9rNYrebAFuz4MO8nHhTempwQ93sDMsBBzcDT.jpeg,Which of the following organisms contains Chlorophyll in its cells?,Caterpillar,Paramecium,Euglena,Grasshopper,C,https://myschool.ng/classroom/biology/71838?exam_type=waec&exam_year=2024&type=obj&page=1
2024,1,2,diagram-based,,,https://myschool.ng/storage/serve/sae069zVtFT0YYhNWSpVyDjL19w7YFr4HE7JOx1E.png | https://myschool.ng/storage/serve/bPQkdn3HjQoJibS2jBvlUfxZrF7dVBlO4PnfE6hs.png | https://myschool.ng/storage/serve/r0Y7i84BLlLyRnwn1qtuojPBLxfW5NOMxmJiWDzQ.png | https://myschool.ng/storage/classroom/PC5dBQBYRaSZwnc1MuVaO4ZUHFrKtGW5v9snwEOG.jpeg | https://myschool.ng/storage/classroom/d95I9rNYrebAFuz4MO8nHhTempwQ93sDMsBBzcDT.jpeg,Species are groups of organisms that,are of common origin but cannot interbreed freely,,have similar features and can interbreed freely,resemble each other and occupy different niches,C,https://myschool.ng/classroom/biology/71840?exam_type=waec&exam_year=2024&type=obj&page=1
2024,1,3,plant-biology,,,https://myschool.ng/storage/serve/sae069zVtFT0YYhNWSpVyDjL19w7YFr4HE7JOx1E.png | https://myschool.ng/storage/serve/bPQkdn3HjQoJibS2jBvlUfxZrF7dVBlO4PnfE6hs.png | https://myschool.ng/storage/serve/r0Y7i84BLlLyRnwn1qtuojPBLxfW5NOMxmJiWDzQ.png | https://myschool.ng/storage/classroom/PC5dBQBYRaSZwnc1MuVaO4ZUHFrKtGW5v9snwEOG.jpeg | https://myschool.ng/storage/classroom/d95I9rNYrebAFuz4MO8nHhTempwQ93sDMsBBzcDT.jpeg,"A plant with short, vertical underground stem is a",bulb,corm,rhizome,tuber,B,https://myschool.ng/classroom/biology/71863?exam_type=waec&exam_year=2024&type=obj&page=1
2024,1,4,human-biology,,,https://myschool.ng/storage/classroom/PC5dBQBYRaSZwnc1MuVaO4ZUHFrKtGW5v9snwEOG.jpeg | https://myschool.ng/storage/serve/sae069zVtFT0YYhNWSpVyDjL19w7YFr4HE7JOx1E.png | https://myschool.ng/storage/serve/bPQkdn3HjQoJibS2jBvlUfxZrF7dVBlO4PnfE6hs.png | https://myschool.ng/storage/serve/r0Y7i84BLlLyRnwn1qtuojPBLxfW5NOMxmJiWDzQ.png | https://myschool.ng/storage/classroom/d95I9rNYrebAFuz4MO8nHhTempwQ93sDMsBBzcDT.jpeg,The diagram above is an illustration of a reproductive process in an organism. Study it and answer ques tions 4 and 5. The type of reproduction illustrated is,budding,binary fission,grafting,vegetative propagation,B,https://myschool.ng/classroom/biology/71865?exam_type=waec&exam_year=2024&type=obj&page=1
2024,1,5,diagram-based,,,https://myschool.ng/storage/classroom/d95I9rNYrebAFuz4MO8nHhTempwQ93sDMsBBzcDT.jpeg | https://myschool.ng/storage/serve/sae069zVtFT0YYhNWSpVyDjL19w7YFr4HE7JOx1E.png | https://myschool.ng/storage/serve/bPQkdn3HjQoJibS2jBvlUfxZrF7dVBlO4PnfE6hs.png | https://myschool.ng/storage/serve/r0Y7i84BLlLyRnwn1qtuojPBLxfW5NOMxmJiWDzQ.png | https://myschool.ng/storage/classroom/PC5dBQBYRaSZwnc1MuVaO4ZUHFrKtGW5v9snwEOG.jpeg,The illustrated organism is capable of reproducing by,sexual means only,asexual means only,vegetative propagation only,sexual and asexual means,D,https://myschool.ng/classroom/biology/71867?exam_type=waec&exam_year=2024&type=obj&page=1
2024,2,6,cell-biology,,,https://myschool.ng/storage/serve/r0Y7i84BLlLyRnwn1qtuojPBLxfW5NOMxmJiWDzQ.png | https://myschool.ng/storage/serve/2sZxMb28vwJzG3eHEisOH92oDGpbXxzs8807aHtk.png | https://myschool.ng/storage/serve/gY5ybf8PuaQgRsrpNJIQYWgHjqCDvOCzpBatR4LA.png,Which of the following organisms consists of unicellular cells joined to form a filament?,Amoeba,Spirogyra,Euglena,Chlamydomonas,B,https://myschool.ng/classroom/biology/71869?exam_type=waec&exam_year=2024&type=obj&page=2
2024,2,7,cell-biology,,,https://myschool.ng/storage/serve/r0Y7i84BLlLyRnwn1qtuojPBLxfW5NOMxmJiWDzQ.png | https://myschool.ng/storage/serve/2sZxMb28vwJzG3eHEisOH92oDGpbXxzs8807aHtk.png | https://myschool.ng/storage/serve/gY5ybf8PuaQgRsrpNJIQYWgHjqCDvOCzpBatR4LA.png,The structure in the cell that controls the movement of substances in and out of the cell is the,cytoplasmic membrane,nuclear membrane,protoplasm,endoplasm,A,https://myschool.ng/classroom/biology/71871?exam_type=waec&exam_year=2024&type=obj&page=2
2024,2,8,cell-biology,,,https://myschool.ng/storage/serve/r0Y7i84BLlLyRnwn1qtuojPBLxfW5NOMxmJiWDzQ.png | https://myschool.ng/storage/serve/2sZxMb28vwJzG3eHEisOH92oDGpbXxzs8807aHtk.png | https://myschool.ng/storage/serve/gY5ybf8PuaQgRsrpNJIQYWgHjqCDvOCzpBatR4LA.png,The bursting of a red blood cell placed in a hypotonic solution is called,crenation,haemolysis,plasmolysis,cytolysis,B,https://myschool.ng/classroom/biology/71873?exam_type=waec&exam_year=2024&type=obj&page=2
2024,2,9,plant-biology,,,https://myschool.ng/storage/serve/r0Y7i84BLlLyRnwn1qtuojPBLxfW5NOMxmJiWDzQ.png | https://myschool.ng/storage/serve/2sZxMb28vwJzG3eHEisOH92oDGpbXxzs8807aHtk.png | https://myschool.ng/storage/serve/gY5ybf8PuaQgRsrpNJIQYWgHjqCDvOCzpBatR4LA.png,The function of the root hair in plants is to,absorb soil water by the process of osmosis.,excrete water and mineral salts by simple diffusion.,purify the soil for the plant.,translocate manufactured food.,A,https://myschool.ng/classroom/biology/71876?exam_type=waec&exam_year=2024&type=obj&page=2
2024,2,10,plant-biology,,,https://myschool.ng/storage/serve/r0Y7i84BLlLyRnwn1qtuojPBLxfW5NOMxmJiWDzQ.png | https://myschool.ng/storage/serve/2sZxMb28vwJzG3eHEisOH92oDGpbXxzs8807aHtk.png | https://myschool.ng/storage/serve/gY5ybf8PuaQgRsrpNJIQYWgHjqCDvOCzpBatR4LA.png,"If a germinating seed is attached horizontally to a revolving klinostat, what would be the effect on the seedling after three days? The",plumule will curve vertically upward while the radicle will not show any curvature,radicle will curve towards the ground while the plumule will not show any curvature.,plumule and radicle will not show any curvature.,plumule will curve vertically upwards while the radicle will curve towards the ground,C,https://myschool.ng/classroom/biology/71878?exam_type=waec&exam_year=2024&type=obj&page=2
