Year,Page,Question_Number,Question_Type,Instruction,Comprehension_Passage,Image_URLs,Question,OptionA,OptionB,OptionC,OptionD,Answer,Detail_URL
2017,1,1,objective,,,,Which of the following personalities presided over the Jewish trial of Jesus?,Caiaphas,Herod,Gamaliel,Pilate,D,https://myschool.ng/classroom/christian-religious-knowledge-crk/46919?exam_type=waec&exam_year=2017&type=obj&page=1
2017,1,2,objective,,,,The miraculous crossing of the Red Sea by the Israelites shows __________,God's guidance and protection over His people,the ill-equipped army of Pharaoh,God's fulfilment of His promises to destroy the Egyptians.,Moses as a reliable leader,A,https://myschool.ng/classroom/christian-religious-knowledge-crk/46920?exam_type=waec&exam_year=2017&type=obj&page=1
2017,1,3,objective,,,,Which Persian King allowed the Jews to go back to rebuild the temple?,Nebuchadnezzar,Cyrus,Darius,Artaxerxes,B,https://myschool.ng/classroom/christian-religious-knowledge-crk/46921?exam_type=waec&exam_year=2017&type=obj&page=1
2017,1,4,objective,,,,"In the temptation of Jesus, only Mark reported that Jesus was_____",angry with the devil,hungry and tired,with the wild beast,victorious over the devil,C,https://myschool.ng/classroom/christian-religious-knowledge-crk/46922?exam_type=waec&exam_year=2017&type=obj&page=1
2017,1,5,objective,,,,"In the battle against Sisera, Deborah's co-operation with Barak was based on her",belief in Barak's power,absolute belief and trust in God,reliance on a large army,power as a prophetess,B,https://myschool.ng/classroom/christian-religious-knowledge-crk/46923?exam_type=waec&exam_year=2017&type=obj&page=1
2017,2,6,objective,,,,"The call of Matthew, the tax collector to be one of Jesus' apostles implied that",tax collectors were sinless,Christ came to call sinners,Matthew was willing to repent,all tax collectors had repented,B,https://myschool.ng/classroom/christian-religious-knowledge-crk/46924?exam_type=waec&exam_year=2017&type=obj&page=2
2017,2,7,objective,,,,David's respect and humility for the Lord's anointed was depicted in _________,his refusal to kill Saul,returning Saul's spear and jar.,giving Saul a decent burial,the way Abner was humiliated,A,https://myschool.ng/classroom/christian-religious-knowledge-crk/46925?exam_type=waec&exam_year=2017&type=obj&page=2
2017,2,8,objective,,,,The period of the judges was characterized by ________,"obedience, blessings and success.","wars, famine and plagues","sojourns, discoveries and settlements","disobedience, punishment and deliverance",A,https://myschool.ng/classroom/christian-religious-knowledge-crk/46926?exam_type=waec&exam_year=2017&type=obj&page=2
2017,2,9,objective,,,,The consequence of Solomon's apostasy was ______,the division of the Kingdom of Israel,Rehoboam's inability to sustain and maintain the Kingdom of Israel,the conspiracy against him by Jeroboam,the sudden death of his wives and concubines.,A,https://myschool.ng/classroom/christian-religious-knowledge-crk/46927?exam_type=waec&exam_year=2017&type=obj&page=2
2017,2,10,objective,,,,Samuel's disagreement with Saul was caused mainly by _______?,hatred,disobedience,intolerance,arrogance,B,https://myschool.ng/classroom/christian-religious-knowledge-crk/46928?exam_type=waec&exam_year=2017&type=obj&page=2
