Year,Page,Question_Number,Question_Type,Instruction,Diagram_Context,Image_URLs,Question,OptionA,OptionB,OptionC,OptionD,Answer,Detail_URL
2015,1,1,diagram-based,,,https://myschool.ng/storage/serve/gY5ybf8PuaQgRsrpNJIQYWgHjqCDvOCzpBatR4LA.png | https://myschool.ng/storage/serve/r0Y7i84BLlLyRnwn1qtuojPBLxfW5NOMxmJiWDzQ.png | https://myschool.ng/storage/serve/9Dmy5U4sHxRuZ72pPfaVW4Pee0LWbVDhsWtUTDbQ.png,The negatively charged particle in an atom is the,Electron,Neutron,Positron,Proton,A,https://myschool.ng/classroom/chemistry/45736?exam_type=waec&exam_year=2015&type=obj&page=1
2015,1,2,diagram-based,,,https://myschool.ng/storage/serve/gY5ybf8PuaQgRsrpNJIQYWgHjqCDvOCzpBatR4LA.png | https://myschool.ng/storage/serve/r0Y7i84BLlLyRnwn1qtuojPBLxfW5NOMxmJiWDzQ.png | https://myschool.ng/storage/serve/9Dmy5U4sHxRuZ72pPfaVW4Pee0LWbVDhsWtUTDbQ.png,How many orbits are contained in an atom with atomic number 13?,7,6,5,3,D,https://myschool.ng/classroom/chemistry/45737?exam_type=waec&exam_year=2015&type=obj&page=1
2015,1,3,diagram-based,,,https://myschool.ng/storage/serve/gY5ybf8PuaQgRsrpNJIQYWgHjqCDvOCzpBatR4LA.png | https://myschool.ng/storage/serve/r0Y7i84BLlLyRnwn1qtuojPBLxfW5NOMxmJiWDzQ.png | https://myschool.ng/storage/serve/9Dmy5U4sHxRuZ72pPfaVW4Pee0LWbVDhsWtUTDbQ.png,The Van der waals' forces are dominant intermolecular forces in_______?,Ammonium chloride,Chlorine,Sodium chloride,Water,B,https://myschool.ng/classroom/chemistry/45738?exam_type=waec&exam_year=2015&type=obj&page=1
2015,1,4,diagram-based,,,https://myschool.ng/storage/serve/gY5ybf8PuaQgRsrpNJIQYWgHjqCDvOCzpBatR4LA.png | https://myschool.ng/storage/serve/r0Y7i84BLlLyRnwn1qtuojPBLxfW5NOMxmJiWDzQ.png | https://myschool.ng/storage/serve/9Dmy5U4sHxRuZ72pPfaVW4Pee0LWbVDhsWtUTDbQ.png,The compound formed between 14 X and 16 Y is _______?,XY,XY2,X2Y,X4Y6,B,https://myschool.ng/classroom/chemistry/45739?exam_type=waec&exam_year=2015&type=obj&page=1
2015,1,5,diagram-based,,,https://myschool.ng/storage/serve/gY5ybf8PuaQgRsrpNJIQYWgHjqCDvOCzpBatR4LA.png | https://myschool.ng/storage/serve/r0Y7i84BLlLyRnwn1qtuojPBLxfW5NOMxmJiWDzQ.png | https://myschool.ng/storage/serve/9Dmy5U4sHxRuZ72pPfaVW4Pee0LWbVDhsWtUTDbQ.png,The shape of a molecule of water is _______?,Non-linear,Octahedral,Pyramidal,Tetrahedral,A,https://myschool.ng/classroom/chemistry/45740?exam_type=waec&exam_year=2015&type=obj&page=1
2015,2,6,diagram-based,,,https://myschool.ng/storage/serve/gY5ybf8PuaQgRsrpNJIQYWgHjqCDvOCzpBatR4LA.png | https://myschool.ng/storage/serve/9Dmy5U4sHxRuZ72pPfaVW4Pee0LWbVDhsWtUTDbQ.png | https://myschool.ng/storage/serve/r0Y7i84BLlLyRnwn1qtuojPBLxfW5NOMxmJiWDzQ.png,A metallic ion Z\(^{2+}\) with an inert gas structure contains 18 electrons. How many protons are contained in this ion?,20,18,16,2,A,https://myschool.ng/classroom/chemistry/45742?exam_type=waec&exam_year=2015&type=obj&page=2
2015,2,7,diagram-based,,,https://myschool.ng/storage/serve/gY5ybf8PuaQgRsrpNJIQYWgHjqCDvOCzpBatR4LA.png | https://myschool.ng/storage/serve/9Dmy5U4sHxRuZ72pPfaVW4Pee0LWbVDhsWtUTDbQ.png | https://myschool.ng/storage/serve/r0Y7i84BLlLyRnwn1qtuojPBLxfW5NOMxmJiWDzQ.png,Which of the following pairs of elements forms amphoteric oxides?,Be and Mg,Na and K,B and Al,Si and Pb,D,https://myschool.ng/classroom/chemistry/45743?exam_type=waec&exam_year=2015&type=obj&page=2
2015,2,8,diagram-based,,,https://myschool.ng/storage/serve/gY5ybf8PuaQgRsrpNJIQYWgHjqCDvOCzpBatR4LA.png | https://myschool.ng/storage/serve/9Dmy5U4sHxRuZ72pPfaVW4Pee0LWbVDhsWtUTDbQ.png | https://myschool.ng/storage/serve/r0Y7i84BLlLyRnwn1qtuojPBLxfW5NOMxmJiWDzQ.png,Which of the following pairs of compounds belongs to the same homologous series?,C3H8and C3H6,C4H10and C5H10,C2H4and C4H10,C2H6and C4H10,D,https://myschool.ng/classroom/chemistry/45744?exam_type=waec&exam_year=2015&type=obj&page=2
2015,2,9,diagram-based,,,https://myschool.ng/storage/serve/gY5ybf8PuaQgRsrpNJIQYWgHjqCDvOCzpBatR4LA.png | https://myschool.ng/storage/serve/9Dmy5U4sHxRuZ72pPfaVW4Pee0LWbVDhsWtUTDbQ.png | https://myschool.ng/storage/serve/r0Y7i84BLlLyRnwn1qtuojPBLxfW5NOMxmJiWDzQ.png,The following transition metal ions would be coloured in aqueous solution except________?,Cr3+,Fe3+,Mn3+,Sc3+,D,https://myschool.ng/classroom/chemistry/45745?exam_type=waec&exam_year=2015&type=obj&page=2
2015,2,10,diagram-based,,,https://myschool.ng/storage/serve/gY5ybf8PuaQgRsrpNJIQYWgHjqCDvOCzpBatR4LA.png | https://myschool.ng/storage/serve/9Dmy5U4sHxRuZ72pPfaVW4Pee0LWbVDhsWtUTDbQ.png | https://myschool.ng/storage/serve/r0Y7i84BLlLyRnwn1qtuojPBLxfW5NOMxmJiWDzQ.png,The gas given off when ethanol reacts with sodium is,Carbon(IV)oxide,Hydrogen,Methane,Oxygen,B,https://myschool.ng/classroom/chemistry/45746?exam_type=waec&exam_year=2015&type=obj&page=2
