Year,Page,Question_Number,Question_Type,Instruction,Diagram_Context,Image_URLs,Question,OptionA,OptionB,OptionC,OptionD,Answer,Detail_URL
2022,1,1,microeconomics,,,,The sufficient condition for a firm to be in equilibrium is that the,marginal revenue curve is above the average revenue curve,marginal cost curve cuts the marginal revenue curve from below,firm must show that it is profitable,marginal cost must be equal to average revenue,B,https://myschool.ng/classroom/economics/65984?exam_type=waec&exam_year=2022&type=obj&page=1
2022,1,2,microeconomics,,,,A minimum price legislation is also called,price ceiling,price mechanism,price control,price floor,D,https://myschool.ng/classroom/economics/65986?exam_type=waec&exam_year=2022&type=obj&page=1
2022,1,3,microeconomics,,,,Which of the following factors is not a cause of change in demand? Changes in,the size of the population,price of the commodity,income distribution,taste and fashion,B,https://myschool.ng/classroom/economics/65988?exam_type=waec&exam_year=2022&type=obj&page=1
2022,1,4,general,,,,Cooperative societies are formed mainly to,break the monopolies of private companies,encourage thrift and credit among members,assist producers to maximize their profits,promote and maintain the welfare of members,D,https://myschool.ng/classroom/economics/65991?exam_type=waec&exam_year=2022&type=obj&page=1
2022,1,5,microeconomics,,,,"If the quantity demanded of a commodity increases from 20 units to 30 units when there is an increase in price from $4.00 to $5.00, the elasticity of demand is",2.00,0.50,0.65,2.50,A,https://myschool.ng/classroom/economics/65993?exam_type=waec&exam_year=2022&type=obj&page=1
2022,2,6,calculation,,,,"The use of the bank rate, cash ratio and open market operations constitute",monetary policy,export policy,fiscal policy,import policy,A,https://myschool.ng/classroom/economics/65996?exam_type=waec&exam_year=2022&type=obj&page=2
2022,2,7,general,,,,Scale of preference shows,opportunity cost of goods consumed,incomes of consumers in order of size,utilities enjoyed by consumers,consumer's wants in order of priority,D,https://myschool.ng/classroom/economics/65998?exam_type=waec&exam_year=2022&type=obj&page=2
2022,2,8,macroeconomics,,,,Gross National Product (GNP) less the provision for the wear and tear of assets is the,net factor income,net indirect taxes,net national product,net present value,C,https://myschool.ng/classroom/economics/66000?exam_type=waec&exam_year=2022&type=obj&page=2
2022,2,9,general,,,,Which of the following factors is not a cause of diminishing returns?,Increase in variable inputs,constant technology,Land fragmentation,Technological innovations,D,https://myschool.ng/classroom/economics/66002?exam_type=waec&exam_year=2022&type=obj&page=2
2022,2,10,microeconomics,,,,"In perfectly elastic supply, the supply curve",is vertical,is horizontal,slopes downward,slopes upward,B,https://myschool.ng/classroom/economics/66004?exam_type=waec&exam_year=2022&type=obj&page=2
2022,3,11,macroeconomics,,,,An example of transfer payments in national income accounting is,money transferred to another country,transfer of funds from one bank to another,unemployment allowance paid to the citizens,the amount paid to a worker on transfer,C,https://myschool.ng/classroom/economics/66005?exam_type=waec&exam_year=2022&type=obj&page=3
2022,3,12,general,,,,Which of the following industries will add more value to primary products?,Construction industry,Processing industry,Mining industry,Service industry,C,https://myschool.ng/classroom/economics/66007?exam_type=waec&exam_year=2022&type=obj&page=3
2022,3,13,microeconomics,,,,A consumer of a single commodity is in equilibrium when,his marginal utility is equal to zero,he can equate his demand with price,he equates marginal utility and price,he can equate his marginal and total utilities,C,https://myschool.ng/classroom/economics/66011?exam_type=waec&exam_year=2022&type=obj&page=3
2022,3,14,international-trade,,,,Foreign investment and long term securities in the balance of payment accounts are recorded as,current account transaction,capital account transaction,balance of trade account transaction,invisible balance account transaction,B,https://myschool.ng/classroom/economics/66013?exam_type=waec&exam_year=2022&type=obj&page=3
2022,3,15,calculation,,,,A benefit that is present in all forms of economic integration is that,common agricultural policy is in place,the size of the market is widened,factors of production are free to move and be moved,common currency is in use,C,https://myschool.ng/classroom/economics/66018?exam_type=waec&exam_year=2022&type=obj&page=3
2022,4,16,general,,,,The production of rice and yam on the same farmland is an example of,joint supply,composite supply,competitive supply,market supply,A,https://myschool.ng/classroom/economics/66035?exam_type=waec&exam_year=2022&type=obj&page=4
2022,4,17,microeconomics,,,,If the government imposes a minimum price on a commodity,market surplus occurs,the market will be cleared in the short-run,excess demand occurs,government regulation is no longer needed,A,https://myschool.ng/classroom/economics/66036?exam_type=waec&exam_year=2022&type=obj&page=4
2022,4,18,general,,,,"In manufacturing, division of labour may be hindered by",excessive demand for the product,low level of technology,excess supply of labour,increase in the export of goods,B,https://myschool.ng/classroom/economics/66039?exam_type=waec&exam_year=2022&type=obj&page=4
2022,4,19,microeconomics,,,,The production cost that varies inversely with output is the,total fixed cost,marginal cost,average fixed cost,average cost,D,https://myschool.ng/classroom/economics/66040?exam_type=waec&exam_year=2022&type=obj&page=4
2022,4,20,microeconomics,,,,A firm that closes down will still incur,variable cost,fixed cost,total cost,marginal cost,B,https://myschool.ng/classroom/economics/66043?exam_type=waec&exam_year=2022&type=obj&page=4
2022,5,21,general,,,,A disadvantage of a jont-stock company is,unlimited liability,limited liability,lack of continuity when a shareholder dies,limited control in management by shareholders,D,https://myschool.ng/classroom/economics/66051?exam_type=waec&exam_year=2022&type=obj&page=5
2022,5,22,general,,,,The middlemen is responsible for,providing research facilities,purchasing raw materials,designing the product,breaking the bulk,D,https://myschool.ng/classroom/economics/66053?exam_type=waec&exam_year=2022&type=obj&page=5
2022,5,23,general,,,,A major function of the retailer is to,grant credit to the wholesaler,break bulk and sell products in small units,reduce cost of distribution,generate demand for products through advertisement,B,https://myschool.ng/classroom/economics/66056?exam_type=waec&exam_year=2022&type=obj&page=5
2022,5,24,general,,,,A positive effect of a rapid population increase is,an excessive budget deficit,a reduction in standard of living,a wider market for goods and services,a higher dependency ratio,C,https://myschool.ng/classroom/economics/66074?exam_type=waec&exam_year=2022&type=obj&page=5
2022,5,25,general,,,,Which of the following factors may not affect the efficiency of labour?,Education and training,Provision of welfare service,Race and colour of workforce,Quality of other factor inputs,C,https://myschool.ng/classroom/economics/66076?exam_type=waec&exam_year=2022&type=obj&page=5
2022,6,26,macroeconomics,,,,The type of unemployment found among workers who leave their jobs in search of other jobs is termed,seasonal unemployment,structural unemployment,frictional unemployment,cyclical unemployment,C,https://myschool.ng/classroom/economics/66078?exam_type=waec&exam_year=2022&type=obj&page=6
2022,6,27,microeconomics,,,,The main objective of marketing boards is to,accumulate revenue for government,educate farmers on pricing of cash crops,stabilize the incomes of cash crop farmers,provide warehousing facilities,C,https://myschool.ng/classroom/economics/66081?exam_type=waec&exam_year=2022&type=obj&page=6
2022,6,28,microeconomics,,,,The use of mass advertising media enable a firm to enjoy,managerial economies,financial economies,marketing economies,welfare economies,C,https://myschool.ng/classroom/economics/66083?exam_type=waec&exam_year=2022&type=obj&page=6
2022,6,29,macroeconomics,,,,Increasing national income without effective control of population size in a country can lead to,higher per capita income,increase in poverty,increased outflow of aid,underutilization of resources,D,https://myschool.ng/classroom/economics/66088?exam_type=waec&exam_year=2022&type=obj&page=6
2022,6,30,general,,,,An example of commodity money is,currency note,mobile money,cheques,silver,D,https://myschool.ng/classroom/economics/66090?exam_type=waec&exam_year=2022&type=obj&page=6
2022,7,31,macroeconomics,,,,"If inflation is anticipated, people may",save more money,spend more money,give out more loans,spend less money,B,https://myschool.ng/classroom/economics/66094?exam_type=waec&exam_year=2022&type=obj&page=7
2022,7,32,macroeconomics,,,,If the Central Bank increases its bank rate,many banks will shut down their operations,customers will borrow more from banks,the supply of money may be reduced,interest charges by banks will fall,C,https://myschool.ng/classroom/economics/66096?exam_type=waec&exam_year=2022&type=obj&page=7
2022,7,33,general,,,,Commercial banks are different from development banks in that the latter,lend on short-term basis,pay interest on current accounts only,are mostly joint-stock companies,do not deal in foreign currencies,D,https://myschool.ng/classroom/economics/66099?exam_type=waec&exam_year=2022&type=obj&page=7
2022,7,34,public-finance,,,,Fiscal policy measures imply a change in,only taxation to control aggregate demand,bank rate to infulence lending,only government expenditure to regulate an economy,government revenue and expenditure to regulate an economy,D,https://myschool.ng/classroom/economics/66102?exam_type=waec&exam_year=2022&type=obj&page=7
2022,7,35,public-finance,,,,"If demand is perfectly inelastic, a tax imposed",is borne only by the producer,is borne only by the consumer,will have greater impact on the seller,will have no impact on the buyer,B,https://myschool.ng/classroom/economics/66105?exam_type=waec&exam_year=2022&type=obj&page=7
2022,8,36,general,,,,Development planning focuses mainly on,allocation of resources by the entrepreneurs,mapping out strategies by the government,developing some areas of the country by the government,deciding on which types of homes to build,B,https://myschool.ng/classroom/economics/66107?exam_type=waec&exam_year=2022&type=obj&page=8
2022,8,37,macroeconomics,,,,Political instability hinders economic growth because it,scares many people from politics,prevent politicians from playing effective politics,discourage entrepreneurs generally,encourages urban-rural migration,C,https://myschool.ng/classroom/economics/66111?exam_type=waec&exam_year=2022&type=obj&page=8
2022,8,38,international-trade,,,,Foreign investment and long term securities in the balance of payment accounts are recorded as,current account transaction,capital account transaction,balance of trade account transaction,invisible balance account transaction,B,https://myschool.ng/classroom/economics/66113?exam_type=waec&exam_year=2022&type=obj&page=8
2022,8,39,general,,,,An argument for the use of commercial policy rest on the need to,make imported goods affordable,reduce domestic unemployment,encourage the importation of non-essential goods,make a country enjoy absolute advantage in production of all goods,D,https://myschool.ng/classroom/economics/66116?exam_type=waec&exam_year=2022&type=obj&page=8
2022,8,40,international-trade,,,,Which of the following measures can lead to an increase in exports?,Increase in export duties,Increase in excise duties,Depreciation of currency,Total ban on imports,C,https://myschool.ng/classroom/economics/66119?exam_type=waec&exam_year=2022&type=obj&page=8
2022,9,41,international-trade,,,,"Given that a country's index of export price is 180 and that of import is 200, the terms of trade is",0.09,2.00,90.00,380.00,C,https://myschool.ng/classroom/economics/66121?exam_type=waec&exam_year=2022&type=obj&page=9
2022,9,42,calculation,,,,A benefit that is present in all forms of economic integration is that,factors of production are free to move and be moved,common currency is in use,common agricultural policy is in place,the size of the market is widened,A,https://myschool.ng/classroom/economics/66124?exam_type=waec&exam_year=2022&type=obj&page=9
2022,9,43,general,,,,The main function of the African Development Bank (AFDB) is to,promote free trade and development among members,provide loans to finance balance of payment problems,provide loans to members to finance viable projects,help members overcome their internal problems,C,https://myschool.ng/classroom/economics/66127?exam_type=waec&exam_year=2022&type=obj&page=9
2022,9,44,microeconomics,,,,"If petrol is no longer needed to produce energy, then demand for crude oil",will increase,will remain constant,may be limited to chemical industries,will make producing countries richer,C,https://myschool.ng/classroom/economics/66128?exam_type=waec&exam_year=2022&type=obj&page=9
2022,9,45,macroeconomics,,,,There is unemployment of resources when production is,within the production possibility curve,outside the production possibility curve,along the production possibility curve,adequate to meet market demand,A,https://myschool.ng/classroom/economics/66135?exam_type=waec&exam_year=2022&type=obj&page=9
2022,10,46,general,,,,A major characteristic of natural resources is that they,are unlimited in supply,have high cost of production,are free gifts of nature,do not command any price,C,https://myschool.ng/classroom/economics/66140?exam_type=waec&exam_year=2022&type=obj&page=10
2022,10,47,general,,,,A major disadvantage of a capitalist economy is that it,leads to low production of goods and services,requires large number of officials to operate,considers individual consumers' satisfaction,worsens income inequality among the citizens,D,https://myschool.ng/classroom/economics/66144?exam_type=waec&exam_year=2022&type=obj&page=10
2022,10,48,calculation,,,,"The mining sector of an economy contributes 60% to the Gross Domestic Product(GDP). If the GDP is $540, what is the contribution of the mining sector?",$ 90.00,$ 180.00,$ 324.00,$ 350.00,C,https://myschool.ng/classroom/economics/66149?exam_type=waec&exam_year=2022&type=obj&page=10
2022,10,49,microeconomics,,,,The increase in the demand for a commodity may lead to a decrease in the demand for another if both are,in complementary demand,of the same quality,in composite demand,in competitive demand,D,https://myschool.ng/classroom/economics/66154?exam_type=waec&exam_year=2022&type=obj&page=10
2022,10,50,microeconomics,,,,The demand curve for goods of ostentation is usually,negatively sloped,positively sloped,vertical,horizontal,B,https://myschool.ng/classroom/economics/66157?exam_type=waec&exam_year=2022&type=obj&page=10
2022,11,51,microeconomics,,,,The supply curve of a locally-produced good may shift to the right if,there is an increase in taxes on inputs,government increases subsidies,rural-urban migration is encouraged,the price of the commodity increases,D,https://myschool.ng/classroom/economics/66162?exam_type=waec&exam_year=2022&type=obj&page=11
2022,11,52,microeconomics,,,,An increase in the price of commodity X led to a fall in the supply of commodity Y. Commodities X and Y are,competitive goods,composite goods,jointly supplied,derived goods,A,https://myschool.ng/classroom/economics/66167?exam_type=waec&exam_year=2022&type=obj&page=11
