Year,Page,Question_Number,Question_Type,Instruction,Diagram_Context,Image_URLs,Question,OptionA,OptionB,OptionC,OptionD,Answer,Detail_URL
2015,1,1,diagram-based,,,https://myschool.ng/storage/serve/r0Y7i84BLlLyRnwn1qtuojPBLxfW5NOMxmJiWDzQ.png | https://myschool.ng/storage/serve/sae069zVtFT0YYhNWSpVyDjL19w7YFr4HE7JOx1E.png | https://myschool.ng/storage/serve/9Dmy5U4sHxRuZ72pPfaVW4Pee0LWbVDhsWtUTDbQ.png,Which of the following organisms is not a protozoan?,Amoeba,Ascaris,Plasmodium,Paramecium,B,https://myschool.ng/classroom/biology/45341?exam_type=waec&exam_year=2015&type=obj&page=1
2015,1,2,cell-biology,,,https://myschool.ng/storage/serve/r0Y7i84BLlLyRnwn1qtuojPBLxfW5NOMxmJiWDzQ.png | https://myschool.ng/storage/serve/sae069zVtFT0YYhNWSpVyDjL19w7YFr4HE7JOx1E.png | https://myschool.ng/storage/serve/9Dmy5U4sHxRuZ72pPfaVW4Pee0LWbVDhsWtUTDbQ.png,The structure of the cell membrane is a,double layer and a double protein layer,middle bi-layer of protein with a lipid layer on either surface,middle bi-layer of lipid with a protein layer on either surface,protein layer with two inner lipid layers,C,https://myschool.ng/classroom/biology/45342?exam_type=waec&exam_year=2015&type=obj&page=1
2015,1,3,cell-biology,,,https://myschool.ng/storage/serve/r0Y7i84BLlLyRnwn1qtuojPBLxfW5NOMxmJiWDzQ.png | https://myschool.ng/storage/serve/sae069zVtFT0YYhNWSpVyDjL19w7YFr4HE7JOx1E.png | https://myschool.ng/storage/serve/9Dmy5U4sHxRuZ72pPfaVW4Pee0LWbVDhsWtUTDbQ.png,Which of the following cells is a specialized cell?,Amoeba,Plasmodium,Guard cell,Meristematic cell,C,https://myschool.ng/classroom/biology/45343?exam_type=waec&exam_year=2015&type=obj&page=1
2015,1,4,cell-biology,,,https://myschool.ng/storage/serve/r0Y7i84BLlLyRnwn1qtuojPBLxfW5NOMxmJiWDzQ.png | https://myschool.ng/storage/serve/sae069zVtFT0YYhNWSpVyDjL19w7YFr4HE7JOx1E.png | https://myschool.ng/storage/serve/9Dmy5U4sHxRuZ72pPfaVW4Pee0LWbVDhsWtUTDbQ.png,"When a Spirogyra filament is placed in a concentrated salt solution for 30 minutes, the cell would become",plasmolysed,turgid,shortened,elongated,A,https://myschool.ng/classroom/biology/45344?exam_type=waec&exam_year=2015&type=obj&page=1
2015,1,5,human-biology,,,https://myschool.ng/storage/serve/r0Y7i84BLlLyRnwn1qtuojPBLxfW5NOMxmJiWDzQ.png | https://myschool.ng/storage/serve/sae069zVtFT0YYhNWSpVyDjL19w7YFr4HE7JOx1E.png | https://myschool.ng/storage/serve/9Dmy5U4sHxRuZ72pPfaVW4Pee0LWbVDhsWtUTDbQ.png,Water and salts are both lost from the human body in,breath and sweat,breath and Urine,"breath, urine and sweat",sweat and urine,D,https://myschool.ng/classroom/biology/45345?exam_type=waec&exam_year=2015&type=obj&page=1
2015,2,6,plant-biology,,,https://myschool.ng/storage/serve/gY5ybf8PuaQgRsrpNJIQYWgHjqCDvOCzpBatR4LA.png | https://myschool.ng/storage/serve/2sZxMb28vwJzG3eHEisOH92oDGpbXxzs8807aHtk.png | https://myschool.ng/storage/serve/r0Y7i84BLlLyRnwn1qtuojPBLxfW5NOMxmJiWDzQ.png,Which of the following features could be used to determine the growth of a seedling?,Number of flowers,Number of leaves,Length of flowers,Length of radicle,D,https://myschool.ng/classroom/biology/45387?exam_type=waec&exam_year=2015&type=obj&page=2
2015,2,7,plant-biology,,,https://myschool.ng/storage/serve/gY5ybf8PuaQgRsrpNJIQYWgHjqCDvOCzpBatR4LA.png | https://myschool.ng/storage/serve/2sZxMb28vwJzG3eHEisOH92oDGpbXxzs8807aHtk.png | https://myschool.ng/storage/serve/r0Y7i84BLlLyRnwn1qtuojPBLxfW5NOMxmJiWDzQ.png,A plant that commonly undergoes vegetative propagation by means of leaves is,Hibiscus,Bryophylum,Crotalaria,Spirogyra,B,https://myschool.ng/classroom/biology/45388?exam_type=waec&exam_year=2015&type=obj&page=2
2015,2,8,human-biology,,,https://myschool.ng/storage/serve/gY5ybf8PuaQgRsrpNJIQYWgHjqCDvOCzpBatR4LA.png | https://myschool.ng/storage/serve/2sZxMb28vwJzG3eHEisOH92oDGpbXxzs8807aHtk.png | https://myschool.ng/storage/serve/r0Y7i84BLlLyRnwn1qtuojPBLxfW5NOMxmJiWDzQ.png,Blood pressure is higher in the arteries as a result of,stress,contraction and relaxation,blockage in the arteries,presence of valves,B,https://myschool.ng/classroom/biology/45389?exam_type=waec&exam_year=2015&type=obj&page=2
2015,2,9,plant-biology,,,https://myschool.ng/storage/serve/gY5ybf8PuaQgRsrpNJIQYWgHjqCDvOCzpBatR4LA.png | https://myschool.ng/storage/serve/2sZxMb28vwJzG3eHEisOH92oDGpbXxzs8807aHtk.png | https://myschool.ng/storage/serve/r0Y7i84BLlLyRnwn1qtuojPBLxfW5NOMxmJiWDzQ.png,A farmer who wants to keep seeds for three years before planting and wants to prevent them from sprouting uses,auxin,gibberellins,abscisin,cytokinins,C,https://myschool.ng/classroom/biology/45390?exam_type=waec&exam_year=2015&type=obj&page=2
2015,2,10,diagram-based,,,https://myschool.ng/storage/serve/gY5ybf8PuaQgRsrpNJIQYWgHjqCDvOCzpBatR4LA.png | https://myschool.ng/storage/serve/2sZxMb28vwJzG3eHEisOH92oDGpbXxzs8807aHtk.png | https://myschool.ng/storage/serve/r0Y7i84BLlLyRnwn1qtuojPBLxfW5NOMxmJiWDzQ.png,A person had an accident that affected the skull but not the nose and later lost the sense of smell. The accident must have a affected the,nose by extension,olfactory lobes of the brain,passage from the nose to the brain,part of the skull near the nose,B,https://myschool.ng/classroom/biology/45391?exam_type=waec&exam_year=2015&type=obj&page=2
