Year,Page,Question_Number,Question_Type,Instruction,Diagram_Context,Image_URLs,Question,OptionA,OptionB,OptionC,OptionD,Answer,Detail_URL
2017,1,1,map-reading,,,https://myschool.ng/storage/classroom/w1qa1pPNZzxeDEM8gmnYX3kfJkXvYyTOpeV1e0Va.jpeg | https://myschool.ng/storage/classroom/regtwcDdsrYJn0vAqdLSrnqvABeGzTjHkQXbpRKn.jpeg | https://myschool.ng/storage/classroom/Q2La2YKN1aiErOUg7fApsbGICHBBT3VWOGgnJAVZ.jpeg | https://myschool.ng/storage/serve/gY5ybf8PuaQgRsrpNJIQYWgHjqCDvOCzpBatR4LA.png | https://myschool.ng/storage/serve/bPQkdn3HjQoJibS2jBvlUfxZrF7dVBlO4PnfE6hs.png | https://myschool.ng/storage/serve/r0Y7i84BLlLyRnwn1qtuojPBLxfW5NOMxmJiWDzQ.png | https://myschool.ng/storage/classroom/6EbFb3WSRsIgOyjnxu1e8Ek0u6rHhpIq5GofyTYY.jpeg | https://myschool.ng/storage/classroom/OkqMgaoYFfOTSOG7A1S3ZRRwmOhOcDGl7Ofrtbm7.jpeg,The scale of the map above in representative fraction (RF) is,"1 : 25,000","1 : 50,000","1 : 150,000","1 : 250,000",B,https://myschool.ng/classroom/geography/49444?exam_type=waec&exam_year=2017&type=obj&page=1
2017,1,2,map-reading,,,https://myschool.ng/storage/classroom/regtwcDdsrYJn0vAqdLSrnqvABeGzTjHkQXbpRKn.jpeg | https://myschool.ng/storage/classroom/w1qa1pPNZzxeDEM8gmnYX3kfJkXvYyTOpeV1e0Va.jpeg | https://myschool.ng/storage/classroom/Q2La2YKN1aiErOUg7fApsbGICHBBT3VWOGgnJAVZ.jpeg | https://myschool.ng/storage/serve/gY5ybf8PuaQgRsrpNJIQYWgHjqCDvOCzpBatR4LA.png | https://myschool.ng/storage/serve/bPQkdn3HjQoJibS2jBvlUfxZrF7dVBlO4PnfE6hs.png | https://myschool.ng/storage/serve/r0Y7i84BLlLyRnwn1qtuojPBLxfW5NOMxmJiWDzQ.png | https://myschool.ng/storage/classroom/6EbFb3WSRsIgOyjnxu1e8Ek0u6rHhpIq5GofyTYY.jpeg | https://myschool.ng/storage/classroom/OkqMgaoYFfOTSOG7A1S3ZRRwmOhOcDGl7Ofrtbm7.jpeg,The crowfly distance from **Doba** to **Sasi** is approximately,7.5km,6.0km,5.5km,4.5km,C,https://myschool.ng/classroom/geography/49446?exam_type=waec&exam_year=2017&type=obj&page=1
2017,1,3,map-reading,,,https://myschool.ng/storage/classroom/Q2La2YKN1aiErOUg7fApsbGICHBBT3VWOGgnJAVZ.jpeg | https://myschool.ng/storage/classroom/w1qa1pPNZzxeDEM8gmnYX3kfJkXvYyTOpeV1e0Va.jpeg | https://myschool.ng/storage/classroom/regtwcDdsrYJn0vAqdLSrnqvABeGzTjHkQXbpRKn.jpeg | https://myschool.ng/storage/serve/gY5ybf8PuaQgRsrpNJIQYWgHjqCDvOCzpBatR4LA.png | https://myschool.ng/storage/serve/bPQkdn3HjQoJibS2jBvlUfxZrF7dVBlO4PnfE6hs.png | https://myschool.ng/storage/serve/r0Y7i84BLlLyRnwn1qtuojPBLxfW5NOMxmJiWDzQ.png | https://myschool.ng/storage/classroom/6EbFb3WSRsIgOyjnxu1e8Ek0u6rHhpIq5GofyTYY.jpeg | https://myschool.ng/storage/classroom/OkqMgaoYFfOTSOG7A1S3ZRRwmOhOcDGl7Ofrtbm7.jpeg,What is the direction of **IREWA** and **Oki?**,North-east,North,South,South-East,D,https://myschool.ng/classroom/geography/49447?exam_type=waec&exam_year=2017&type=obj&page=1
2017,1,4,map-reading,,,https://myschool.ng/storage/classroom/6EbFb3WSRsIgOyjnxu1e8Ek0u6rHhpIq5GofyTYY.jpeg | https://myschool.ng/storage/classroom/w1qa1pPNZzxeDEM8gmnYX3kfJkXvYyTOpeV1e0Va.jpeg | https://myschool.ng/storage/classroom/regtwcDdsrYJn0vAqdLSrnqvABeGzTjHkQXbpRKn.jpeg | https://myschool.ng/storage/classroom/Q2La2YKN1aiErOUg7fApsbGICHBBT3VWOGgnJAVZ.jpeg | https://myschool.ng/storage/serve/gY5ybf8PuaQgRsrpNJIQYWgHjqCDvOCzpBatR4LA.png | https://myschool.ng/storage/serve/bPQkdn3HjQoJibS2jBvlUfxZrF7dVBlO4PnfE6hs.png | https://myschool.ng/storage/serve/r0Y7i84BLlLyRnwn1qtuojPBLxfW5NOMxmJiWDzQ.png | https://myschool.ng/storage/classroom/OkqMgaoYFfOTSOG7A1S3ZRRwmOhOcDGl7Ofrtbm7.jpeg,The symbol **A950** to the north-east of **IREWA** is,bench mark,spot height,beacon,trigonometrical station,D,https://myschool.ng/classroom/geography/49449?exam_type=waec&exam_year=2017&type=obj&page=1
2017,1,5,map-reading,,,https://myschool.ng/storage/classroom/OkqMgaoYFfOTSOG7A1S3ZRRwmOhOcDGl7Ofrtbm7.jpeg | https://myschool.ng/storage/classroom/w1qa1pPNZzxeDEM8gmnYX3kfJkXvYyTOpeV1e0Va.jpeg | https://myschool.ng/storage/classroom/regtwcDdsrYJn0vAqdLSrnqvABeGzTjHkQXbpRKn.jpeg | https://myschool.ng/storage/classroom/Q2La2YKN1aiErOUg7fApsbGICHBBT3VWOGgnJAVZ.jpeg | https://myschool.ng/storage/serve/gY5ybf8PuaQgRsrpNJIQYWgHjqCDvOCzpBatR4LA.png | https://myschool.ng/storage/serve/bPQkdn3HjQoJibS2jBvlUfxZrF7dVBlO4PnfE6hs.png | https://myschool.ng/storage/serve/r0Y7i84BLlLyRnwn1qtuojPBLxfW5NOMxmJiWDzQ.png | https://myschool.ng/storage/classroom/6EbFb3WSRsIgOyjnxu1e8Ek0u6rHhpIq5GofyTYY.jpeg,The feature marked **H** on the map can best be described as a,plateau,conical hill,scarp,ridge,B,https://myschool.ng/classroom/geography/49450?exam_type=waec&exam_year=2017&type=obj&page=1
2017,2,6,map-reading,,,https://myschool.ng/storage/classroom/5IjioYhfbUcO11FlRFe6JsAjezEuBfER7FdK3Edt.jpeg | https://myschool.ng/storage/classroom/jyZsKT0RX4xc1waoS7p5RzAQCAWgNGN2wD0vhILN.jpeg | https://myschool.ng/storage/classroom/Vd2IJ7FvSMlnqWxPIMOpCQSMaTR3tOUVWuICUM6j.jpeg | https://myschool.ng/storage/serve/9Dmy5U4sHxRuZ72pPfaVW4Pee0LWbVDhsWtUTDbQ.png | https://myschool.ng/storage/serve/gY5ybf8PuaQgRsrpNJIQYWgHjqCDvOCzpBatR4LA.png | https://myschool.ng/storage/serve/2sZxMb28vwJzG3eHEisOH92oDGpbXxzs8807aHtk.png | https://myschool.ng/storage/classroom/xyE0EHvjtrFLdbizaTAusrJcOgID3K4lkVutoOcA.jpeg,Which of the following settlements is located at the highest altitude?,Doba,Duba,Sasi,Oki,D,https://myschool.ng/classroom/geography/49451?exam_type=waec&exam_year=2017&type=obj&page=2
2017,2,7,map-reading,,,https://myschool.ng/storage/classroom/jyZsKT0RX4xc1waoS7p5RzAQCAWgNGN2wD0vhILN.jpeg | https://myschool.ng/storage/classroom/5IjioYhfbUcO11FlRFe6JsAjezEuBfER7FdK3Edt.jpeg | https://myschool.ng/storage/classroom/Vd2IJ7FvSMlnqWxPIMOpCQSMaTR3tOUVWuICUM6j.jpeg | https://myschool.ng/storage/serve/9Dmy5U4sHxRuZ72pPfaVW4Pee0LWbVDhsWtUTDbQ.png | https://myschool.ng/storage/serve/gY5ybf8PuaQgRsrpNJIQYWgHjqCDvOCzpBatR4LA.png | https://myschool.ng/storage/serve/2sZxMb28vwJzG3eHEisOH92oDGpbXxzs8807aHtk.png | https://myschool.ng/storage/classroom/xyE0EHvjtrFLdbizaTAusrJcOgID3K4lkVutoOcA.jpeg,The most likely occupation of the people of **Oki** is,fishing,mining,farming,lumbering,C,https://myschool.ng/classroom/geography/49454?exam_type=waec&exam_year=2017&type=obj&page=2
2017,2,8,landforms,,,https://myschool.ng/storage/classroom/Vd2IJ7FvSMlnqWxPIMOpCQSMaTR3tOUVWuICUM6j.jpeg | https://myschool.ng/storage/classroom/5IjioYhfbUcO11FlRFe6JsAjezEuBfER7FdK3Edt.jpeg | https://myschool.ng/storage/classroom/jyZsKT0RX4xc1waoS7p5RzAQCAWgNGN2wD0vhILN.jpeg | https://myschool.ng/storage/serve/9Dmy5U4sHxRuZ72pPfaVW4Pee0LWbVDhsWtUTDbQ.png | https://myschool.ng/storage/serve/gY5ybf8PuaQgRsrpNJIQYWgHjqCDvOCzpBatR4LA.png | https://myschool.ng/storage/serve/2sZxMb28vwJzG3eHEisOH92oDGpbXxzs8807aHtk.png | https://myschool.ng/storage/classroom/xyE0EHvjtrFLdbizaTAusrJcOgID3K4lkVutoOcA.jpeg,Which of the following best explains the growth of **IREWA** ?,Nodal town,Centre of plantation agriculture,Good climate,Industrial town,A,https://myschool.ng/classroom/geography/49457?exam_type=waec&exam_year=2017&type=obj&page=2
2017,2,9,map-reading,,,https://myschool.ng/storage/classroom/5IjioYhfbUcO11FlRFe6JsAjezEuBfER7FdK3Edt.jpeg | https://myschool.ng/storage/classroom/jyZsKT0RX4xc1waoS7p5RzAQCAWgNGN2wD0vhILN.jpeg | https://myschool.ng/storage/classroom/Vd2IJ7FvSMlnqWxPIMOpCQSMaTR3tOUVWuICUM6j.jpeg | https://myschool.ng/storage/serve/9Dmy5U4sHxRuZ72pPfaVW4Pee0LWbVDhsWtUTDbQ.png | https://myschool.ng/storage/serve/gY5ybf8PuaQgRsrpNJIQYWgHjqCDvOCzpBatR4LA.png | https://myschool.ng/storage/serve/2sZxMb28vwJzG3eHEisOH92oDGpbXxzs8807aHtk.png | https://myschool.ng/storage/classroom/xyE0EHvjtrFLdbizaTAusrJcOgID3K4lkVutoOcA.jpeg,The **most** probable reason for the construction of the road from **IREWA** through **Sasi** to the plantation is,because a large percentage of the population lives in Sasi,to provide a means of transporting fish from Sasi to IREWA,to carry the farmers from Sasi to IREWA,to evacuate farm products from the plantation to the market at IREWA,D,https://myschool.ng/classroom/geography/49458?exam_type=waec&exam_year=2017&type=obj&page=2
2017,2,10,map-reading,,,https://myschool.ng/storage/classroom/xyE0EHvjtrFLdbizaTAusrJcOgID3K4lkVutoOcA.jpeg | https://myschool.ng/storage/classroom/5IjioYhfbUcO11FlRFe6JsAjezEuBfER7FdK3Edt.jpeg | https://myschool.ng/storage/classroom/jyZsKT0RX4xc1waoS7p5RzAQCAWgNGN2wD0vhILN.jpeg | https://myschool.ng/storage/classroom/Vd2IJ7FvSMlnqWxPIMOpCQSMaTR3tOUVWuICUM6j.jpeg | https://myschool.ng/storage/serve/9Dmy5U4sHxRuZ72pPfaVW4Pee0LWbVDhsWtUTDbQ.png | https://myschool.ng/storage/serve/gY5ybf8PuaQgRsrpNJIQYWgHjqCDvOCzpBatR4LA.png | https://myschool.ng/storage/serve/2sZxMb28vwJzG3eHEisOH92oDGpbXxzs8807aHtk.png,Which of the following towns may not be visible from the feature marked **H?**,Sasi,Doba,Duba,Oki,D,https://myschool.ng/classroom/geography/49460?exam_type=waec&exam_year=2017&type=obj&page=2
