Year,Page,Question_Number,Question_Type,Instruction,Diagram_Context,Image_URLs,Question,OptionA,OptionB,OptionC,OptionD,Answer,Detail_URL
2022,1,1,diagram-based,,,https://myschool.ng/storage/classroom/SujX3lJjIXdUeFnbXfPofECybqLa71W7dKgMzRY6.jpeg | https://myschool.ng/storage/serve/sae069zVtFT0YYhNWSpVyDjL19w7YFr4HE7JOx1E.png | https://myschool.ng/storage/serve/gY5ybf8PuaQgRsrpNJIQYWgHjqCDvOCzpBatR4LA.png | https://myschool.ng/storage/serve/bPQkdn3HjQoJibS2jBvlUfxZrF7dVBlO4PnfE6hs.png | https://myschool.ng/storage/classroom/Eyywg3mLKqGiQHwuzz0smE55FDn2APCBN1UUaBRF.jpeg | https://myschool.ng/storage/classroom/TqO3grUo6Mt3b41fIUxoWfLWXfn3B26Q6K3rHylW.jpeg,which of the following statements about living things is correct?,animals respire using carbon(iv)oxide as a raw material,growth in plants is limited after some time,most plants respond to stimulus slowly,higher animals can reproduce asexually,C,https://myschool.ng/classroom/biology/62796?exam_type=waec&exam_year=2022&type=obj&page=1
2022,1,2,diagram-based,,,https://myschool.ng/storage/classroom/SujX3lJjIXdUeFnbXfPofECybqLa71W7dKgMzRY6.jpeg | https://myschool.ng/storage/serve/sae069zVtFT0YYhNWSpVyDjL19w7YFr4HE7JOx1E.png | https://myschool.ng/storage/serve/gY5ybf8PuaQgRsrpNJIQYWgHjqCDvOCzpBatR4LA.png | https://myschool.ng/storage/serve/bPQkdn3HjQoJibS2jBvlUfxZrF7dVBlO4PnfE6hs.png | https://myschool.ng/storage/classroom/Eyywg3mLKqGiQHwuzz0smE55FDn2APCBN1UUaBRF.jpeg | https://myschool.ng/storage/classroom/TqO3grUo6Mt3b41fIUxoWfLWXfn3B26Q6K3rHylW.jpeg,Organ level of organization in living things is found in?,waterleaf plant,virus particle,kidney,spermatozoon,C,https://myschool.ng/classroom/biology/62799?exam_type=waec&exam_year=2022&type=obj&page=1
2022,1,3,plant-biology,,,https://myschool.ng/storage/classroom/SujX3lJjIXdUeFnbXfPofECybqLa71W7dKgMzRY6.jpeg | https://myschool.ng/storage/serve/sae069zVtFT0YYhNWSpVyDjL19w7YFr4HE7JOx1E.png | https://myschool.ng/storage/serve/gY5ybf8PuaQgRsrpNJIQYWgHjqCDvOCzpBatR4LA.png | https://myschool.ng/storage/serve/bPQkdn3HjQoJibS2jBvlUfxZrF7dVBlO4PnfE6hs.png | https://myschool.ng/storage/classroom/Eyywg3mLKqGiQHwuzz0smE55FDn2APCBN1UUaBRF.jpeg | https://myschool.ng/storage/classroom/TqO3grUo6Mt3b41fIUxoWfLWXfn3B26Q6K3rHylW.jpeg,Diagrams X and Y above are illustrations of transverse sections of a part of plants. study them and answer this question which of the following statements is not correct? Diagrams X and Y are sections of,roots,a dicotyledonous root,vascular bundies,stems,A,https://myschool.ng/classroom/biology/62808?exam_type=waec&exam_year=2022&type=obj&page=1
2022,1,4,plant-biology,,,https://myschool.ng/storage/classroom/Eyywg3mLKqGiQHwuzz0smE55FDn2APCBN1UUaBRF.jpeg | https://myschool.ng/storage/classroom/SujX3lJjIXdUeFnbXfPofECybqLa71W7dKgMzRY6.jpeg | https://myschool.ng/storage/serve/sae069zVtFT0YYhNWSpVyDjL19w7YFr4HE7JOx1E.png | https://myschool.ng/storage/serve/gY5ybf8PuaQgRsrpNJIQYWgHjqCDvOCzpBatR4LA.png | https://myschool.ng/storage/serve/bPQkdn3HjQoJibS2jBvlUfxZrF7dVBlO4PnfE6hs.png | https://myschool.ng/storage/classroom/TqO3grUo6Mt3b41fIUxoWfLWXfn3B26Q6K3rHylW.jpeg,"Diagrams X and Y above are illustrations of transverse sections of a part of plants, Study them and answer this question. The part responsible for conducting water and dissolved mineral salts from the soil to the leaves is labelled",I,II,III,IV,D,https://myschool.ng/classroom/biology/63053?exam_type=waec&exam_year=2022&type=obj&page=1
2022,1,5,plant-biology,,,https://myschool.ng/storage/classroom/TqO3grUo6Mt3b41fIUxoWfLWXfn3B26Q6K3rHylW.jpeg | https://myschool.ng/storage/classroom/SujX3lJjIXdUeFnbXfPofECybqLa71W7dKgMzRY6.jpeg | https://myschool.ng/storage/serve/sae069zVtFT0YYhNWSpVyDjL19w7YFr4HE7JOx1E.png | https://myschool.ng/storage/serve/gY5ybf8PuaQgRsrpNJIQYWgHjqCDvOCzpBatR4LA.png | https://myschool.ng/storage/serve/bPQkdn3HjQoJibS2jBvlUfxZrF7dVBlO4PnfE6hs.png | https://myschool.ng/storage/classroom/Eyywg3mLKqGiQHwuzz0smE55FDn2APCBN1UUaBRF.jpeg,"Diagrams X and Y above are illustrations of transverse sections of a part of plants, Study them and answer this question. The part labelled Il is the?",Pith,xylem,Phloem,endodermis,A,https://myschool.ng/classroom/biology/63055?exam_type=waec&exam_year=2022&type=obj&page=1
2022,2,6,cell-biology,,,https://myschool.ng/storage/serve/9Dmy5U4sHxRuZ72pPfaVW4Pee0LWbVDhsWtUTDbQ.png | https://myschool.ng/storage/serve/2sZxMb28vwJzG3eHEisOH92oDGpbXxzs8807aHtk.png | https://myschool.ng/storage/serve/sae069zVtFT0YYhNWSpVyDjL19w7YFr4HE7JOx1E.png,The organelles in cells which are also referred to as suicidal bags are the,mithchondria,lysosomes,ribosomes,nuclei,B,https://myschool.ng/classroom/biology/63056?exam_type=waec&exam_year=2022&type=obj&page=2
2022,2,7,cell-biology,,,https://myschool.ng/storage/serve/9Dmy5U4sHxRuZ72pPfaVW4Pee0LWbVDhsWtUTDbQ.png | https://myschool.ng/storage/serve/2sZxMb28vwJzG3eHEisOH92oDGpbXxzs8807aHtk.png | https://myschool.ng/storage/serve/sae069zVtFT0YYhNWSpVyDjL19w7YFr4HE7JOx1E.png,The process that brings about the shrinking of a spirogyra cell when placed in a strong solution is ?,osmosis,autolysis,plasmolysis,diffusion,C,https://myschool.ng/classroom/biology/63058?exam_type=waec&exam_year=2022&type=obj&page=2
2022,2,8,cell-biology,,,https://myschool.ng/storage/serve/9Dmy5U4sHxRuZ72pPfaVW4Pee0LWbVDhsWtUTDbQ.png | https://myschool.ng/storage/serve/2sZxMb28vwJzG3eHEisOH92oDGpbXxzs8807aHtk.png | https://myschool.ng/storage/serve/sae069zVtFT0YYhNWSpVyDjL19w7YFr4HE7JOx1E.png,The region of a plant stem in which cells divide to increase its diameter is,cambium,phloem,xylem,collenchyma,A,https://myschool.ng/classroom/biology/63062?exam_type=waec&exam_year=2022&type=obj&page=2
2022,2,9,diagram-based,,,https://myschool.ng/storage/serve/9Dmy5U4sHxRuZ72pPfaVW4Pee0LWbVDhsWtUTDbQ.png | https://myschool.ng/storage/serve/2sZxMb28vwJzG3eHEisOH92oDGpbXxzs8807aHtk.png | https://myschool.ng/storage/serve/sae069zVtFT0YYhNWSpVyDjL19w7YFr4HE7JOx1E.png,The total number of caudal vertebrae in animals X and Y is 4 and 27 respectively. The animals are likely to be.,fish and human,toad and rat,toad and fish,humans and rat,D,https://myschool.ng/classroom/biology/63069?exam_type=waec&exam_year=2022&type=obj&page=2
2022,2,10,human-biology,,,https://myschool.ng/storage/serve/9Dmy5U4sHxRuZ72pPfaVW4Pee0LWbVDhsWtUTDbQ.png | https://myschool.ng/storage/serve/2sZxMb28vwJzG3eHEisOH92oDGpbXxzs8807aHtk.png | https://myschool.ng/storage/serve/sae069zVtFT0YYhNWSpVyDjL19w7YFr4HE7JOx1E.png,Which of the following blood components has the greatest affinity for oxygen and carbon (IV) oxide?,Lymphocyte,Erythrocyte,Blood plasma,Thrombocyte,B,https://myschool.ng/classroom/biology/63071?exam_type=waec&exam_year=2022&type=obj&page=2
