Year,Page,Question_Number,Question_Type,Instruction,Comprehension_Passage,Image_URLs,Question,OptionA,OptionB,OptionC,OptionD,Answer,Detail_URL
2022,1,1,objective,,,,"According to the second creation story, which of the following were formed out of the ground?","Sun, moon and stars",Firmaments and light,Beast of the field and birds,Fishes and all sea monsters,C,https://myschool.ng/classroom/christian-religious-knowledge-crk/63077?exam_type=waec&exam_year=2022&type=obj&page=1
2022,1,2,objective,,,,Which of the following is the reason for which God decided to make a helper fit for man in the garden of Eden? For,communication,companionship,fellowship,procreation,B,https://myschool.ng/classroom/christian-religious-knowledge-crk/63080?exam_type=waec&exam_year=2022&type=obj&page=1
2022,1,3,objective,,,,The supremacy of God during creation was manifested by His,consent that a thing be done,command of let there be,creation of human kind,control over the heavens,B,https://myschool.ng/classroom/christian-religious-knowledge-crk/63082?exam_type=waec&exam_year=2022&type=obj&page=1
2022,1,4,objective,,,,"Apart from Joseph who was already in Egypt, the offspring of Jacob that migrated from Canaan to Egypt numbered",Sixty,Seventy,Eighty,Ninety,B,https://myschool.ng/classroom/christian-religious-knowledge-crk/63084?exam_type=waec&exam_year=2022&type=obj&page=1
2022,1,5,objective,,,,The name Manasseh which Joseph gave to his first son means,a beloved son of Joseph's wife,God had made Joseph forget his hardship,God had delivered Joseph from death,God had forgotten Joseph and his family,B,https://myschool.ng/classroom/christian-religious-knowledge-crk/63086?exam_type=waec&exam_year=2022&type=obj&page=1
2022,2,6,objective,,,,"And the Lord said to Moses see, I make you as God to Pharaoh; and Aaron your bother - shall. which of the following roles was Aaron assigned?",prophet,priest,seer,servant,A,https://myschool.ng/classroom/christian-religious-knowledge-crk/63089?exam_type=waec&exam_year=2022&type=obj&page=2
2022,2,7,objective,,,,The presence of God among the Israelites is demonstrated by the symbol of,fire and cloud,smoke and water,wind and dust,clouds and winds,A,https://myschool.ng/classroom/christian-religious-knowledge-crk/63092?exam_type=waec&exam_year=2022&type=obj&page=2
2022,2,8,objective,,,,Joshua's success in the promised land was attributed to the fact that he was,carefree about keeping the laws of God,strong and of good courage,anointed by Moses personally,able to take responsibilities,B,https://myschool.ng/classroom/christian-religious-knowledge-crk/63093?exam_type=waec&exam_year=2022&type=obj&page=2
2022,2,9,objective,,,,"During the mission of the twelve spies, which of the following tribes did Joshua represent?",Ephraim,Judah,Reuben,Levi,A,https://myschool.ng/classroom/christian-religious-knowledge-crk/63095?exam_type=waec&exam_year=2022&type=obj&page=2
2022,2,10,objective,,,,Who among the following Kings did God sell the people of Israel to and were oppressed for twenty years?,Ahab,Jabin,Nebuchadnezzar,Asa,B,https://myschool.ng/classroom/christian-religious-knowledge-crk/63096?exam_type=waec&exam_year=2022&type=obj&page=2
2022,3,11,objective,,,,"Sisera, the commander was killed by Jael whose husband as a",Philistine,Israelite,Kenite,Jebusite,C,https://myschool.ng/classroom/christian-religious-knowledge-crk/63097?exam_type=waec&exam_year=2022&type=obj&page=3
2022,3,12,objective,,,,Which of the following was the major sin attributed to Hophni and Phinehas? They,treated the offering of the Lord with contempt,took bribes and has no regard for justice,engaged in idolatry and adultery,deposed their father from priesthood,A,https://myschool.ng/classroom/christian-religious-knowledge-crk/63098?exam_type=waec&exam_year=2022&type=obj&page=3
2022,3,13,objective,,,,Samuel was said to have failed in matters of parental responsibility because he,made his children to succeed him,made his children judges over Israel,did not bring up his children in his way,could not maintain unity in his family,C,https://myschool.ng/classroom/christian-religious-knowledge-crk/63099?exam_type=waec&exam_year=2022&type=obj&page=3
2022,3,14,objective,,,,"Though you are little in your own eyes, are you not the head of the tribes of Israeli On which occasion was this statement made?",During the sacrifice at Michmash,When the sons of Samuel disobeyed God,When the evil spirit tormented Saul,During the war between Israel and AmaleK,D,https://myschool.ng/classroom/christian-religious-knowledge-crk/63100?exam_type=waec&exam_year=2022&type=obj&page=3
2022,3,15,objective,,,,One important lesson that could be learnt from David when he spared the life of Saul is,that we must not insult kings despite their wickedness,to avoid retaliation for wrong done against us,to pray for all who hate you,that no king should be killed by his subject.,B,https://myschool.ng/classroom/christian-religious-knowledge-crk/63101?exam_type=waec&exam_year=2022&type=obj&page=3
2022,4,16,objective,,,,Which of the following names was given to Solomon by the prophet Nathan when he was born?,Ammon,Absalom,Jedediah,Tain or,C,https://myschool.ng/classroom/christian-religious-knowledge-crk/63102?exam_type=waec&exam_year=2022&type=obj&page=4
2022,4,17,objective,,,,"And God said ""Ask what I shall give you"" To whom and where was this request made?",David at Hebron,Solomon at Hebron,David at Gibeon,Solomon at Gibeon,D,https://myschool.ng/classroom/christian-religious-knowledge-crk/63103?exam_type=waec&exam_year=2022&type=obj&page=4
