Year,Page,Question_Number,Question_Type,Instruction,Comprehension_Passage,Image_URLs,Question,OptionA,OptionB,OptionC,OptionD,Answer,Detail_URL
2023,1,1,objective,,,,"Apart from globalization, what other factor to a large extent affects the sovereignty of a state?",Right of a franchise,System of government,International laws,Inalienability,C,https://myschool.ng/classroom/government/68603?exam_type=waec&exam_year=2023&type=obj&page=1
2023,1,2,objective,,,,A public declaration of policy and aims especially one issued before an election by a political party or candidate is **commonly** called,steps to govern,Policy paper,guide to government,manifesto,D,https://myschool.ng/classroom/government/68604?exam_type=waec&exam_year=2023&type=obj&page=1
2023,1,3,objective,,,,"The media, **commonly** referred to as the fourth estate of the realm , monitors the activities of government on behalf of the",people,executive,civil society,media organisation,A,https://myschool.ng/classroom/government/68605?exam_type=waec&exam_year=2023&type=obj&page=1
2023,1,4,objective,,,,Bicameral legislature contributes to the democratic process by,recommending the use of force on policy,suppressing minority rights,imposing programmes and policies on the executive,widening the scope of political participation,D,https://myschool.ng/classroom/government/68606?exam_type=waec&exam_year=2023&type=obj&page=1
2023,1,5,objective,,,,Maintenance of law and order in a state is the function of the,citizens of the state,executive arm of government,legislative arm of government,judicial service,B,https://myschool.ng/classroom/government/68608?exam_type=waec&exam_year=2023&type=obj&page=1
2023,2,6,objective,,,,The official routine observed in carrying out functions in the civil service is **commonly** known as,official order,bureaucracy,standard order,command,B,https://myschool.ng/classroom/government/68609?exam_type=waec&exam_year=2023&type=obj&page=2
2023,2,7,objective,,,,The Economic Community of West African State (ECOWAS) is now confronted with a new security threat which is,extremism,smuggling of illegal goods across states,weak national armies,proportional representation,A,https://myschool.ng/classroom/government/68611?exam_type=waec&exam_year=2023&type=obj&page=2
2023,2,8,objective,,,,"The art of maintaining peaceful relationships between states, groups or individuals **mostly** comes about as a result of the activities and functions of",the legislature,security agencies,diplomats,the media,C,https://myschool.ng/classroom/government/68613?exam_type=waec&exam_year=2023&type=obj&page=2
2023,2,9,objective,,,,The following issues are some of the challenges the United Nations (UN) addresses **except**,oligarchical regimes,humanitarian aids,human rights,climate change,A,https://myschool.ng/classroom/government/68614?exam_type=waec&exam_year=2023&type=obj&page=2
2023,2,10,objective,,,,Which system of government allows for and guarantees maximum competition?,Feudalism,Capitalism,Communism,Social Democracy,B,https://myschool.ng/classroom/government/68616?exam_type=waec&exam_year=2023&type=obj&page=2
2023,3,11,objective,,,,The overriding consideration for the creation of the New Partnership for Africa's Development (NEPAD) was to place Africa on the path to,capitalist government,non-alignment,growth and development,military might,C,https://myschool.ng/classroom/government/68618?exam_type=waec&exam_year=2023&type=obj&page=3
2023,3,12,objective,,,,The French Colonial policies in her West African colonies were different from the British in many ways **except** in,discriminatory laws,citizenship,imperialism,cultural imposition,C,https://myschool.ng/classroom/government/68619?exam_type=waec&exam_year=2023&type=obj&page=3
2023,3,13,objective,,,,"The reason for which the government should take a key interest in the activities of pressure groups is that, they",provide valuable feedback on government policies and programmes,force coalition among political parties for election,blackmail political leaders,dictate the path and direction for government programmes,A,https://myschool.ng/classroom/government/68621?exam_type=waec&exam_year=2023&type=obj&page=3
2023,3,14,constitution,,,,The rigid nature of a constitution makes it,accessible to all,infallible and standard,easy for quick review,complicated for amendment,D,https://myschool.ng/classroom/government/68622?exam_type=waec&exam_year=2023&type=obj&page=3
2023,3,15,constitution,,,,The Fundamental Human Rights and Liberties **must** be entrenched in a constitution to,serve majority interest,show concern for the people,make it difficult to tamper with,espouse love for the country,C,https://myschool.ng/classroom/government/68623?exam_type=waec&exam_year=2023&type=obj&page=3
2023,4,16,objective,,,,Unitary system of government is adopted by some states because,of homogeneity,it guarnatees democracy,it builds the capacity of citizens in good time,of mineral resources,A,https://myschool.ng/classroom/government/68624?exam_type=waec&exam_year=2023&type=obj&page=4
2023,4,17,objective,,,,The public Service Commission performs the following functions **except**,advisory body,imposition of income tax,welfare of personnel,discipline of personnel,B,https://myschool.ng/classroom/government/68626?exam_type=waec&exam_year=2023&type=obj&page=4
2023,4,18,objective,,,,What type of right enables citizens to participate in state affairs?,judicial right,social right,habeas corpus,political right,D,https://myschool.ng/classroom/government/68627?exam_type=waec&exam_year=2023&type=obj&page=4
2023,4,19,objective,,,,What is **commonly** referred to as the association of the government and the governed?,confederation,state,federation,monarchy,B,https://myschool.ng/classroom/government/68628?exam_type=waec&exam_year=2023&type=obj&page=4
2023,4,20,objective,,,,The local government system assists **best** in mentoring and grooming people for,military oprations,leadership positions,citizenship and justice,large-scale farming,B,https://myschool.ng/classroom/government/68630?exam_type=waec&exam_year=2023&type=obj&page=4
2023,5,21,objective,,,,Which of the following systems of government does **not** practice collective responsibility?,Communalism system,Non-centralised system,Executive system,Cabinet system,B,https://myschool.ng/classroom/government/68632?exam_type=waec&exam_year=2023&type=obj&page=5
2023,5,22,objective,,,,One of the formidable challenges the New Partnership for Africa's Development (NEPAD) is confronted with is the,absence of a common platform for debate,over reliance on foreign aid,absence of technology transfer,arms race among member states,B,https://myschool.ng/classroom/government/68633?exam_type=waec&exam_year=2023&type=obj&page=5
2023,5,23,objective,,,,The **biggest** obstacle which also slowed down nationalist activities in French West African Colonies was the,assimilation policy,constitutional reforms and entrenchment of human rights,assassination of chiefs,deportation of Africans to France,A,https://myschool.ng/classroom/government/68635?exam_type=waec&exam_year=2023&type=obj&page=5
2023,5,24,objective,,,,A state that has **two** levels of government is **commonly** referred to as,concurrent states,cooperative government,federal state,coalition government,C,https://myschool.ng/classroom/government/68636?exam_type=waec&exam_year=2023&type=obj&page=5
2023,5,25,objective,,,,One of the **major** criticisms levelled against the United Nations (UN) is its inability to,ensure fair permanent representation,enforce affirmative action and equal wealth,adopt a universal language for its operation,ensure universal access to education,A,https://myschool.ng/classroom/government/68638?exam_type=waec&exam_year=2023&type=obj&page=5
2023,6,26,objective,,,,One of the function of the electoral management body is to,conduct training programmes for presidential candidates,look for external sources besides the government to fund its operations,interpret the electoral laws fairly,engage in business to increase its financial capacity,C,https://myschool.ng/classroom/government/68639?exam_type=waec&exam_year=2023&type=obj&page=6
2023,6,27,objective,,,,The civil service is different from the public service in terms of,educational qualification,political affiliation,conditions of service,personality and stature,C,https://myschool.ng/classroom/government/68640?exam_type=waec&exam_year=2023&type=obj&page=6
2023,6,28,objective,,,,The judiciary occupies an important place in every state because it is,mandated to supervise the functions of the executive,a unique profession of intellectuals,protector of the rights of the people,a body of upright and just people in society,C,https://myschool.ng/classroom/government/68642?exam_type=waec&exam_year=2023&type=obj&page=6
2023,6,29,objective,,,,An executive president is one who wields the powers of a,head of state and government,ceremonial president only,leader of government business only,despot and benevolent dictator,A,https://myschool.ng/classroom/government/68644?exam_type=waec&exam_year=2023&type=obj&page=6
2023,6,30,objective,,,,There are two types of committee system in the House of parliament as part of their operations and one of such is,parliamentary service board,expert committee,Committee of the Whole House,Leadership Committee,C,https://myschool.ng/classroom/government/68646?exam_type=waec&exam_year=2023&type=obj&page=6
2023,7,31,objective,,,,A democratic country is one in which the people have the right to,participate in decision making,disregard laws they abhor,violently overthrow a government,punish government by not honouring tax obligation,A,https://myschool.ng/classroom/government/68647?exam_type=waec&exam_year=2023&type=obj&page=7
2023,7,32,objective,,,,The **best** way to keep the military at bay from interfering in politics is by ensuring,high pay rise every year,their inclusion in government,good governance,effective control of their day to day operations,C,https://myschool.ng/classroom/government/68649?exam_type=waec&exam_year=2023&type=obj&page=7
2023,7,33,objective,,,,The African Union (AU) is saddled with **one** of these challenges and that is,absence of rich natural resources,tensions and political discord among member states,inter-ethnic extinction and poor social cohesion,weak labour force,B,https://myschool.ng/classroom/government/68651?exam_type=waec&exam_year=2023&type=obj&page=7
2023,7,34,objective,,,,The reluctance of military regimes to hand over power to civilian administration is because they,negotiate better loan terms for the country than the civilian government,"have the backing of traditional rulers, their subjects and the clergy",feel a sense of entitlement,perceive civilians and politicians as evil doers and backward,C,https://myschool.ng/classroom/government/68654?exam_type=waec&exam_year=2023&type=obj&page=7
2023,7,35,objective,,,,The exercise of power can arise from any of the following sources **except**,ideological power,legitimate power,expert power,charismatic power,A,https://myschool.ng/classroom/government/68655?exam_type=waec&exam_year=2023&type=obj&page=7
2023,8,36,objective,,,,"A social, political and economic arrangement in which landed property and other natural resources are collectively owned is referred to as",Federalism,Liberalism,Communalism,Feudalism,C,https://myschool.ng/classroom/government/68656?exam_type=waec&exam_year=2023&type=obj&page=8
2023,8,37,objective,,,,Public opinion is formed through the following channels **except**,Cabinet,Elections,Mass media,Political parties,A,https://myschool.ng/classroom/government/68657?exam_type=waec&exam_year=2023&type=obj&page=8
2023,8,38,objective,,,,The function of the Diplomatic Missions include the following **except**,project the culture of the people,woo investors,pay salaries of workers of the mission,gather intelligence information,C,https://myschool.ng/classroom/government/68659?exam_type=waec&exam_year=2023&type=obj&page=8
