Year,Page,Question_Number,Question_Type,Instruction,Comprehension_Passage,Image_URLs,Question,OptionA,OptionB,OptionC,OptionD,Answer,Detail_URL
2021,1,1,objective,,,,The caravan of Ishmaelites that bought Joseph traded in,"balm, gum and myrrh","oil, balm and gum","myrrh, maize and wheat","gum, frankincense and oil",A,https://myschool.ng/classroom/christian-religious-knowledge-crk/65399?exam_type=waec&exam_year=2021&type=obj&page=1
2021,1,2,objective,,,,"before Joseph came to pharaoh after his release from prison, Joseph",ate some food,prayed fervently,shaved and ate,shaved and changed his clothes,D,https://myschool.ng/classroom/christian-religious-knowledge-crk/65400?exam_type=waec&exam_year=2021&type=obj&page=1
2021,1,3,objective,,,,How long was the famine before Joseph reconciled with his brother?,1 year,2 years,4 years,5 years,B,https://myschool.ng/classroom/christian-religious-knowledge-crk/65402?exam_type=waec&exam_year=2021&type=obj&page=1
2021,1,4,objective,,,,Which of the following was not an excuse Moses gave when he was called to deliver the Israelites?,The Israelites would not believe him,He was slow to speak,he was a murderer,He doubted his own ability,C,https://myschool.ng/classroom/christian-religious-knowledge-crk/65403?exam_type=waec&exam_year=2021&type=obj&page=1
2021,1,5,objective,,,,"Regardless of the Egyptians' suffering, Pharaoh refused to let the Israelites go because",the Israelites gave them cheap labour,Pharaoh wanted to challenge god,god allowed the Israelites to suffer,the Israelites refused to pray to God,A,https://myschool.ng/classroom/christian-religious-knowledge-crk/65405?exam_type=waec&exam_year=2021&type=obj&page=1
2021,2,6,objective,,,,"As soon as the Egyptians caught up with the Israelites at the Red sea, the pillar of clouds",vanished from the sight of the Israelites,stood on the left side of the Israelites,stood between the Israelites and the Egyptians,moved ahead of the Israelites,C,https://myschool.ng/classroom/christian-religious-knowledge-crk/65406?exam_type=waec&exam_year=2021&type=obj&page=2
2021,2,7,objective,,,,One of the spies Moses sent to the land of Canaan from the tribe of Reuben was,Shaphat,Shammua,Igal,Gaddiel,B,https://myschool.ng/classroom/christian-religious-knowledge-crk/65437?exam_type=waec&exam_year=2021&type=obj&page=2
2021,2,8,objective,,,,"Why does the Lord bring us into this land, to fall by the sword? our wives and our little ones will become a prey;... On which occasion was this statement made? When the",Israelites got to the Red sea,Israelites had no water to drink,Spies gave adverse report,Egyptians caught up with the Israelites,C,https://myschool.ng/classroom/christian-religious-knowledge-crk/65438?exam_type=waec&exam_year=2021&type=obj&page=2
2021,2,9,objective,,,,Barak who was asked by Deborah to organise troops to fight the Canaanites was the son of,Joab,Jehoahaz,Abijah,Abinoam,D,https://myschool.ng/classroom/christian-religious-knowledge-crk/65439?exam_type=waec&exam_year=2021&type=obj&page=2
2021,2,10,objective,,,,"You shall invest him with some of your authority, that all the congregation of the people of Israel may obey. This instruction was given in connection with the",appointment of Joshua to succeed Moses,appointment of Eleazar as priest to succeed Aaron,appointment of Aaron as Moses' spokesman,election of Eleazar by Aaron to succeed him,A,https://myschool.ng/classroom/christian-religious-knowledge-crk/65440?exam_type=waec&exam_year=2021&type=obj&page=2
2021,3,11,objective,,,,"Why do you do such thing? For I hear of your evil dealings from all the people. No, my sons; it is no good report that I hear... The sons being addressed were children of",Joshua,Samuel,Elkannah,Eli,D,https://myschool.ng/classroom/christian-religious-knowledge-crk/65441?exam_type=waec&exam_year=2021&type=obj&page=3
2021,3,12,objective,,,,At the time Samuel was ministering to the Lord under Eli,there were many prophets in Israel,the word of God was rare with no frequent vision,idolatry was common in Israel,visions were used by God to give directions,B,https://myschool.ng/classroom/christian-religious-knowledge-crk/65442?exam_type=waec&exam_year=2021&type=obj&page=3
