Year,Page,Question_Number,Question_Type,Instruction,Comprehension_Passage,Image_URLs,Question,OptionA,OptionB,OptionC,OptionD,Answer,Detail_URL
2017,1,1,objective,,,,commercial activities recieved a great boost in west A frica due to contact with?,Asians,Europeans,Americans,Africans,B,https://myschool.ng/classroom/commerce/48716?exam_type=waec&exam_year=2017&type=obj&page=1
2017,1,2,objective,,,,The job of the polic in keeping law and order in the society is?,a commercial service,an indirect service,a direct service,a self service,B,https://myschool.ng/classroom/commerce/48717?exam_type=waec&exam_year=2017&type=obj&page=1
2017,1,3,objective,,,,A business which becomes insolvent may result in,continuity,expansion,liquidation,re-incorporation,C,https://myschool.ng/classroom/commerce/48718?exam_type=waec&exam_year=2017&type=obj&page=1
2017,1,4,objective,,,,which of the follwing does not belong to the extractive occupation?,quarrying,carving,mining,agriculture,B,https://myschool.ng/classroom/commerce/48719?exam_type=waec&exam_year=2017&type=obj&page=1
2017,1,5,objective,,,,The major division of commerce are?,"import, export and transportation","trade, communication and warehouse","import, trade and production",trade and auxiliaries to trade,D,https://myschool.ng/classroom/commerce/48720?exam_type=waec&exam_year=2017&type=obj&page=1
2017,2,6,objective,,,,A memorandum of association is a document,defining a company's relationship with the public,inviting the public to buy a company's shares,governing the affairs of the partnership,regulating a company's internal affairs,A,https://myschool.ng/classroom/commerce/48721?exam_type=waec&exam_year=2017&type=obj&page=2
2017,2,7,objective,,,,The main purpose of branding is to?,increase the quantity of goods demanded,increase the selling price of goods,differentiate goods from other similar goods,enhance turnover of goods,C,https://myschool.ng/classroom/commerce/48722?exam_type=waec&exam_year=2017&type=obj&page=2
2017,2,8,objective,,,,The facility which is not provide by the port authority is?,berth,warehouse,tarmac,cranes,C,https://myschool.ng/classroom/commerce/48723?exam_type=waec&exam_year=2017&type=obj&page=2
2017,2,9,objective,,,,A cheque could be dishonoured as a result of?,same amount in words and figure,insufficient fund,general crossing,regular signature,B,https://myschool.ng/classroom/commerce/48724?exam_type=waec&exam_year=2017&type=obj&page=2
2017,2,10,objective,,,,"when a company sells shares to existing shareholders at preferential rate, this is",a right issue,bonus issue,private placing,issue by introduction,A,https://myschool.ng/classroom/commerce/48725?exam_type=waec&exam_year=2017&type=obj&page=2
2017,3,11,objective,,,,The conversion of raw materials into finished goods is performed by?,extractive industry,service occupation,commercial occupation,the manufacturing industry,D,https://myschool.ng/classroom/commerce/48726?exam_type=waec&exam_year=2017&type=obj&page=3
2017,3,12,objective,,,,which of the following is not a factor of production,capital,labour,exchange,entrepreneurship,C,https://myschool.ng/classroom/commerce/48727?exam_type=waec&exam_year=2017&type=obj&page=3
2017,3,13,objective,,,,what is the average stock,"D12,000","D7,000","D6,000","D5,000",C,https://myschool.ng/classroom/commerce/48728?exam_type=waec&exam_year=2017&type=obj&page=3
2017,3,14,objective,,,,What is the cost of goods sold,D55000,"D42,000","D32,000","D28,000",D,https://myschool.ng/classroom/commerce/48729?exam_type=waec&exam_year=2017&type=obj&page=3
2017,3,15,objective,,,,What is the rate of stock turnover.,11 times,6 times,4.7 times,4 times,C,https://myschool.ng/classroom/commerce/48730?exam_type=waec&exam_year=2017&type=obj&page=3
2017,4,16,objective,,,,which of the following is a source of short term capital.,trade credit,shares,leasing,debenture,A,https://myschool.ng/classroom/commerce/48731?exam_type=waec&exam_year=2017&type=obj&page=4
2017,4,17,objective,,,,The most suitable channel for the sale of an aircraft is?,manufacturer-wholesaler-retailer-consumer,manufacture-wholesaler-consumer,manufacturer - retailer - consumer,manufacturer - consumer,D,https://myschool.ng/classroom/commerce/48734?exam_type=waec&exam_year=2017&type=obj&page=4
2017,4,18,objective,,,,The duty payable on goods produced locally iis,export duty,excise duty,import duty,advalorem duty,B,https://myschool.ng/classroom/commerce/48737?exam_type=waec&exam_year=2017&type=obj&page=4
2017,4,19,objective,,,,An overdraft is granted to holders of?,savings accounts,loan accounts,deposit accounts,current accounts,D,https://myschool.ng/classroom/commerce/48742?exam_type=waec&exam_year=2017&type=obj&page=4
2017,4,20,objective,,,,The amount of capital used in the day-to-day running of a company is?,working capital,capital emplyed,share capital,fixed capital,A,https://myschool.ng/classroom/commerce/48744?exam_type=waec&exam_year=2017&type=obj&page=4
2017,5,21,practical,,,,an example of an invisible item of trade is?,oil,shipping,machinery,textile,B,https://myschool.ng/classroom/commerce/48746?exam_type=waec&exam_year=2017&type=obj&page=5
2017,5,22,objective,,,,"in a hire purchase agreement, the buyer is the",agent,hirer,lesse,lessor,B,https://myschool.ng/classroom/commerce/48760?exam_type=waec&exam_year=2017&type=obj&page=5
2017,5,23,objective,,,,which of the following terms is not used in price qoutation for goods,"E. & O,E",C.I.F,EX works,F.A.S,A,https://myschool.ng/classroom/commerce/48763?exam_type=waec&exam_year=2017&type=obj&page=5
2017,5,24,objective,,,,"Mr ojo paid Noak the sum of N3,000 for a piece of land without signing a deed of sale. the lement of contract which is lacking is?",valuable consideration,formality,offer and acceptance,capacity,B,https://myschool.ng/classroom/commerce/48771?exam_type=waec&exam_year=2017&type=obj&page=5
2017,5,25,objective,,,,which of the following documents is used in home trade only,bill of lading,airway bill,certificate of origin,proforma invoice,C,https://myschool.ng/classroom/commerce/48774?exam_type=waec&exam_year=2017&type=obj&page=5
2017,6,26,objective,,,,the central bank carries out its monetary policy through?,discounting bills,credit ceilling,replacement of worn out notes,bank rates,D,https://myschool.ng/classroom/commerce/48778?exam_type=waec&exam_year=2017&type=obj&page=6
2017,6,27,objective,,,,the expert reponsible for the calculation of prabability of risk in insurance is?,an actuary,an underwriter,a broker,a solicitor,,https://myschool.ng/classroom/commerce/48779?exam_type=waec&exam_year=2017&type=obj&page=6
2017,6,28,objective,,,,A disadvantage of rail transport is that?,it carries bulky goods only,the cost of carriage is high,it is not flexible,it travels on schedule,C,https://myschool.ng/classroom/commerce/48780?exam_type=waec&exam_year=2017&type=obj&page=6
2017,6,29,objective,,,,the advertising medium that makes only audio impression is,cinema,radio,television,hoardings,B,https://myschool.ng/classroom/commerce/48781?exam_type=waec&exam_year=2017&type=obj&page=6
2017,6,30,objective,,,,A speculator in the stock exchange market who sells securities in anticipation of a fall in their prices,broker,bull,bear,stag,C,https://myschool.ng/classroom/commerce/48782?exam_type=waec&exam_year=2017&type=obj&page=6
2017,7,31,objective,,,,which of the following activities is aimed at closing sales.,insurance,banking,warehousing,advertising,D,https://myschool.ng/classroom/commerce/48783?exam_type=waec&exam_year=2017&type=obj&page=7
2017,7,32,objective,,,,a machine supplied by a post office to an organisation to imprints stamps on their letters is?,vending machin,shredding machine,automated teller machine,franking machine,D,https://myschool.ng/classroom/commerce/48784?exam_type=waec&exam_year=2017&type=obj&page=7
2017,7,33,objective,,,,An agreement between two people which can be enforced is?,a contract,an offer,,a consideration,A,https://myschool.ng/classroom/commerce/48785?exam_type=waec&exam_year=2017&type=obj&page=7
2017,7,34,objective,,,,the marketing mix element which ensures that goods are available where and when needed is?,place,price,product,promotion,A,https://myschool.ng/classroom/commerce/48786?exam_type=waec&exam_year=2017&type=obj&page=7
2017,7,35,practical,,,,an example of a computer output device is a?,keyboard,mouse,monitor,scanner,C,https://myschool.ng/classroom/commerce/48787?exam_type=waec&exam_year=2017&type=obj&page=7
2017,8,36,objective,,,,ocean liners are vessels that?,sail anytime to anyplace where there is cargo,,carry only cargo,carry only liquid,A,https://myschool.ng/classroom/commerce/48788?exam_type=waec&exam_year=2017&type=obj&page=8
2017,8,37,objective,,,,The process of placing the right people in the right position in an organisation is?,planning,motivating,staffing,directing,C,https://myschool.ng/classroom/commerce/48789?exam_type=waec&exam_year=2017&type=obj&page=8
2017,8,38,objective,,,,The right of an unpaid seller doesnt include?,declaring the buyer bankrupt,retaining the possession of the goods,stopping the goods while in transit,reselling the goods,A,https://myschool.ng/classroom/commerce/48790?exam_type=waec&exam_year=2017&type=obj&page=8
2017,8,39,objective,,,,The coming together of people who engage in trade and industry in a particular area is?,an employers association,a trade association,a chamber of commerce,a trade union,C,https://myschool.ng/classroom/commerce/48791?exam_type=waec&exam_year=2017&type=obj&page=8
2017,8,40,objective,,,,The term which enjoins a buyer to examine goods thoroughly before making payment is?,uberimae fidei,caveat venditor,consumer sovereignty,caveat emptor,D,https://myschool.ng/classroom/commerce/48792?exam_type=waec&exam_year=2017&type=obj&page=8
2017,9,41,objective,,,,which of the following is not a tool for sale,publicity,exhibition,competition,free samples,C,https://myschool.ng/classroom/commerce/48793?exam_type=waec&exam_year=2017&type=obj&page=9
2017,9,42,objective,,,,The organisation of local and international trade fairs is the responsibilty of,trade aasociations,labour unions,chamber of commerce,custom and excise authorities,C,https://myschool.ng/classroom/commerce/48794?exam_type=waec&exam_year=2017&type=obj&page=9
2017,9,43,objective,,,,"under the principle of subrogation, the insurer has the right to?",abrogate the contract,re-insure the property,take over any legal rights of the insured,take over all the liabilities of the insured,C,https://myschool.ng/classroom/commerce/48795?exam_type=waec&exam_year=2017&type=obj&page=9
2017,9,44,objective,,,,the law that protects a musician's work from piracy is?,usury law,copyright law,trademark,hire purchase,B,https://myschool.ng/classroom/commerce/48796?exam_type=waec&exam_year=2017&type=obj&page=9
2017,9,45,objective,,,,which of the following countries is a member of the lake chad basin commission,The Gambia,Cameroon,Ghana,Guinea,B,https://myschool.ng/classroom/commerce/48797?exam_type=waec&exam_year=2017&type=obj&page=9
2017,10,46,objective,,,,which of the following is a type of marine insurance.,endowment,hull,fidelity,accident,B,https://myschool.ng/classroom/commerce/48798?exam_type=waec&exam_year=2017&type=obj&page=10
2017,10,47,objective,,,,The tranfer of government businesses to individuals is?,commercialization,privatization,deregulation,nationalization,B,https://myschool.ng/classroom/commerce/48799?exam_type=waec&exam_year=2017&type=obj&page=10
2017,10,48,objective,,,,one of the aims of ECOWAS is to?,discourage foreign investors,promote privatization policy,ensure production of quality goods,promote trade within the region,D,https://myschool.ng/classroom/commerce/48800?exam_type=waec&exam_year=2017&type=obj&page=10
