Year,Page,Question_Number,Question_Type,Instruction,Diagram_Context,Image_URLs,Question,OptionA,OptionB,OptionC,OptionD,Answer,Detail_URL
2022,1,1,advanced-algebra,,,,"A binary operation ∆ is defined on the set of real numbers R, by x∆y = \(\sqrt{x+y - \frac{xy}{4}}\), where x, yER. Find the value of 4∆3",16,8,4,2,D,https://myschool.ng/classroom/further-mathematics/65944?exam_type=waec&exam_year=2022&type=obj&page=1
2022,1,2,advanced-algebra,,,,(\(\frac{3\sqrt6 + \sqrt{54}}{\sqrt5(3\sqrt5)})^{-1}\),\(\frac{5√3}{6}\),\(\frac{3√15}{6}\),\(\frac{5√6}{12}\),\(\frac{5√3}{12}\),C,https://myschool.ng/classroom/further-mathematics/65945?exam_type=waec&exam_year=2022&type=obj&page=1
2022,1,3,advanced-algebra,,,,"If \(log_{10}(3x-1) + log_{10}4 = log_{10}(9x+2)\), find the value of x",\(\frac{1}{3}\),1,2,3,C,https://myschool.ng/classroom/further-mathematics/65946?exam_type=waec&exam_year=2022&type=obj&page=1
2022,1,4,advanced-algebra,,,,Simplify \(\frac{9*3^{n+1} - 3^{n+2}}{3^{n+1} - 3^{n}}\),3,9,27,81,B,https://myschool.ng/classroom/further-mathematics/65950?exam_type=waec&exam_year=2022&type=obj&page=1
2022,1,5,advanced-algebra,,,,Consider the following statement: x: All wrestlers are strong y: Some wresters are not weightlifters. Which of the following is a valid conclusion?,All strong wrestlers are weightlifters,Some strong wrestlers are not weightlifters,Some weak wrestlers are weightlifters,All weightlifters are wrestlers,B,https://myschool.ng/classroom/further-mathematics/65971?exam_type=waec&exam_year=2022&type=obj&page=1
2022,2,6,advanced-algebra,,,,"The functions f:x → 2x\(^2\) + 3x -7 and g:x →5x\(^2\) + 7x - 6 are defined on the set of real numbers, R. Find the values of x for which 3f(x) = g(x).",x = -3 or -5,x = -3 or 5,x = 3 or -5,x = 3 or 5,C,https://myschool.ng/classroom/further-mathematics/65995?exam_type=waec&exam_year=2022&type=obj&page=2
2022,2,7,advanced-algebra,,,,Express \(\frac{4π}{2}\) radians in degrees.,288º,200º,144º,120º,C,https://myschool.ng/classroom/further-mathematics/66008?exam_type=waec&exam_year=2022&type=obj&page=2
2022,2,8,advanced-algebra,,,,A straight line makes intercepts of -3 and 2 on the x and y axes respectively. Find the equation of the line.,2x + 3y + 6 = 0,3x - 2y - 6 = 0,-3x 2y - 6 = 0,-2x + 3y - 6 = 0,D,https://myschool.ng/classroom/further-mathematics/66453?exam_type=waec&exam_year=2022&type=obj&page=2
2022,2,9,advanced-algebra,,,,Which of the following is the semi-interquartile range of a distribution?,Mode - Median,Highest score - Lowest score,1/2 (Upper Quartile - Median),1/2 (Upper Quartile - Lower Quartile),D,https://myschool.ng/classroom/further-mathematics/66454?exam_type=waec&exam_year=2022&type=obj&page=2
2022,2,10,advanced-algebra,,,,Evaluate \(∫^0_{-1}\) (x + 1)(x - 2) dx,7/6,5/6,-5/6,-7/6,D,https://myschool.ng/classroom/further-mathematics/66456?exam_type=waec&exam_year=2022&type=obj&page=2
2022,3,11,sequences-series,,,,"If 36, p,\(\frac{9}{4}\) and q are consecutive terms of an exponential sequence (G.P), find the sum of p and q.",9/16,81/16,9,9 \(\frac{9}{16}\),D,https://myschool.ng/classroom/further-mathematics/66457?exam_type=waec&exam_year=2022&type=obj&page=3
2022,3,12,calculus,,,,"Differentiate \(\frac{5x^ 3+x^2}{x}\), x ≠ 0 with respect to x.",10x + 1,10x + 2,x(15x + 1),x(15x + 2),A,https://myschool.ng/classroom/further-mathematics/66458?exam_type=waec&exam_year=2022&type=obj&page=3
2022,3,13,advanced-algebra,,,,Given that \(\frac{8x+m}{x^2-3x-4} ≡ \frac{5}{x+1} + \frac{3}{x-4}\),23,17,-17,17,C,https://myschool.ng/classroom/further-mathematics/66459?exam_type=waec&exam_year=2022&type=obj&page=3
2022,3,14,calculus,,,,"If \(x^2+y^2+-2x-6y+5 =0\), evaluate dy/dx when x=3 and y=2.",2,-2,-4,4,A,https://myschool.ng/classroom/further-mathematics/66460?exam_type=waec&exam_year=2022&type=obj&page=3
2022,3,15,advanced-algebra,,,,Evaluate\({1_0^∫} x^2(x^3+2)^3\),\(\frac{56}{12}\),\(\frac{65}{12}\),12,65,B,https://myschool.ng/classroom/further-mathematics/66470?exam_type=waec&exam_year=2022&type=obj&page=3
2022,4,16,vectors-matrices,,,,Given \(\begin{vmatrix} 2 & -3 \\ 1 & 4 \end{vmatrix} \begin{vmatrix} -6 \\ k \end{vmatrix} \begin{vmatrix} 3 \\ -26 \end{vmatrix} = 15\). Solve for k.,-8,-5,-4,-3,B,https://myschool.ng/classroom/further-mathematics/66476?exam_type=waec&exam_year=2022&type=obj&page=4
2022,4,17,vectors-matrices,,,,"A linear transformation T is defined by T: (x,y) → (3x - y, x + 4y). Find the image of (2, -1) under T.","(7, -2)","(5, -2)","(-2, 7)","(-7, 2)",A,https://myschool.ng/classroom/further-mathematics/66478?exam_type=waec&exam_year=2022&type=obj&page=4
2022,4,18,advanced-algebra,,,,Evaluate \(4p_2 + 4C_2 - 4p_3\),18,6,-6,-18,C,https://myschool.ng/classroom/further-mathematics/66486?exam_type=waec&exam_year=2022&type=obj&page=4
2022,4,19,sequences-series,,,,Find the coefficient of x\(^2\)in the binomial expansion of \((x + \frac{2}{x^2})^5\),10,40,32,80,A,https://myschool.ng/classroom/further-mathematics/66493?exam_type=waec&exam_year=2022&type=obj&page=4
