Year,Page,Question_Number,Question_Type,Instruction,Diagram_Context,Image_URLs,Question,OptionA,OptionB,OptionC,OptionD,Answer,Detail_URL
2023,1,1,general,,,,Which of the following is a non-renewable natural resources?,Rubber,Oil palm,Coal,Cocoa,C,https://myschool.ng/classroom/economics/68926?exam_type=waec&exam_year=2023&type=obj&page=1
2023,1,2,microeconomics,,,,The demand for a factor input as a result of the demand for its output is known as,market demand,complementary demand,competitive demand,derived demand,D,https://myschool.ng/classroom/economics/68928?exam_type=waec&exam_year=2023&type=obj&page=1
2023,1,3,microeconomics,,,,"If the government stops subsidy on cocoa production, the supply curve of cocoa will",become vertical,remain unchanged,shift to the left,shift to the right,C,https://myschool.ng/classroom/economics/68930?exam_type=waec&exam_year=2023&type=obj&page=1
2023,1,4,microeconomics,,,,A monopolist may enjoy abnormal profit only if its,marginal cost exceeds marginal revenue,demand curve is perfectly elastic,expenditure on advertisement increases,price exceeds average total cost,D,https://myschool.ng/classroom/economics/68931?exam_type=waec&exam_year=2023&type=obj&page=1
2023,1,5,microeconomics,,,,"The supply of light could be met using a candle, lantern and gas lamp. This is an example of a",complementary supply,abnormal supply,joint supply,composite supply,A,https://myschool.ng/classroom/economics/68932?exam_type=waec&exam_year=2023&type=obj&page=1
2023,2,6,microeconomics,,,,Industries are sometimes located in areas which are **not** profitable so as to,encourage rural-urban migration,be able to even-out development,bring about external economies of scale,be able to reap internal economies of scale,B,https://myschool.ng/classroom/economics/68933?exam_type=waec&exam_year=2023&type=obj&page=2
2023,2,7,general,,,,A government may cause a favourable change in her invisible trade account by,developing tourism and other services,imposing high tariff on exports,encouraging people to go for medical treatment abroad,increasing the export of her primary products,A,https://myschool.ng/classroom/economics/68934?exam_type=waec&exam_year=2023&type=obj&page=2
2023,2,8,public-finance,,,,"To overcome the problem of double counting under the expenditure approach,",spending on intermediate goods and inputs are considered,valued added method is used,proper accounting standards must be used,only spending on final goods are considered,D,https://myschool.ng/classroom/economics/68935?exam_type=waec&exam_year=2023&type=obj&page=2
2023,2,9,microeconomics,,,https://myschool.ng/storage/classroom/pzQvbcgydm58jrFauVyYQplQ6oWwAqQnlC2xjkfs.jpeg,At what point on the total product curve shown above will marginal product be negative?,Q,S,R,P,B,https://myschool.ng/classroom/economics/68940?exam_type=waec&exam_year=2023&type=obj&page=2
2023,2,10,calculation,,,,National income is calculated **mainly** to,determine how income is to shared,help firms generate more funds,determine aid to to be received from other nations,determine the level of sectoral performance,D,https://myschool.ng/classroom/economics/68942?exam_type=waec&exam_year=2023&type=obj&page=2
