Year,Page,Question_Number,Question_Type,Instruction,Comprehension_Passage,Image_URLs,Question,OptionA,OptionB,OptionC,OptionD,Answer,Detail_URL
2022,1,1,constitution,,,,An article used as a means of exchange in the early days of trade in West Africa was,Cedi,Cowrie,Dalasi,Naira,B,https://myschool.ng/classroom/commerce/63279?exam_type=waec&exam_year=2022&type=obj&page=1
2022,1,2,objective,,,,The provision of services is classified under,batch production,flow production,secondary production,tertiary production,D,https://myschool.ng/classroom/commerce/63280?exam_type=waec&exam_year=2022&type=obj&page=1
2022,1,3,objective,,,,The growth of Pro commerce is not enhanced by,development of modern forms of production,government participation in business,high population growth,low per capita income,C,https://myschool.ng/classroom/commerce/63281?exam_type=waec&exam_year=2022&type=obj&page=1
2022,1,4,objective,,,,The of the products of the construction industry is a,piece of cloth,bag of cement,television,chair,B,https://myschool.ng/classroom/commerce/63285?exam_type=waec&exam_year=2022&type=obj&page=1
2022,1,5,objective,,,,The service of a retailer is part of production because it,creates a link between consumers and producers,enables finished goods to reach consumers,increases consumers' standard of living,is a commercial occupation,B,https://myschool.ng/classroom/commerce/63288?exam_type=waec&exam_year=2022&type=obj&page=1
2022,2,6,objective,,,,The resources put together to create goods and services are,working capital,producer goods,factors of production,consumer goods,C,https://myschool.ng/classroom/commerce/63291?exam_type=waec&exam_year=2022&type=obj&page=2
2022,2,7,objective,,,,Which of the following organizations provide essential goods and services at low cost to citizens?,Thrift societies,public enterprises,private companies,cooperative societies,B,https://myschool.ng/classroom/commerce/63293?exam_type=waec&exam_year=2022&type=obj&page=2
2022,2,8,objective,,,,A group of sellers who pool their resources to buy goods in large quantities and sell to its members is a,wholesale cooperative society,thrift and credit society,consumer cooperative society,chamber of commerce,A,https://myschool.ng/classroom/commerce/63314?exam_type=waec&exam_year=2022&type=obj&page=2
2022,2,9,objective,,,,Average stock is derived by adding,closing stock to purchases divided by 2,closing stock to opening stock,opening stock to closing stock divided by 2,opening stock to purchases,C,https://myschool.ng/classroom/commerce/63317?exam_type=waec&exam_year=2022&type=obj&page=2
2022,2,10,objective,,,,"A retail business that sells goods by post, using catalogues is a",chain store,department store,mail order firm,shopping mall,C,https://myschool.ng/classroom/commerce/63318?exam_type=waec&exam_year=2022&type=obj&page=2
