Year,Page,Question_Number,Question_Type,Instruction,Diagram_Context,Image_URLs,Question,OptionA,OptionB,OptionC,OptionD,Answer,Detail_URL
2024,1,1,objective,,,,The vacuum and silvered wall surfaces of a vacuum flask walls are respectively,minimize conduction and convection and prevent radiation,prevent conduction and convection and minimize radiation,prevent conduction and minimize convection and radiation,minimize convection and prevent conduction and radiation,B,https://myschool.ng/classroom/physics/72005?exam_type=waec&exam_year=2024&type=obj&page=1
2024,1,2,objective,,,,The magnitude of the acceleration of a moving object is equal to the,gradient of a displacement-time graph,gradient of a velocity-time graph,area below a force-time graph,area below a velocity-time graph,B,https://myschool.ng/classroom/physics/72008?exam_type=waec&exam_year=2024&type=obj&page=1
2024,1,3,objective,,,,In which of the following states is MAXIMUM pressure exerted on a person,Standing on two feet,Standing on one foot,Lying on the floor,Kneeling on the floor,B,https://myschool.ng/classroom/physics/72010?exam_type=waec&exam_year=2024&type=obj&page=1
2024,1,4,objective,,,,What are cathode rays?,Stream of electrons,Beam of neutrons,Beam of protons,Stream of alpha particles,A,https://myschool.ng/classroom/physics/72012?exam_type=waec&exam_year=2024&type=obj&page=1
2024,1,5,objective,,,,The capacitance of a parallel plate capacitor,decreases when the temperature between the plates decreases,increases when the potential difference between the plates is increased,is greater without a dielectric between the plates than with dielectric,is greater with dielectric between the plates than without dielectric.,D,https://myschool.ng/classroom/physics/72015?exam_type=waec&exam_year=2024&type=obj&page=1
2024,2,6,diagram-based,,,https://myschool.ng/storage/classroom/eopk4pYRi8gfdp9830a9vfdJbC9LEVqNleR53xCS.png,The diagram above illustrates the motion of a cyclist from P to R. The distance travelled is determined by the,area under QR,area under PQR,gradient of PQR,gradient of QR,B,https://myschool.ng/classroom/physics/72022?exam_type=waec&exam_year=2024&type=obj&page=2
2024,2,7,objective,,,,A ray of light travels from a less dense medium to a denser medium. How are the speed and frequency of the light affected? The speed,Increases and the frequency increases,decreases and the frequency decreases,increases and the frequency remains the same,decreases and the frequency remains the same,D,https://myschool.ng/classroom/physics/72026?exam_type=waec&exam_year=2024&type=obj&page=2
2024,2,8,diagram-based,,,,The function of a fuse in an electric circuit is to,break the circuit when the current exceeds a certain value,save energy by reducing voltage,ensure that the current in the circuit exceeds a certain value,save energy by reducing the current,A,https://myschool.ng/classroom/physics/72027?exam_type=waec&exam_year=2024&type=obj&page=2
2024,2,9,objective,,,,A body moves with uniform velocity when the resultant force on it is,greater than the frictional force acting on it,less than the frictional force acting on it,equal to zero,equal to unity,C,https://myschool.ng/classroom/physics/72028?exam_type=waec&exam_year=2024&type=obj&page=2
2024,2,10,objective,,,,The law of conservation of momentum is stated for closed and isolated system. What are the two conditions for a system to be closed and isolated?,No external force acts on the system and there is no change in mass of the system.,No external force acts on the system and there is a gain in mass.,No external force acts on the system and there is a loss in mass.,An external force acts on the system and there is no change in mass.,A,https://myschool.ng/classroom/physics/72030?exam_type=waec&exam_year=2024&type=obj&page=2
2024,3,11,calculation,,,,A stone of mass 200 g attached to a string is made to revolve in a horizontal circle of radius 1.5 m at a steady speed of 5 m/s. Calculate the tension in the string at the bottom of the circle.,5.3 N,3.3 N,2.0 N,1.3 N,A,https://myschool.ng/classroom/physics/72033?exam_type=waec&exam_year=2024&type=obj&page=3
2024,3,12,objective,,,,"To convert a milli-ammeter to an ammeter, a resistor of low value is necessary to connect a resistor of",low value in series with it,high value in series with it,low value in parallel with it,high value in parallel with it,C,https://myschool.ng/classroom/physics/72038?exam_type=waec&exam_year=2024&type=obj&page=3
2024,3,13,objective,,,,An object is placed 1.5 m from a plane mirror. How far is the image from the object?,3.0 m,1.3 m,1.0 m,0.3 m,A,https://myschool.ng/classroom/physics/72039?exam_type=waec&exam_year=2024&type=obj&page=3
2024,3,14,objective,,,,Chromatic aberration in lenses can be corrected by using a combination of,diverging and converging lenses.,an opaque material to cover the rims of lenses.,wide parallel beams on the lenses' surface.,a thin convex lens.,A,https://myschool.ng/classroom/physics/72040?exam_type=waec&exam_year=2024&type=obj&page=3
2024,3,15,calculation,,,,A cube of water with side 10.0 cm floats vertically in water with 4.5 cm its length submerged. Calculate the density of the wood. [Density of water = 1 g/cm\(^3\); D = 0.090 g/cm\(^3\)],0.090 g/cm\(^3\),0.450 g/cm\(^3\),0.230 g/cm\(^3\),0.0450 g/cm\(^3\),B,https://myschool.ng/classroom/physics/72041?exam_type=waec&exam_year=2024&type=obj&page=3
2024,4,16,objective,,,,A temperature of 60º C is equivalent to,25ºF,140ºF,50ºF,108ºF,B,https://myschool.ng/classroom/physics/72045?exam_type=waec&exam_year=2024&type=obj&page=4
2024,4,17,objective,,,,All of the following uses are practical applications of x-ray except,the treatment of tumors,determining the depth of a mine,dental operation,detecting fractures in bones,B,https://myschool.ng/classroom/physics/72046?exam_type=waec&exam_year=2024&type=obj&page=4
2024,4,18,calculation,,,,Two isolated charged spheres each of magnitude + 1.0 x 10\(^{-6}\) C are seperated by a distance of 2.0 x 10\(^{-1}\) m. Calculate the magnitude of the electrostatic force between them [K = \(\frac{1}{4\pi \epsilon_o}\) = 9 x 10\(^9\)Nm\(^2\)C\(^{-2}\)],2.25 x 10\(^{-1}\)N,4.50 x 10\(^{-1}\)N,2.25 x 10\(^1\)N,4.50 x 10\(^1\)N,A,https://myschool.ng/classroom/physics/72047?exam_type=waec&exam_year=2024&type=obj&page=4
2024,4,19,diagram-based,,,https://myschool.ng/storage/classroom/9gJT68joJ0lFU6MnrzOvjRIvOnBDoxA6P2f6abZ7.png,"In the circuit diagram above, which lamp causes the other to go off?",P,Q,R,S,D,https://myschool.ng/classroom/physics/72049?exam_type=waec&exam_year=2024&type=obj&page=4
2024,4,20,calculation,,,,A particle of mass 3.6 x 10\(^{-6}\)kg revolving around the earth has a radial acceleration of 4.3 x 10\(^7\)ms\(^{-2}\). Calculate the centripetal force of the particle.,1.55 x 10\(^2\)N,2.00 x 10\(^{-2}\)N,6.25 x 10\(^{-14}\)N,1.00 x 10\(^2\)N,A,https://myschool.ng/classroom/physics/72051?exam_type=waec&exam_year=2024&type=obj&page=4
