Year,Page,Question_Number,Question_Type,Instruction,Comprehension_Passage,Image_URLs,Question,OptionA,OptionB,OptionC,OptionD,Answer,Detail_URL
2020,1,1,theory,,,,Commerce is defined as,buying and selling of goods and services only,all activities in the distribution and exchange of goods and services,all activities involved in the production of goods and services,transporting and warehousing of goods only,B,https://myschool.ng/classroom/commerce/57302?exam_type=waec&exam_year=2020&type=obj&page=1
2020,1,2,objective,,,,The types of occupation that a broker belongs to is?,commercial,construction,extraction,manufacturing,A,https://myschool.ng/classroom/commerce/57304?exam_type=waec&exam_year=2020&type=obj&page=1
2020,1,3,objective,,,,A form of money which was not used in the early days to trade is?,tobacco,metal bars,cowries,coins,C,https://myschool.ng/classroom/commerce/57307?exam_type=waec&exam_year=2020&type=obj&page=1
2020,1,4,practical,,,,Which of the following activities is not an example of the extractive industry?,weaving,quarrying,hunting,fishing,A,https://myschool.ng/classroom/commerce/57310?exam_type=waec&exam_year=2020&type=obj&page=1
2020,1,5,objective,,,,The factor of production which bear all the risk of the business is?,capital,entrepreneurship,labour,land,B,https://myschool.ng/classroom/commerce/57316?exam_type=waec&exam_year=2020&type=obj&page=1
2020,2,6,objective,,,,production is complete when product reach the?,warehouses,users,retailers,shops,B,https://myschool.ng/classroom/commerce/57317?exam_type=waec&exam_year=2020&type=obj&page=2
2020,2,7,objective,,,,A partner whose name is used to boost the image of the business and does not contribute capital is a?,dormant partner,general partner,limited partner,nominal partner,D,https://myschool.ng/classroom/commerce/57321?exam_type=waec&exam_year=2020&type=obj&page=2
2020,2,8,objective,,,,One advantage of sole proprietorship is that?,access to large capital is easy,decisions are made promptly,business risks are spread,continuity of business is assured,B,https://myschool.ng/classroom/commerce/57324?exam_type=waec&exam_year=2020&type=obj&page=2
2020,2,9,objective,,,,A business unit in which savings of members are lent to others is a?,consumer cooperative society,producer cooperative society,credit and thrift society,wholesale cooperative society,C,https://myschool.ng/classroom/commerce/57328?exam_type=waec&exam_year=2020&type=obj&page=2
2020,2,10,objective,,,,The document issued to a public company allowing it to commence business is the?,Article of association,certificate of incorporation,memorandum of association,certificate of trading,D,https://myschool.ng/classroom/commerce/57332?exam_type=waec&exam_year=2020&type=obj&page=2
