Year,Page,Question_Number,Question_Type,Instruction,Diagram_Context,Image_URLs,Question,OptionA,OptionB,OptionC,OptionD,Answer,Detail_URL
2017,1,1,general,,,,Economics is regarded as a science because?,its issues can be easily verified by reference to facts,it adopts scientific methods in making its analysis,its issues are relevant for national development,its subject matter studies human behaviour,B,https://myschool.ng/classroom/economics/49233?exam_type=waec&exam_year=2017&type=obj&page=1
2017,1,2,microeconomics,,,,the opportunity cost of a worker going to the university is,"tuition, fees and books",boarding and lodging,the wages given up to attend the university,transportation and entertainment,C,https://myschool.ng/classroom/economics/49236?exam_type=waec&exam_year=2017&type=obj&page=1
2017,1,3,general,,,,which of the following items is not an example of circulating capital,raw material,money,fuel,machinery,D,https://myschool.ng/classroom/economics/49239?exam_type=waec&exam_year=2017&type=obj&page=1
2017,1,4,microeconomics,,,,"in a market economy, the problem of what goods to produced is solved primarily by",directives of the government,the pattern of consumers spending,producers of consumer goods,people producing what they want,B,https://myschool.ng/classroom/economics/49244?exam_type=waec&exam_year=2017&type=obj&page=1
2017,1,5,general,,,,"if the weight of five puppies in kilograms are 3.5, 3.0, 4.2, 5.0 and 4.3, then mean weight of the puppies is?",3.5 kg,4.0 kg,4.2 kg,5.0 kg,B,https://myschool.ng/classroom/economics/49253?exam_type=waec&exam_year=2017&type=obj&page=1
2017,2,6,microeconomics,,,,"if the coefficient of cross elasticity of demand for goods Y and Z is positive, the two goods are?",complements,substitutes,luxurious,inferior,B,https://myschool.ng/classroom/economics/49256?exam_type=waec&exam_year=2017&type=obj&page=2
2017,2,7,microeconomics,,,,The difference between demand and wants is in the,desire for the commodity,significance of the commodity,ability to pay for the commodity,economic value of the commodity,C,https://myschool.ng/classroom/economics/49258?exam_type=waec&exam_year=2017&type=obj&page=2
2017,2,8,microeconomics,,,,A demand curve parallel to the Y-axis indicates,fairly elastic demand,perfectly elastic demand,perfectly inelastic,fairly inelastic demand,C,https://myschool.ng/classroom/economics/49259?exam_type=waec&exam_year=2017&type=obj&page=2
2017,2,9,microeconomics,,,,which of the following is an example of derived demand,textbook,labour,staple food,mobile phone,B,https://myschool.ng/classroom/economics/49264?exam_type=waec&exam_year=2017&type=obj&page=2
2017,2,10,microeconomics,,,,A rightward shift in the supply curve of a commodity is brought about by an increase in?,the level of technology,the price of the commodity,cost of production,taxation,B,https://myschool.ng/classroom/economics/49266?exam_type=waec&exam_year=2017&type=obj&page=2
2017,3,11,microeconomics,,,,Effective supply is the total amount of a commodity,from a single producer,in the warehouse of producers,offered for sale at a market place,produced for the market,C,https://myschool.ng/classroom/economics/49270?exam_type=waec&exam_year=2017&type=obj&page=3
2017,3,12,microeconomics,,,,price elasticity of supply can be influenced by the following factors except?,time period,cost of production,size of consumer income,nature of the product,D,https://myschool.ng/classroom/economics/49273?exam_type=waec&exam_year=2017&type=obj&page=3
2017,3,13,microeconomics,,,,increase in the supply of a product can be caused by?,change and taste and fashion of consumers,increase in the income of consumers,a fall in the cost of production,increase in the price of a product,C,https://myschool.ng/classroom/economics/49282?exam_type=waec&exam_year=2017&type=obj&page=3
2017,3,14,calculation,,,,a rational consumer will purchase a product whose price is?,greater than his marginal utility,less than his marginal utility,equal to his marginal utility,equal to his total utility,C,https://myschool.ng/classroom/economics/49283?exam_type=waec&exam_year=2017&type=obj&page=3
2017,3,15,microeconomics,,,,parallel markets are usually the results of,excess supply,the activities of rich individuals,price legislation,inadequate information,C,https://myschool.ng/classroom/economics/49284?exam_type=waec&exam_year=2017&type=obj&page=3
2017,4,16,microeconomics,,,,Another term for equilibrium price is?,price floor,demand price,market clearing price,satisfactory price,C,https://myschool.ng/classroom/economics/49285?exam_type=waec&exam_year=2017&type=obj&page=4
2017,4,17,microeconomics,,,,"when a firm is enjoying internal economies of scale, its?",total cost of production is increasing,average fixed cost is rising continuously,average cost of production decreases as output increases,average revenue and marginal revenue are decreasing,C,https://myschool.ng/classroom/economics/49287?exam_type=waec&exam_year=2017&type=obj&page=4
2017,4,18,general,,,,The specialization of labour enhances production because people?,can concentrate on all goods,can efficiently produce their own needs,can save time and produce more,become experts in all areas of production,D,https://myschool.ng/classroom/economics/49292?exam_type=waec&exam_year=2017&type=obj&page=4
2017,4,19,calculation,,,,which of the following can be added to a firm's profit to obtain total revenue,total variable cost,total fixed cost,marginal cost,total revenue,D,https://myschool.ng/classroom/economics/49298?exam_type=waec&exam_year=2017&type=obj&page=4
2017,4,20,microeconomics,,,,The amount of money that a firm recieves from the sales of its output is called,total profit,total revenue,total cost,average revenue,B,https://myschool.ng/classroom/economics/49301?exam_type=waec&exam_year=2017&type=obj&page=4
2017,5,21,general,,,,which of the following is trueof the monopolist,his average revenue curve is horizontal,He determines both price and output,his demand and marginal revenue curve are the same,he determines either price or output,B,https://myschool.ng/classroom/economics/49306?exam_type=waec&exam_year=2017&type=obj&page=5
2017,5,22,general,,,,Equity shares form the bulk of the capital of a?,private firm,public company,statutory company,limited partnership,B,https://myschool.ng/classroom/economics/49309?exam_type=waec&exam_year=2017&type=obj&page=5
2017,5,23,microeconomics,,,,"if a state owned firm is sold through the stock market, the organisation becomes?",partnership,private company,public limited company,public corporation,C,https://myschool.ng/classroom/economics/49314?exam_type=waec&exam_year=2017&type=obj&page=5
2017,5,24,general,,,,The total number of people of working age who are willing and prepared to work at a given wage rate is the,labour force,supply of labour,demand of labour,occupational demand for labour,A,https://myschool.ng/classroom/economics/49316?exam_type=waec&exam_year=2017&type=obj&page=5
2017,5,25,general,,,,A civil engineer who accepts to teach elementary science in a primary school because he cannot get a paid engineering job is an example of?,structural unemployment,disguised unemployment,residual unemployment,frictional unemployment,A,https://myschool.ng/classroom/economics/49317?exam_type=waec&exam_year=2017&type=obj&page=5
