Year,Page,Question_Number,Question_Type,Instruction,Diagram_Context,Image_URLs,Question,OptionA,OptionB,OptionC,OptionD,Answer,Detail_URL
2021,1,1,advanced-algebra,,,,Simplify ( \(\frac{1}{2 - √3}\) + \(\frac{2}{2 + √3}\) )\(^{-1}\),\(\frac{-1}{33}\)(6 + √3),\(\frac{-1}{33}\)(6 - √3),\(\frac{1}{33}\)(6 + √3),\(\frac{1}{33}\)(6 - √3),C,https://myschool.ng/classroom/further-mathematics/61583?exam_type=waec&exam_year=2021&type=obj&page=1
2021,1,2,advanced-algebra,,,,For what range of values of x is x\(^2\) - 2x - 3 ≤ 0,{x: -1 ≤ x ≤ 3},{ x: -3 ≤ x ≤ 1},{ x: -3 ≤ x ≤ -1},{ x: 1 ≤ x ≤ 3},A,https://myschool.ng/classroom/further-mathematics/61584?exam_type=waec&exam_year=2021&type=obj&page=1
2021,1,3,vectors-matrices,,,,"Given that M = \(\begin{pmatrix} 3 & 2 \\ -1 & 4 \end{pmatrix}\) and N = \(\begin{pmatrix} 5 & 6 \\ -2 & -3 \end{pmatrix}\), calculate (3M - 2N)",\(\begin{pmatrix} 1 & 6 \\ 1 & 18 \end{pmatrix}\),\(\begin{pmatrix} -1 & -6 \\ 1 & 18 \end{pmatrix}\),\(\begin{pmatrix} 1 & 6 \\ -1 & -18 \end{pmatrix}\),\(\begin{pmatrix} -1 & -6 \\ -1 & -18 \end{pmatrix}\),B,https://myschool.ng/classroom/further-mathematics/61585?exam_type=waec&exam_year=2021&type=obj&page=1
2021,1,4,advanced-algebra,,,,Simplify \(\frac{1}{3}\) log8 + \(\frac{1}{3}\) log 64 - 2 log6,log \(\frac{2}{7}\),log 2,log \(\frac{2}{9}\),log 9,C,https://myschool.ng/classroom/further-mathematics/61586?exam_type=waec&exam_year=2021&type=obj&page=1
2021,1,5,advanced-algebra,,,,Solve (\(\frac{1}{9}\))\(^{x + 2}\) = 243\(^{x - 2}\),\(\frac{7}{5}\),\(\frac{6}{7}\),\(\frac{-7}{6}\),\(\frac{-6}{7}\),B,https://myschool.ng/classroom/further-mathematics/61587?exam_type=waec&exam_year=2021&type=obj&page=1
2021,2,6,advanced-algebra,,,,g(x) = 2x + 3 and f(x) = 3x\(^2\) - 2x + 4 find f {g (-3)}.,37,1,-3,-179,A,https://myschool.ng/classroom/further-mathematics/61588?exam_type=waec&exam_year=2021&type=obj&page=2
2021,2,7,sequences-series,,,,"Using binomial expansion of ( 1 + x)\(^6\) = 1 + 6x + 15x\(^2\) + 20x\(^3\) + 6x\(^5\) + x)\(^6\), find, correct to three decimal places, the value of (1.998))\(^6\)",63.616,63.167,62.628,62.629,B,https://myschool.ng/classroom/further-mathematics/61589?exam_type=waec&exam_year=2021&type=obj&page=2
2021,2,8,advanced-algebra,,,,In how many ways can 8 persons be seated on a bench if only three seats are available?,100,125,336,427,C,https://myschool.ng/classroom/further-mathematics/61590?exam_type=waec&exam_year=2021&type=obj&page=2
2021,2,9,advanced-algebra,,,,"If α and β are the roots of 3x\(^2\) - 7x + 6 = 0, find \(\frac{1}{α}\) + \(\frac{1}{β}\)",\(\frac{7}{6}\),\(\frac{7}{3}\),\(\frac{14}{5}\),\(\frac{14}{3}\),A,https://myschool.ng/classroom/further-mathematics/61591?exam_type=waec&exam_year=2021&type=obj&page=2
2021,2,10,advanced-algebra,,,,"If f(x) = 4x\(^3\) + px\(^2\) + 7x - 23 is divided by (2x -5), the remainder is 7. find the value of p",-7.0,-8.0,-9.6,9,B,https://myschool.ng/classroom/further-mathematics/61592?exam_type=waec&exam_year=2021&type=obj&page=2
2021,3,11,advanced-algebra,,,,"For what value of k is 4x\(^2\) - 12x + k, a perfect square?",-9,\(\frac{-9}{4}\),\(\frac{9}{4}\),9,D,https://myschool.ng/classroom/further-mathematics/61593?exam_type=waec&exam_year=2021&type=obj&page=3
2021,3,12,advanced-algebra,,,,"A binary operation * is defined on the set of real numbers, R, by P * q = \(\frac{q^2 - p^2}{2pq}\). Find 3 * 2",\(\frac{13}{12}\),\(\frac{5}{12}\),-\(\frac{5}{12}\),\(\frac{-1}{2}\),,https://myschool.ng/classroom/further-mathematics/61595?exam_type=waec&exam_year=2021&type=obj&page=3
2021,3,13,vectors-matrices,,,,Find the inverse of \(\begin{pmatrix} 4 & 2 \\ -3 & -2 \end{pmatrix}\),\(\begin{pmatrix} 1 & 1 \\ -1.5 & -2 \end{pmatrix}\),\(\begin{pmatrix} 1 & -1 \\ 1.5 & -2 \end{pmatrix}\),\(\begin{pmatrix} -2 & 1 \\ 1.5 & 1 \end{pmatrix}\),\(\begin{pmatrix} -2 & -1 \\ 1.5 & 1 \end{pmatrix}\),A,https://myschool.ng/classroom/further-mathematics/61649?exam_type=waec&exam_year=2021&type=obj&page=3
2021,3,14,advanced-algebra,,,,"Given that P = { x: 0 ≤ x ≤ 36, x is a factor of 36 divisible by 3} and Q = { x: 0 ≤ x ≤ 36, x is an even number and a perfect square}, find P n Q.","{1,4,9,36}","{3,9.36}","{9,36}",{36},D,https://myschool.ng/classroom/further-mathematics/61650?exam_type=waec&exam_year=2021&type=obj&page=3
2021,3,15,advanced-algebra,,,,"A body of mass 15kg is placed on a smooth plane which is inclined at 60° to the horizontal. If the box is at rest, calculate the normal reaction to the plane. [ Take g = 10m/s\(^2\) ]",129.9N,75N,60.0N,7.5N,B,https://myschool.ng/classroom/further-mathematics/61651?exam_type=waec&exam_year=2021&type=obj&page=3
2021,4,16,advanced-algebra,,,,A fair die is tossed 60 times and the results are recorded in the table Number of die123456Frequency1510142811 Find the probability of obtaining a prime number.,\(\frac{7}{30}\),\(\frac{1}{6}\),\(\frac{7}{15}\),\(\frac{8}{15}\),D,https://myschool.ng/classroom/further-mathematics/61652?exam_type=waec&exam_year=2021&type=obj&page=4
2021,4,17,advanced-algebra,,,,"If 2y\(^2\) + 7 = 3y - xy, find \(\frac{dy}{dx}\)",\(\frac{-y}{4x+y-3}\),\(\frac{y}{4x+y-3}\),\(\frac{y}{4x+x-3}\),\(\frac{ -y}{4y+ x -3}\),D,https://myschool.ng/classroom/further-mathematics/61655?exam_type=waec&exam_year=2021&type=obj&page=4
2021,4,18,mechanics,,,,"Three forces, F\(_1\) (8N, 030°), F\(_2\) (10N, 150° ) and F\(_3\) ( KN, 240° )are in equilibrium. Find the value of N",5√3,6√2,6√3,9√3,C,https://myschool.ng/classroom/further-mathematics/61662?exam_type=waec&exam_year=2021&type=obj&page=4
2021,4,19,advanced-algebra,,,,"In **△PQR,** \(\overline{PQ}\) = 5i - 2j and \(\overline{QR}\) = 4i + 3j. Find \(\overline{RP}\).",-i - 5j,-9 - j,i + 5j,-9i + j,A,https://myschool.ng/classroom/further-mathematics/61664?exam_type=waec&exam_year=2021&type=obj&page=4
2021,4,20,advanced-algebra,,,,"A stone is thrown vertically upward and distance, S metres after t seconds is given by S = 12t + \(\frac{5}{2t^2}\) - t\(^3\). Calculate the maximum height reached.",418.5m,56.0m,31.5m,30.0m,C,https://myschool.ng/classroom/further-mathematics/61666?exam_type=waec&exam_year=2021&type=obj&page=4
2021,5,21,advanced-algebra,,,,"A stone is thrown vertically upward and distance, S metres after t seconds is given by S = 12t + \(\frac{5}{2t^2}\) - t\(^3\). Calculate the distance travelled in the third second.",5.5m,14.5m,26.0m,30.0m,A,https://myschool.ng/classroom/further-mathematics/61668?exam_type=waec&exam_year=2021&type=obj&page=5
2021,5,22,advanced-algebra,,,,"Given that F\(^1\)(x) = x\(^3\) √x, find f(x)",\(\frac{2x^{9/2}}{9}\) + c,2\(x^{\frac{9}{2}}\) + c,\(\frac{2x^{\frac{5}{2}}}{5}\),x\(^4\) + c,A,https://myschool.ng/classroom/further-mathematics/61669?exam_type=waec&exam_year=2021&type=obj&page=5
2021,5,23,advanced-algebra,,,,"If ( 1- 2x)\(^4\) = 1 + px + qx\(^2\) - 32x\(^3\) + 16\(^4\), find the value of (q - p)",-32,-16,16,32,D,https://myschool.ng/classroom/further-mathematics/61671?exam_type=waec&exam_year=2021&type=obj&page=5
2021,5,24,advanced-algebra,,,,"If sin x = \(\frac{12}{13}\) and sin y = \(\frac{4}{5}\), where x and y are acute angles, find cos (x + y)",\(\frac{48}{65}\),\(\frac{13}{15}\),\(\frac{-33}{65}\),\(\frac{-48}{65}\),C,https://myschool.ng/classroom/further-mathematics/61675?exam_type=waec&exam_year=2021&type=obj&page=5
2021,5,25,advanced-algebra,,,,The first term of an AP is 4 and the sum of the first three terms is 18. Find the product of the first three terms,292,272,192,172,C,https://myschool.ng/classroom/further-mathematics/61679?exam_type=waec&exam_year=2021&type=obj&page=5
2021,6,26,advanced-algebra,,,,A committee consists of 6 boys and 4 girls. In how many ways can a sub-committee consisting of 3 boys and 2 girls be formed if one particular boy and one particular girl must be on the sub-committee?,120,80,56,30,D,https://myschool.ng/classroom/further-mathematics/61683?exam_type=waec&exam_year=2021&type=obj&page=6
2021,6,27,advanced-algebra,,,,"If √5 cosx + √15sinx = 0, for 0° < x < 360°, find the values of x.",30° and 150°,150° and 210°,150° and 330°,210° and 330°,C,https://myschool.ng/classroom/further-mathematics/61688?exam_type=waec&exam_year=2021&type=obj&page=6
2021,6,28,advanced-algebra,,,,"If 2i +pj and 4i -2j are perpendicular, find the value of p.",2,3,4,5,C,https://myschool.ng/classroom/further-mathematics/61689?exam_type=waec&exam_year=2021&type=obj&page=6
2021,6,29,advanced-algebra,,,,"Consider the following statements: X: Benita is polite y: Benita is neat z: Benita is intelligent Which of the following symbolizes the statement: ""Benita is neat if and only if she is neither polite nor intelligent""?",y⟺ ~x v z,y⟺ ~x v ~z,y⟺ ~x ^ ~z,y⟺ ~x ^ z,C,https://myschool.ng/classroom/further-mathematics/61690?exam_type=waec&exam_year=2021&type=obj&page=6
2021,6,30,advanced-algebra,,,,"A bag contains 8 red, 4 blue and 2 green identical balls. Two balls are drawn randomly from the bag without replacement. Find the probability that the balls drawn are red and blue. A. 12/91 B. C. D.",12/91,16/91,30/91,32/91,,https://myschool.ng/classroom/further-mathematics/61691?exam_type=waec&exam_year=2021&type=obj&page=6
2021,7,31,calculus,,,,The gradient ofy= 3x\(^2\) + 11x + 7 at P(x.y) is -1. Find the coordinates of P.,"(-3, -2)","(-2,-3)","(-2,3)",,B,https://myschool.ng/classroom/further-mathematics/61692?exam_type=waec&exam_year=2021&type=obj&page=7
2021,7,32,advanced-algebra,,,,"Find the equation of the normal to the curve y= 2x\(^2\) - 5x + 10 at P(1, 7).",y+x-3 =0,y-x+6=0,y - x - 6=0,y -x+ 3 =0,C,https://myschool.ng/classroom/further-mathematics/61693?exam_type=waec&exam_year=2021&type=obj&page=7
2021,7,33,calculus,,,,Find the value of the derivative of y = 3x\(^2\) (2x +1) with respect to x at the point x = 2.,72,84,96,120,B,https://myschool.ng/classroom/further-mathematics/61694?exam_type=waec&exam_year=2021&type=obj&page=7
2021,7,34,advanced-algebra,,,,Find the radius of the circle 2x\(^2\) - 4x + 2y\(^2\) - 6y -2 = 0.,\(\frac{17}{4}\),\(\frac{17}{2}\),\(\frac{17}{\sqrt{2}}\),\(\frac{\sqrt{17}}{2}\),D,https://myschool.ng/classroom/further-mathematics/61695?exam_type=waec&exam_year=2021&type=obj&page=7
2021,7,35,advanced-algebra,,,,"Given that f: x --> x\(^2\) - x + 1 is defined on the Set Q = { x : 0 ≤ x < 20, x is a multiple of 5}. find the set of range of F.","{21, 91, 221}","{21, 91, 221, 381}","{1,21, 91, 221}","{1,21, 91, 221,381}",A,https://myschool.ng/classroom/further-mathematics/61696?exam_type=waec&exam_year=2021&type=obj&page=7
2021,8,36,advanced-algebra,,,,"If \(\frac{15 - 2x}{(x+4)(x-3)}\) = \(\frac{R}{(x+4)}\) + \(\frac{9}{(x-3)}\), find the value of R",\(\frac{-32}{7}\),\(\frac{-23}{7}\),\(\frac{23}{7}\),\(\frac{32}{7}\),B,https://myschool.ng/classroom/further-mathematics/61697?exam_type=waec&exam_year=2021&type=obj&page=8
2021,8,37,advanced-algebra,,,,The table shows the distribution of marks obtained by some students in a test Marks0-910-1920-2930-3940-49Frequency4121662 What is the upper class boundary of the upper quartile class?,49.5,39.5,29.5,19.5,C,https://myschool.ng/classroom/further-mathematics/61698?exam_type=waec&exam_year=2021&type=obj&page=8
2021,8,38,advanced-algebra,,,,The table shows the distribution of marks obtained by some students in a test Marks0-910-1920-2930-3940-49Frequency4121662 Find the modal class mark.,4.5,14.5,24.5,34.5,C,https://myschool.ng/classroom/further-mathematics/61699?exam_type=waec&exam_year=2021&type=obj&page=8
