Year,Page,Question_Number,Question_Type,Instruction,Diagram_Context,Image_URLs,Question,OptionA,OptionB,OptionC,OptionD,Answer,Detail_URL
2024,1,1,map-reading,,,https://myschool.ng/storage/classroom/b44nRh3ODbe849RQtfhVNGT6oeRv8VYvGheTNyGX.jpeg | https://myschool.ng/storage/classroom/GQijJGt69JkAEs8Ry43ZIJ2re2Lqdvavnup0Ewcu.jpeg | https://myschool.ng/storage/classroom/UMgaGE8UC0G01uOAzR1xM6psdn7w5GDUL82NbAvA.jpeg | https://myschool.ng/storage/serve/2sZxMb28vwJzG3eHEisOH92oDGpbXxzs8807aHtk.png | https://myschool.ng/storage/serve/9Dmy5U4sHxRuZ72pPfaVW4Pee0LWbVDhsWtUTDbQ.png | https://myschool.ng/storage/serve/bPQkdn3HjQoJibS2jBvlUfxZrF7dVBlO4PnfE6hs.png | https://myschool.ng/storage/classroom/Wi2xpo2CFVvw9DsB5Nj7f7D58P1abz2Q3WmsyBUq.jpeg | https://myschool.ng/storage/classroom/e2TYclLRFdts50mgw3xdtnyKPMZ6VDTQyEcxj8Rt.jpeg,Study the map of joja district and use it to answer this question What is the scale of the map in the statement form,1 centimeter on the map represents 2 kilometers on the ground,1 centimeter on the map represents 1 kilometer on the ground,1 centimeter on the map represents 1/2 kilometer on the ground,1 centimeter on the map represents a kilometer on the ground,,https://myschool.ng/classroom/geography/72714?exam_type=waec&exam_year=2024&type=obj&page=1
2024,1,2,map-reading,,,https://myschool.ng/storage/classroom/GQijJGt69JkAEs8Ry43ZIJ2re2Lqdvavnup0Ewcu.jpeg | https://myschool.ng/storage/classroom/b44nRh3ODbe849RQtfhVNGT6oeRv8VYvGheTNyGX.jpeg | https://myschool.ng/storage/classroom/UMgaGE8UC0G01uOAzR1xM6psdn7w5GDUL82NbAvA.jpeg | https://myschool.ng/storage/serve/2sZxMb28vwJzG3eHEisOH92oDGpbXxzs8807aHtk.png | https://myschool.ng/storage/serve/9Dmy5U4sHxRuZ72pPfaVW4Pee0LWbVDhsWtUTDbQ.png | https://myschool.ng/storage/serve/bPQkdn3HjQoJibS2jBvlUfxZrF7dVBlO4PnfE6hs.png | https://myschool.ng/storage/classroom/Wi2xpo2CFVvw9DsB5Nj7f7D58P1abz2Q3WmsyBUq.jpeg | https://myschool.ng/storage/classroom/e2TYclLRFdts50mgw3xdtnyKPMZ6VDTQyEcxj8Rt.jpeg,study the map of Jada district and use it to answer this question The contour interval on the mapped arc is,50 meters,100 meters,150 meters,200 meters,A,https://myschool.ng/classroom/geography/72718?exam_type=waec&exam_year=2024&type=obj&page=1
2024,1,3,map-reading,,,https://myschool.ng/storage/classroom/UMgaGE8UC0G01uOAzR1xM6psdn7w5GDUL82NbAvA.jpeg | https://myschool.ng/storage/classroom/b44nRh3ODbe849RQtfhVNGT6oeRv8VYvGheTNyGX.jpeg | https://myschool.ng/storage/classroom/GQijJGt69JkAEs8Ry43ZIJ2re2Lqdvavnup0Ewcu.jpeg | https://myschool.ng/storage/serve/2sZxMb28vwJzG3eHEisOH92oDGpbXxzs8807aHtk.png | https://myschool.ng/storage/serve/9Dmy5U4sHxRuZ72pPfaVW4Pee0LWbVDhsWtUTDbQ.png | https://myschool.ng/storage/serve/bPQkdn3HjQoJibS2jBvlUfxZrF7dVBlO4PnfE6hs.png | https://myschool.ng/storage/classroom/Wi2xpo2CFVvw9DsB5Nj7f7D58P1abz2Q3WmsyBUq.jpeg | https://myschool.ng/storage/classroom/e2TYclLRFdts50mgw3xdtnyKPMZ6VDTQyEcxj8Rt.jpeg,Study the map of the Jada district and use it to answer this question The future of the mouth of River Bala is likely to be a,waterfall,river capture,saddle,delta,D,https://myschool.ng/classroom/geography/72722?exam_type=waec&exam_year=2024&type=obj&page=1
2024,1,4,map-reading,,,https://myschool.ng/storage/classroom/Wi2xpo2CFVvw9DsB5Nj7f7D58P1abz2Q3WmsyBUq.jpeg | https://myschool.ng/storage/classroom/b44nRh3ODbe849RQtfhVNGT6oeRv8VYvGheTNyGX.jpeg | https://myschool.ng/storage/classroom/GQijJGt69JkAEs8Ry43ZIJ2re2Lqdvavnup0Ewcu.jpeg | https://myschool.ng/storage/classroom/UMgaGE8UC0G01uOAzR1xM6psdn7w5GDUL82NbAvA.jpeg | https://myschool.ng/storage/serve/2sZxMb28vwJzG3eHEisOH92oDGpbXxzs8807aHtk.png | https://myschool.ng/storage/serve/9Dmy5U4sHxRuZ72pPfaVW4Pee0LWbVDhsWtUTDbQ.png | https://myschool.ng/storage/serve/bPQkdn3HjQoJibS2jBvlUfxZrF7dVBlO4PnfE6hs.png | https://myschool.ng/storage/classroom/e2TYclLRFdts50mgw3xdtnyKPMZ6VDTQyEcxj8Rt.jpeg,Study the map of Jada districts and use it to answer this question What is the direction of Sasa from Moma?,north cast,south west,north west,south cast,B,https://myschool.ng/classroom/geography/72725?exam_type=waec&exam_year=2024&type=obj&page=1
2024,1,5,map-reading,,,https://myschool.ng/storage/classroom/e2TYclLRFdts50mgw3xdtnyKPMZ6VDTQyEcxj8Rt.jpeg | https://myschool.ng/storage/classroom/b44nRh3ODbe849RQtfhVNGT6oeRv8VYvGheTNyGX.jpeg | https://myschool.ng/storage/classroom/GQijJGt69JkAEs8Ry43ZIJ2re2Lqdvavnup0Ewcu.jpeg | https://myschool.ng/storage/classroom/UMgaGE8UC0G01uOAzR1xM6psdn7w5GDUL82NbAvA.jpeg | https://myschool.ng/storage/serve/2sZxMb28vwJzG3eHEisOH92oDGpbXxzs8807aHtk.png | https://myschool.ng/storage/serve/9Dmy5U4sHxRuZ72pPfaVW4Pee0LWbVDhsWtUTDbQ.png | https://myschool.ng/storage/serve/bPQkdn3HjQoJibS2jBvlUfxZrF7dVBlO4PnfE6hs.png | https://myschool.ng/storage/classroom/Wi2xpo2CFVvw9DsB5Nj7f7D58P1abz2Q3WmsyBUq.jpeg,Study the map of Joja district and use it to answer this question The highest point of the mapped area is approximately,325 meters,375 meters,390 meters,395 meters,A,https://myschool.ng/classroom/geography/72727?exam_type=waec&exam_year=2024&type=obj&page=1
2024,2,6,map-reading,,,https://myschool.ng/storage/classroom/E83axFi1B8kcJVBoyI90nzS2rEk4hGzNmVV6Kk5i.jpeg | https://myschool.ng/storage/classroom/jL2sGDhXN81GZzFEGDgMXSEj8OsElLVb1ARrokXd.jpeg | https://myschool.ng/storage/classroom/KAEJcGN6CqBeOjS0L3RGMyrJMc4KMMYfm4wJhlDL.jpeg | https://myschool.ng/storage/serve/2sZxMb28vwJzG3eHEisOH92oDGpbXxzs8807aHtk.png | https://myschool.ng/storage/serve/9Dmy5U4sHxRuZ72pPfaVW4Pee0LWbVDhsWtUTDbQ.png | https://myschool.ng/storage/serve/sae069zVtFT0YYhNWSpVyDjL19w7YFr4HE7JOx1E.png | https://myschool.ng/storage/classroom/9i1teAga2erzkPoQbGxIVb6X4MRZXAwJuUHBcZwC.jpeg,Study the map of Joja district and use it to answer this question Which part of the mapped area can coastal fishing be practiced?,south western,south eastern,north eastern,north western,C,https://myschool.ng/classroom/geography/72740?exam_type=waec&exam_year=2024&type=obj&page=2
2024,2,7,map-reading,,,https://myschool.ng/storage/classroom/jL2sGDhXN81GZzFEGDgMXSEj8OsElLVb1ARrokXd.jpeg | https://myschool.ng/storage/classroom/E83axFi1B8kcJVBoyI90nzS2rEk4hGzNmVV6Kk5i.jpeg | https://myschool.ng/storage/classroom/KAEJcGN6CqBeOjS0L3RGMyrJMc4KMMYfm4wJhlDL.jpeg | https://myschool.ng/storage/serve/2sZxMb28vwJzG3eHEisOH92oDGpbXxzs8807aHtk.png | https://myschool.ng/storage/serve/9Dmy5U4sHxRuZ72pPfaVW4Pee0LWbVDhsWtUTDbQ.png | https://myschool.ng/storage/serve/sae069zVtFT0YYhNWSpVyDjL19w7YFr4HE7JOx1E.png | https://myschool.ng/storage/classroom/9i1teAga2erzkPoQbGxIVb6X4MRZXAwJuUHBcZwC.jpeg,Study the map of Joja district and use it to answer this question The feature marked Q on the mapped area can be described as,meander,levee,elbow,oxbow lake,D,https://myschool.ng/classroom/geography/72744?exam_type=waec&exam_year=2024&type=obj&page=2
2024,2,8,map-reading,,,https://myschool.ng/storage/classroom/KAEJcGN6CqBeOjS0L3RGMyrJMc4KMMYfm4wJhlDL.jpeg | https://myschool.ng/storage/classroom/E83axFi1B8kcJVBoyI90nzS2rEk4hGzNmVV6Kk5i.jpeg | https://myschool.ng/storage/classroom/jL2sGDhXN81GZzFEGDgMXSEj8OsElLVb1ARrokXd.jpeg | https://myschool.ng/storage/serve/2sZxMb28vwJzG3eHEisOH92oDGpbXxzs8807aHtk.png | https://myschool.ng/storage/serve/9Dmy5U4sHxRuZ72pPfaVW4Pee0LWbVDhsWtUTDbQ.png | https://myschool.ng/storage/serve/sae069zVtFT0YYhNWSpVyDjL19w7YFr4HE7JOx1E.png | https://myschool.ng/storage/classroom/9i1teAga2erzkPoQbGxIVb6X4MRZXAwJuUHBcZwC.jpeg,Study the map of Joja district and use it to answer this question Which of the following settlements is likely to engage in fish processing,Lola,Sasa,Kako,Opom,B,https://myschool.ng/classroom/geography/72745?exam_type=waec&exam_year=2024&type=obj&page=2
2024,2,9,map-reading,,,https://myschool.ng/storage/classroom/9i1teAga2erzkPoQbGxIVb6X4MRZXAwJuUHBcZwC.jpeg | https://myschool.ng/storage/classroom/E83axFi1B8kcJVBoyI90nzS2rEk4hGzNmVV6Kk5i.jpeg | https://myschool.ng/storage/classroom/jL2sGDhXN81GZzFEGDgMXSEj8OsElLVb1ARrokXd.jpeg | https://myschool.ng/storage/classroom/KAEJcGN6CqBeOjS0L3RGMyrJMc4KMMYfm4wJhlDL.jpeg | https://myschool.ng/storage/serve/2sZxMb28vwJzG3eHEisOH92oDGpbXxzs8807aHtk.png | https://myschool.ng/storage/serve/9Dmy5U4sHxRuZ72pPfaVW4Pee0LWbVDhsWtUTDbQ.png | https://myschool.ng/storage/serve/sae069zVtFT0YYhNWSpVyDjL19w7YFr4HE7JOx1E.png,Study the map of Joja district and use it to answer this question What is the approximate bearing of Lola from Sasa?,63,154,206,334,B,https://myschool.ng/classroom/geography/72748?exam_type=waec&exam_year=2024&type=obj&page=2
2024,2,10,climate,,,https://myschool.ng/storage/classroom/E83axFi1B8kcJVBoyI90nzS2rEk4hGzNmVV6Kk5i.jpeg | https://myschool.ng/storage/classroom/jL2sGDhXN81GZzFEGDgMXSEj8OsElLVb1ARrokXd.jpeg | https://myschool.ng/storage/classroom/KAEJcGN6CqBeOjS0L3RGMyrJMc4KMMYfm4wJhlDL.jpeg | https://myschool.ng/storage/serve/2sZxMb28vwJzG3eHEisOH92oDGpbXxzs8807aHtk.png | https://myschool.ng/storage/serve/9Dmy5U4sHxRuZ72pPfaVW4Pee0LWbVDhsWtUTDbQ.png | https://myschool.ng/storage/serve/sae069zVtFT0YYhNWSpVyDjL19w7YFr4HE7JOx1E.png | https://myschool.ng/storage/classroom/9i1teAga2erzkPoQbGxIVb6X4MRZXAwJuUHBcZwC.jpeg,The table below shows the temperature and rainfall distribution of Station F. Study and use it to answer this question station F monthJanFebMarAprMayJunJulAugSepOctNovDecTemperature232429343635333133322823Rainfall(mm)00010108133187201187500 the annual rainfall recorded at Station F is,831 mm,813 mm,318 mm,,A,https://myschool.ng/classroom/geography/72757?exam_type=waec&exam_year=2024&type=obj&page=2
