Year,Page,Question_Number,Question_Type,Instruction,Diagram_Context,Image_URLs,Question,OptionA,OptionB,OptionC,OptionD,Answer,Detail_URL
2017,1,1,diagram-based,,,https://myschool.ng/storage/classroom/z9axoXv3j2uPZj5cCvnj20pWJ5SNS0to1jMjZUTG.jpeg,The diagram above is a micrometer screw gauge. Determine its reading.,2.44mm,2.46mm,2.86mm,2.96mm,B,https://myschool.ng/classroom/physics/49910?exam_type=waec&exam_year=2017&type=obj&page=1
2017,1,2,objective,,,,Which of the following is the dimension for impulse?,MLT\(^{-1}\),MLT\(^{-2}\),MLT,ML,A,https://myschool.ng/classroom/physics/49912?exam_type=waec&exam_year=2017&type=obj&page=1
2017,1,3,calculation,,,,A body accelerates uniformly from rest at 2\(ms^{-2}\). Calculate its velocity when it has travelled a distance of 9m.,3.0\(ms^{-1}\),4.5\(ms^{-1}\),6.0\(ms^{-1}\),18.0\(ms^{-1}\),C,https://myschool.ng/classroom/physics/49913?exam_type=waec&exam_year=2017&type=obj&page=1
2017,1,4,objective,,,,Which of the following statements about matter is not correct?,Molecules of solids move more freely than molecules of liquids and gases,Molecules of solids are more closely packed than those of liquids,Energy is required to break the intermolecular forces of attraction between molecules,Molecules of liquids move about within the liquid and they are in constant motion,A,https://myschool.ng/classroom/physics/49916?exam_type=waec&exam_year=2017&type=obj&page=1
2017,1,5,objective,,,,"A ball is projected horizontally from the top of a tower. Neglecting air resistance, which of the following statements about its motion is/are correct? I. Vertical acceleration on the ball decreases as it falls II. The vertical force on the ball remains constant III. The vertical speed of the ball increases as it falls",I only,II only,I and II only,II and III only,D,https://myschool.ng/classroom/physics/49922?exam_type=waec&exam_year=2017&type=obj&page=1
2017,2,6,diagram-based,,,https://myschool.ng/storage/classroom/1NnIiZ6AY25BLmvCb6fd7rFp0ME5RuoePckUh5aO.jpeg,"Two forces 100N and 60N act on an object of mass 10kg as illustrated in the diagram above. Neglecting friction, calculate the acceleration of the object.",4.0\(ms^{-2}\),13.4\(ms^{-2}\),16.0\(ms^{-2}\),22.6\(ms^{-2}\),B,https://myschool.ng/classroom/physics/49934?exam_type=waec&exam_year=2017&type=obj&page=2
2017,2,7,calculation,,,,"A body weighing 14N in air is partially immersed in water. If the mass of water displaced in the process is 200g, calculate the upthrust on the body. [g=10\(m/s^{2}\)]",2.0N,3.0N,3.5N,7.0N,A,https://myschool.ng/classroom/physics/49940?exam_type=waec&exam_year=2017&type=obj&page=2
2017,2,8,objective,,,,Which of the following processes is not a surface phenomenon?,Condensation,Evaporation,Photo Emission,Thermionic Emission,A,https://myschool.ng/classroom/physics/49946?exam_type=waec&exam_year=2017&type=obj&page=2
2017,2,9,objective,,,,A chemical balance is used for measuring,volume,mass,thickness,density,B,https://myschool.ng/classroom/physics/49950?exam_type=waec&exam_year=2017&type=obj&page=2
2017,2,10,diagram-based,,,https://myschool.ng/storage/classroom/kaayx3f7r3U76XPnFAlgXga1GcBLXQBBEafALowf.jpeg,A body is whirled round a circular path at constant speed. Which of the following diagrams correctly indicates the direction of the body's velocity (v) and its acceleration (a)?,I,II,III,IV,B,https://myschool.ng/classroom/physics/49956?exam_type=waec&exam_year=2017&type=obj&page=2
2017,3,11,calculation,,,,A motorist travelling at 72\(kmh^{-1}\) had his eyes shut for 0.4s during a hard sneeze. Calculate the distance covered by him during this time interval.,50.0m,28.8m,18.0m,8.0m,D,https://myschool.ng/classroom/physics/49958?exam_type=waec&exam_year=2017&type=obj&page=3
2017,3,12,objective,,,,The angle at which a projectile must be fired to cover maximum range is,30°,45°,60°,90°,B,https://myschool.ng/classroom/physics/49961?exam_type=waec&exam_year=2017&type=obj&page=3
2017,3,13,objective,,,,A body can undergo the following types of motion except,random,rotational,translational,relative,D,https://myschool.ng/classroom/physics/49964?exam_type=waec&exam_year=2017&type=obj&page=3
2017,3,14,diagram-based,,,https://myschool.ng/storage/classroom/28JyI61JzEECl7HHPUoHQzp6eYZCjytbjJmuOi7g.jpeg,Which of the following graphs correctly represents the relationship between the kinetic energy (K.E) and the displacement (d) from point of release of a swinging pendulum bob?,I,II,III,IV,B,https://myschool.ng/classroom/physics/49965?exam_type=waec&exam_year=2017&type=obj&page=3
2017,3,15,objective,,,,The energy stored in a spring of stiffness constant k = 2000\(Nm^{-1}\) when extended 4cm is,0.16J,1.60J,16.00J,160.00J,B,https://myschool.ng/classroom/physics/49968?exam_type=waec&exam_year=2017&type=obj&page=3
2017,4,16,calculation,,,,Ice of mass 50g at 0°C was completely melted by 70% of the total heat energy supplied. Calculate the total heat energy supplied [Specific latent heat of fusion of ice = 336\(Jg^{-1}\)],2400J,6800J,7251J,24000J,D,https://myschool.ng/classroom/physics/49971?exam_type=waec&exam_year=2017&type=obj&page=4
2017,4,17,objective,,,,A plane is inclined at an angle \(\theta\) to the horizontal. Its velocity ratio is,\(sin\theta\),\(tan\theta\),\(\frac{1}{sin\theta}\),\(\frac{1}{tan\theta}\),C,https://myschool.ng/classroom/physics/49973?exam_type=waec&exam_year=2017&type=obj&page=4
2017,4,18,diagram-based,,,https://myschool.ng/storage/classroom/00tfz5HcZe64vEiYeeDmJfgjt7ngViVk3fWeNDAY.jpeg,The diagram above illustrates a beaker of water being heated. It is observed that as the bubbles rise they get bigger in size.The reason for this observation is,water pressure on the bubbles decreases,density of water increases with rise in temperature,volume of water increases with rise in temperature,atmospheric pressure on the bubbles decreases,A,https://myschool.ng/classroom/physics/49975?exam_type=waec&exam_year=2017&type=obj&page=4
2017,4,19,objective,,,,Which of the following devices converts light energy to electrical energy?,Bulb,Television,Solar cell,Light emitting diode (LED),C,https://myschool.ng/classroom/physics/49977?exam_type=waec&exam_year=2017&type=obj&page=4
2017,4,20,calculation,,,,"A motor of a corn mill machine operates on electrical energy of \(1.44 \times 10^{5}\)J. If one-quarter of the energy is wasted on sound and heat, determine the efficiency of the machine.",25%,36%,64%,75%,D,https://myschool.ng/classroom/physics/49979?exam_type=waec&exam_year=2017&type=obj&page=4
2017,5,21,objective,,,,Thermal energy added or removed from a substance that changes the state of the substance is called,latent heat,heat of reaction,calorimetry,specific heat,A,https://myschool.ng/classroom/physics/49981?exam_type=waec&exam_year=2017&type=obj&page=5
2017,5,22,objective,,,,The maximum density of water occurs at a temperature of,0°C,4°C,37°C,273°C,B,https://myschool.ng/classroom/physics/49991?exam_type=waec&exam_year=2017&type=obj&page=5
2017,5,23,objective,,,,A vapour whose molecules are in dynamic equilibrium with those of its own liquid is said to be,unsaturated,gaseous,saturated,diffused,C,https://myschool.ng/classroom/physics/49993?exam_type=waec&exam_year=2017&type=obj&page=5
2017,5,24,diagram-based,,,https://myschool.ng/storage/classroom/LZCYHFM5EBHpN4HHvw77lrlt5XptQqnWw40ozAQd.jpeg,"The diagram above illustrates two waves of equal amplitudes A and frequencies approaching each other. When the two waves meet at a point I midway between them, the vertical displacement of the resulting wave will be",0,\(\frac{A}{2}\),\(\frac{A}{4}\),\(2A\),D,https://myschool.ng/classroom/physics/49997?exam_type=waec&exam_year=2017&type=obj&page=5
2017,5,25,objective,,,,A rainbow is formed when sunlight is incident on water droplets suspended in the air due to,interference,refraction,dispersion,diffraction,C,https://myschool.ng/classroom/physics/50006?exam_type=waec&exam_year=2017&type=obj&page=5
