Year,Page,Question_Number,Question_Type,Instruction,Diagram_Context,Image_URLs,Question,OptionA,OptionB,OptionC,OptionD,Answer,Detail_URL
2015,1,1,general,,,,"If {X: 2 d- x d- 19; X integer} and 7 + x = 4 (mod 9), find the highest value of x",2,5,15,18,C,https://myschool.ng/classroom/mathematics/45694?exam_type=waec&exam_year=2015&type=obj&page=1
2015,1,2,general,,,,"The sum 11011\(_2\), 11111\(_2\) and 10000\(_2\) is 10m10n0\(_2\). Find the value of m and n.","m = 0, n = 0","m = 1, n = 0","m = 0, n = 1","m = 1, n = 1",C,https://myschool.ng/classroom/mathematics/45695?exam_type=waec&exam_year=2015&type=obj&page=1
2015,1,3,trigonometry,,,,"A trader bought an engine for $15,000.00 outside Nigeria. If the exchange rate is $0.075 to N1.00, how much did the engine cost in Naira?","N250,000.00","N200,000.00","N150,000.00","N100,000.00",B,https://myschool.ng/classroom/mathematics/45696?exam_type=waec&exam_year=2015&type=obj&page=1
2015,1,4,word-problem,,,,"If \(\frac{27^x \times 3^{1 - x}}{9^{2x}} = 1\), find the value of x.",1,\(\frac{1}{2}\),-\(\frac{1}{2}\),-1,B,https://myschool.ng/classroom/mathematics/45697?exam_type=waec&exam_year=2015&type=obj&page=1
2015,1,5,general,,,,"Find the 7th term of the sequence: 2, 5, 10, 17, 26,...",37,48,50,63,C,https://myschool.ng/classroom/mathematics/45699?exam_type=waec&exam_year=2015&type=obj&page=1
2015,2,6,algebra,,,,"Given that logx 64 = 3, evaluate x log\(_2\)8",6,9,12,24,C,https://myschool.ng/classroom/mathematics/45704?exam_type=waec&exam_year=2015&type=obj&page=2
2015,2,7,general,,,,"If 2 n = y, Find 2\(^{(2 + \frac{n}{3})}\)",4y\(^\frac{1}{3}\),4y\(^-3\),2y\(^\frac{1}{3}\),2y\(^-3\),A,https://myschool.ng/classroom/mathematics/45705?exam_type=waec&exam_year=2015&type=obj&page=2
2015,2,8,algebra,,,,Factorize completely: 6ax - 12by - 9ay + 8bx,(2a - 3b)(4x + 3y),(3a + 4b)(2x - 3y),(3a - 4b)(2x + 3y),(2a + 3b)(4x -3y),B,https://myschool.ng/classroom/mathematics/45706?exam_type=waec&exam_year=2015&type=obj&page=2
2015,2,9,algebra,,,,Find the equation whose roots are \(\frac{3}{4}\) and -4,4x2- 13x + 12 = 0,4x2- 13x - 12 = 0,4x2+ 13x - 12 = 0,4x2+ 13x + 12 = 0,C,https://myschool.ng/classroom/mathematics/45707?exam_type=waec&exam_year=2015&type=obj&page=2
2015,2,10,algebra,,,,"If m = 4, n = 9 and r = 16., evaluate \(\frac{m}{n}\) - 1\(\frac{7}{9}\) + \(\frac{n}{r}\)",1\(\frac{5}{16}\),1\(\frac{1}{16}\),\(\frac{5}{16}\),- \(\frac{37}{48}\),D,https://myschool.ng/classroom/mathematics/45708?exam_type=waec&exam_year=2015&type=obj&page=2
2015,3,11,general,,,,Adding 42 to a given positive number gives the same result as squaring the number. Find the number,14,13,7,6,C,https://myschool.ng/classroom/mathematics/45711?exam_type=waec&exam_year=2015&type=obj&page=3
2015,3,12,algebra,,,,Ada draws the graph of y = x 2 - x - 2 and y = 2x - 1 on the same axes. Which of these equations is she solving?,x2- x - 3 = 0,x2- 3x - 1 = 0,x2- 3x - 3 = 0,x2+ 3x - 1 = 0,B,https://myschool.ng/classroom/mathematics/45712?exam_type=waec&exam_year=2015&type=obj&page=3
2015,3,13,geometry,,,,The volume of a cone of height 3cm is 38\(\frac{1}{2}\)cm 3 . Find the radius of its base. [Take \(\pi = \frac{22}{7}\)],3.0cm,3.5cm,4.0cm,4.5cm,B,https://myschool.ng/classroom/mathematics/45724?exam_type=waec&exam_year=2015&type=obj&page=3
2015,3,14,trigonometry,,,,"The dimension of a rectangular tank are 2m by 7m by 11m. If its volume is equal to that of a cylindrical tank of height 4cm, calculate the base radius of the cylindrical tank. [Take \(\pi = \frac{22}{7}\)]",14cm,7m,3\(\frac{1}{2}\)m,1\(\frac{3}{4}\)m,C,https://myschool.ng/classroom/mathematics/45741?exam_type=waec&exam_year=2015&type=obj&page=3
2015,3,15,geometry,,,https://myschool.ng/storage/classroom/QulrhGUBoAccfHD4y2rPHHaKbiGmY9Abvu6XlHZU.jpeg,"In the diagram, O is the centre. If PQ//RS and ∠ONS = 140°, find the size of ∠POM.",40o,50o,60o,80o,A,https://myschool.ng/classroom/mathematics/45754?exam_type=waec&exam_year=2015&type=obj&page=3
2015,4,16,geometry,,,https://myschool.ng/storage/classroom/25186377251_15497846_1256180224446642_1743119174_n.jpg,"In the diagram, PTR is a tangent to the centre O. If angles TON = 108°, Calculate the size of angle PTN",132o,126o,108o,102o,B,https://myschool.ng/classroom/mathematics/45757?exam_type=waec&exam_year=2015&type=obj&page=4
2015,4,17,geometry,,,https://myschool.ng/storage/classroom/4444661658_15451403_1256224717775526_1568592712_n.jpg,"In the diagram, PQ//RT, QR//Su,",134o,132o,96o,48o,B,https://myschool.ng/classroom/mathematics/45767?exam_type=waec&exam_year=2015&type=obj&page=4
2015,4,18,geometry,,,https://myschool.ng/storage/classroom/17778655728_15403171_1256224181108913_24213612_n.jpg,"In the diagram, O is the centre, \(\bar{RT}\) is a diameter, < PQT = 33\(^o\) and <TOS = 76\(^o\). Using the diagram, calculate the value of angle PTR.",73o,67o,57o,37o,C,https://myschool.ng/classroom/mathematics/45775?exam_type=waec&exam_year=2015&type=obj&page=4
2015,4,19,geometry,,,https://myschool.ng/storage/classroom/8889339432_15403171_1256224181108913_24213612_n.jpg,"In the diagram, O is the centre of the circle, \(\bar{RT}\) is a diameter, < PQT = 33\(^o\) and < TOS = 76\(^o\). Using the diagram, find the value of angle PTR.",76o,71o,57o,33o,C,https://myschool.ng/classroom/mathematics/45785?exam_type=waec&exam_year=2015&type=obj&page=4
2015,4,20,calculus,,,,\(\begin{array}{c|c} x & 0 & 1\frac{1}{4} & 2 & 4\\ \hline y & 3 & 5\frac{1}{2} & & \end{array}\) The table given shows some values for a linear graph. Find the gradient of the line,1,2,3,4,B,https://myschool.ng/classroom/mathematics/45788?exam_type=waec&exam_year=2015&type=obj&page=4
