Year,Page,Question_Number,Question_Type,Instruction,Diagram_Context,Image_URLs,Question,OptionA,OptionB,OptionC,OptionD,Answer,Detail_URL
2015,1,1,map-reading,,,https://myschool.ng/storage/classroom/8887235400_22222.jpg | https://myschool.ng/storage/classroom/26661706542_22222.jpg | https://myschool.ng/storage/classroom/11849647728_22222.jpg | https://myschool.ng/storage/serve/sae069zVtFT0YYhNWSpVyDjL19w7YFr4HE7JOx1E.png | https://myschool.ng/storage/serve/9Dmy5U4sHxRuZ72pPfaVW4Pee0LWbVDhsWtUTDbQ.png | https://myschool.ng/storage/serve/r0Y7i84BLlLyRnwn1qtuojPBLxfW5NOMxmJiWDzQ.png | https://myschool.ng/storage/classroom/25180502085_22222.jpg | https://myschool.ng/storage/classroom/10368442245_22222.jpg,What is the scale of the map in statement form?,One centimeter on the map represents half a kilometer on the ground,One centimeter on the map represents one and half kilometers on the ground,One centimeter on the ground represents two kilometers on the ground,One centimeter on the map represents four kilometers on the ground,A,https://myschool.ng/classroom/geography/45616?exam_type=waec&exam_year=2015&type=obj&page=1
2015,1,2,map-reading,,,https://myschool.ng/storage/classroom/26661706542_22222.jpg | https://myschool.ng/storage/classroom/8887235400_22222.jpg | https://myschool.ng/storage/classroom/11849647728_22222.jpg | https://myschool.ng/storage/serve/sae069zVtFT0YYhNWSpVyDjL19w7YFr4HE7JOx1E.png | https://myschool.ng/storage/serve/9Dmy5U4sHxRuZ72pPfaVW4Pee0LWbVDhsWtUTDbQ.png | https://myschool.ng/storage/serve/r0Y7i84BLlLyRnwn1qtuojPBLxfW5NOMxmJiWDzQ.png | https://myschool.ng/storage/classroom/25180502085_22222.jpg | https://myschool.ng/storage/classroom/10368442245_22222.jpg,What is the approximate distance as the crow flies from Mami to Esho?,312.0 km,9.0 km,3.0 km,1.5 km,C,https://myschool.ng/classroom/geography/45617?exam_type=waec&exam_year=2015&type=obj&page=1
2015,1,3,map-reading,,,https://myschool.ng/storage/classroom/11849647728_22222.jpg | https://myschool.ng/storage/classroom/8887235400_22222.jpg | https://myschool.ng/storage/classroom/26661706542_22222.jpg | https://myschool.ng/storage/serve/sae069zVtFT0YYhNWSpVyDjL19w7YFr4HE7JOx1E.png | https://myschool.ng/storage/serve/9Dmy5U4sHxRuZ72pPfaVW4Pee0LWbVDhsWtUTDbQ.png | https://myschool.ng/storage/serve/r0Y7i84BLlLyRnwn1qtuojPBLxfW5NOMxmJiWDzQ.png | https://myschool.ng/storage/classroom/25180502085_22222.jpg | https://myschool.ng/storage/classroom/10368442245_22222.jpg,Which of the following settlements performs administrative function?,Jaba,Ede,Buto,Ititi,C,https://myschool.ng/classroom/geography/45618?exam_type=waec&exam_year=2015&type=obj&page=1
2015,1,4,map-reading,,,https://myschool.ng/storage/classroom/25180502085_22222.jpg | https://myschool.ng/storage/classroom/8887235400_22222.jpg | https://myschool.ng/storage/classroom/26661706542_22222.jpg | https://myschool.ng/storage/classroom/11849647728_22222.jpg | https://myschool.ng/storage/serve/sae069zVtFT0YYhNWSpVyDjL19w7YFr4HE7JOx1E.png | https://myschool.ng/storage/serve/9Dmy5U4sHxRuZ72pPfaVW4Pee0LWbVDhsWtUTDbQ.png | https://myschool.ng/storage/serve/r0Y7i84BLlLyRnwn1qtuojPBLxfW5NOMxmJiWDzQ.png | https://myschool.ng/storage/classroom/10368442245_22222.jpg,In which part of the mapped area is lumbering a likely economic activity?,Northeast,Southeast,Southwest,Northwest,D,https://myschool.ng/classroom/geography/45619?exam_type=waec&exam_year=2015&type=obj&page=1
2015,1,5,map-reading,,,https://myschool.ng/storage/classroom/10368442245_22222.jpg | https://myschool.ng/storage/classroom/8887235400_22222.jpg | https://myschool.ng/storage/classroom/26661706542_22222.jpg | https://myschool.ng/storage/classroom/11849647728_22222.jpg | https://myschool.ng/storage/serve/sae069zVtFT0YYhNWSpVyDjL19w7YFr4HE7JOx1E.png | https://myschool.ng/storage/serve/9Dmy5U4sHxRuZ72pPfaVW4Pee0LWbVDhsWtUTDbQ.png | https://myschool.ng/storage/serve/r0Y7i84BLlLyRnwn1qtuojPBLxfW5NOMxmJiWDzQ.png | https://myschool.ng/storage/classroom/25180502085_22222.jpg,What is the direction of flow of River Afikpo?,Southwest,Northeast,Northwest,Southeast,C,https://myschool.ng/classroom/geography/45620?exam_type=waec&exam_year=2015&type=obj&page=1
2015,2,6,map-reading,,,https://myschool.ng/storage/classroom/28142916698_22222.jpg | https://myschool.ng/storage/classroom/22218092745_22222.jpg | https://myschool.ng/storage/classroom/2962412446_22222.jpg | https://myschool.ng/storage/serve/r0Y7i84BLlLyRnwn1qtuojPBLxfW5NOMxmJiWDzQ.png | https://myschool.ng/storage/serve/sae069zVtFT0YYhNWSpVyDjL19w7YFr4HE7JOx1E.png | https://myschool.ng/storage/serve/bPQkdn3HjQoJibS2jBvlUfxZrF7dVBlO4PnfE6hs.png | https://myschool.ng/storage/classroom/29624125340_22222.jpg | https://myschool.ng/storage/classroom/13330861956_22222.jpg,What is the settlement of Ede?,Isolated,Dispersed,Annular,Linear,D,https://myschool.ng/classroom/geography/45621?exam_type=waec&exam_year=2015&type=obj&page=2
2015,2,7,map-reading,,,https://myschool.ng/storage/classroom/22218092745_22222.jpg | https://myschool.ng/storage/classroom/28142916698_22222.jpg | https://myschool.ng/storage/classroom/2962412446_22222.jpg | https://myschool.ng/storage/serve/r0Y7i84BLlLyRnwn1qtuojPBLxfW5NOMxmJiWDzQ.png | https://myschool.ng/storage/serve/sae069zVtFT0YYhNWSpVyDjL19w7YFr4HE7JOx1E.png | https://myschool.ng/storage/serve/bPQkdn3HjQoJibS2jBvlUfxZrF7dVBlO4PnfE6hs.png | https://myschool.ng/storage/classroom/29624125340_22222.jpg | https://myschool.ng/storage/classroom/13330861956_22222.jpg,What is the contour interval of the map?,25 metres,50 metres,100 metres,150 metres,C,https://myschool.ng/classroom/geography/45622?exam_type=waec&exam_year=2015&type=obj&page=2
2015,2,8,map-reading,,,https://myschool.ng/storage/classroom/2962412446_22222.jpg | https://myschool.ng/storage/classroom/28142916698_22222.jpg | https://myschool.ng/storage/classroom/22218092745_22222.jpg | https://myschool.ng/storage/serve/r0Y7i84BLlLyRnwn1qtuojPBLxfW5NOMxmJiWDzQ.png | https://myschool.ng/storage/serve/sae069zVtFT0YYhNWSpVyDjL19w7YFr4HE7JOx1E.png | https://myschool.ng/storage/serve/bPQkdn3HjQoJibS2jBvlUfxZrF7dVBlO4PnfE6hs.png | https://myschool.ng/storage/classroom/29624125340_22222.jpg | https://myschool.ng/storage/classroom/13330861956_22222.jpg,Which economic activity could be practiced in the south-eastern part of mapped area?,Animal rearing,Lumbering,Trading,Mining,A,https://myschool.ng/classroom/geography/45624?exam_type=waec&exam_year=2015&type=obj&page=2
2015,2,9,map-reading,,,https://myschool.ng/storage/classroom/29624125340_22222.jpg | https://myschool.ng/storage/classroom/28142916698_22222.jpg | https://myschool.ng/storage/classroom/22218092745_22222.jpg | https://myschool.ng/storage/classroom/2962412446_22222.jpg | https://myschool.ng/storage/serve/r0Y7i84BLlLyRnwn1qtuojPBLxfW5NOMxmJiWDzQ.png | https://myschool.ng/storage/serve/sae069zVtFT0YYhNWSpVyDjL19w7YFr4HE7JOx1E.png | https://myschool.ng/storage/serve/bPQkdn3HjQoJibS2jBvlUfxZrF7dVBlO4PnfE6hs.png | https://myschool.ng/storage/classroom/13330861956_22222.jpg,Which of the following modes of transport is commonly used in the mapped area?,River,Road,Rail,Air,B,https://myschool.ng/classroom/geography/45625?exam_type=waec&exam_year=2015&type=obj&page=2
2015,2,10,map-reading,,,https://myschool.ng/storage/classroom/13330861956_22222.jpg | https://myschool.ng/storage/classroom/28142916698_22222.jpg | https://myschool.ng/storage/classroom/22218092745_22222.jpg | https://myschool.ng/storage/classroom/2962412446_22222.jpg | https://myschool.ng/storage/serve/r0Y7i84BLlLyRnwn1qtuojPBLxfW5NOMxmJiWDzQ.png | https://myschool.ng/storage/serve/sae069zVtFT0YYhNWSpVyDjL19w7YFr4HE7JOx1E.png | https://myschool.ng/storage/serve/bPQkdn3HjQoJibS2jBvlUfxZrF7dVBlO4PnfE6hs.png | https://myschool.ng/storage/classroom/29624125340_22222.jpg,The distance by road from Mami to Buto is approximately_____?,9.0 km,14.0 km,23.0 km,25.0 km,A,https://myschool.ng/classroom/geography/45627?exam_type=waec&exam_year=2015&type=obj&page=2
2015,3,11,map-reading,,,https://myschool.ng/storage/serve/bPQkdn3HjQoJibS2jBvlUfxZrF7dVBlO4PnfE6hs.png | https://myschool.ng/storage/serve/r0Y7i84BLlLyRnwn1qtuojPBLxfW5NOMxmJiWDzQ.png | https://myschool.ng/storage/serve/gY5ybf8PuaQgRsrpNJIQYWgHjqCDvOCzpBatR4LA.png,The hotter planet is____?,Venus,Pluto,Mercury,Jupiter,C,https://myschool.ng/classroom/geography/45628?exam_type=waec&exam_year=2015&type=obj&page=3
2015,3,12,map-reading,,,https://myschool.ng/storage/serve/bPQkdn3HjQoJibS2jBvlUfxZrF7dVBlO4PnfE6hs.png | https://myschool.ng/storage/serve/r0Y7i84BLlLyRnwn1qtuojPBLxfW5NOMxmJiWDzQ.png | https://myschool.ng/storage/serve/gY5ybf8PuaQgRsrpNJIQYWgHjqCDvOCzpBatR4LA.png,When does eclipse of the moon occur?,When the earth comes between the sun and the moon,Whenever the earth rotates through 360o,When the sun comes between the moon and the earth,When the earth completes a revolution,A,https://myschool.ng/classroom/geography/45629?exam_type=waec&exam_year=2015&type=obj&page=3
2015,3,13,landforms,,,https://myschool.ng/storage/serve/bPQkdn3HjQoJibS2jBvlUfxZrF7dVBlO4PnfE6hs.png | https://myschool.ng/storage/serve/r0Y7i84BLlLyRnwn1qtuojPBLxfW5NOMxmJiWDzQ.png | https://myschool.ng/storage/serve/gY5ybf8PuaQgRsrpNJIQYWgHjqCDvOCzpBatR4LA.png,The upfolded portion of a fold mountain is called_____?,Sial,Anticline,Syncline,Sill,B,https://myschool.ng/classroom/geography/45630?exam_type=waec&exam_year=2015&type=obj&page=3
2015,3,14,map-reading,,,https://myschool.ng/storage/serve/bPQkdn3HjQoJibS2jBvlUfxZrF7dVBlO4PnfE6hs.png | https://myschool.ng/storage/serve/r0Y7i84BLlLyRnwn1qtuojPBLxfW5NOMxmJiWDzQ.png | https://myschool.ng/storage/serve/gY5ybf8PuaQgRsrpNJIQYWgHjqCDvOCzpBatR4LA.png,The part of the earth's crust which is made up of silica and alumina is the_____?,Sima,Mantle,Barysphere,Sial,D,https://myschool.ng/classroom/geography/45631?exam_type=waec&exam_year=2015&type=obj&page=3
2015,3,15,map-reading,,,https://myschool.ng/storage/serve/bPQkdn3HjQoJibS2jBvlUfxZrF7dVBlO4PnfE6hs.png | https://myschool.ng/storage/serve/r0Y7i84BLlLyRnwn1qtuojPBLxfW5NOMxmJiWDzQ.png | https://myschool.ng/storage/serve/gY5ybf8PuaQgRsrpNJIQYWgHjqCDvOCzpBatR4LA.png,During equinox_____?,The tropic of cancer experiences longer day than tropic of capricon,All places across the globe experience equal lengths of day and night,The length of day at the equator is shorter than at the tropic of Cancer,The moon is star shaped all through the night all over the world,B,https://myschool.ng/classroom/geography/45632?exam_type=waec&exam_year=2015&type=obj&page=3
2015,4,16,map-reading,,,https://myschool.ng/storage/serve/r0Y7i84BLlLyRnwn1qtuojPBLxfW5NOMxmJiWDzQ.png | https://myschool.ng/storage/serve/bPQkdn3HjQoJibS2jBvlUfxZrF7dVBlO4PnfE6hs.png | https://myschool.ng/storage/serve/9Dmy5U4sHxRuZ72pPfaVW4Pee0LWbVDhsWtUTDbQ.png,Whenever volcanic eruption occurs______?,A new flat surface emerges,Residual mountains are formed,Overthrust fold is formed,Gases and molten magma are ejected,D,https://myschool.ng/classroom/geography/45633?exam_type=waec&exam_year=2015&type=obj&page=4
2015,4,17,landforms,,,https://myschool.ng/storage/serve/r0Y7i84BLlLyRnwn1qtuojPBLxfW5NOMxmJiWDzQ.png | https://myschool.ng/storage/serve/bPQkdn3HjQoJibS2jBvlUfxZrF7dVBlO4PnfE6hs.png | https://myschool.ng/storage/serve/9Dmy5U4sHxRuZ72pPfaVW4Pee0LWbVDhsWtUTDbQ.png,The extent of a coastal erosion depends on the______?,Amount of fresh water supplied by tributaries,Depth of ocean water,Salinity of the ocean,Nature of the waves,D,https://myschool.ng/classroom/geography/45634?exam_type=waec&exam_year=2015&type=obj&page=4
2015,4,18,physical-geography,,,https://myschool.ng/storage/serve/r0Y7i84BLlLyRnwn1qtuojPBLxfW5NOMxmJiWDzQ.png | https://myschool.ng/storage/serve/bPQkdn3HjQoJibS2jBvlUfxZrF7dVBlO4PnfE6hs.png | https://myschool.ng/storage/serve/9Dmy5U4sHxRuZ72pPfaVW4Pee0LWbVDhsWtUTDbQ.png,Which of the following is a characteristic of igneous rock?,Loose in composition,Arranged in layers,Crystalline in nature,Porous in granular structure,C,https://myschool.ng/classroom/geography/45635?exam_type=waec&exam_year=2015&type=obj&page=4
2015,4,19,climate,,,https://myschool.ng/storage/serve/r0Y7i84BLlLyRnwn1qtuojPBLxfW5NOMxmJiWDzQ.png | https://myschool.ng/storage/serve/bPQkdn3HjQoJibS2jBvlUfxZrF7dVBlO4PnfE6hs.png | https://myschool.ng/storage/serve/9Dmy5U4sHxRuZ72pPfaVW4Pee0LWbVDhsWtUTDbQ.png,"The temperature at the foot of a mountain is 20 o C. if the mountain is 6000 meters above sea level, what will be the temperature at the top of the mountain?",-19.0oC,-16.0oC,14.0oC,19.0oC,A,https://myschool.ng/classroom/geography/45636?exam_type=waec&exam_year=2015&type=obj&page=4
2015,4,20,climate,,,https://myschool.ng/storage/serve/r0Y7i84BLlLyRnwn1qtuojPBLxfW5NOMxmJiWDzQ.png | https://myschool.ng/storage/serve/bPQkdn3HjQoJibS2jBvlUfxZrF7dVBlO4PnfE6hs.png | https://myschool.ng/storage/serve/9Dmy5U4sHxRuZ72pPfaVW4Pee0LWbVDhsWtUTDbQ.png,Wind erosion is common in arid areas because______?,Rains are widespread and long lasting,Wind speed is high and there are few wind breaks,Pressure falls below normal in desert areas,The rocks are resistant to heat,B,https://myschool.ng/classroom/geography/45637?exam_type=waec&exam_year=2015&type=obj&page=4
2015,5,21,landforms,,,https://myschool.ng/storage/serve/bPQkdn3HjQoJibS2jBvlUfxZrF7dVBlO4PnfE6hs.png | https://myschool.ng/storage/serve/9Dmy5U4sHxRuZ72pPfaVW4Pee0LWbVDhsWtUTDbQ.png | https://myschool.ng/storage/serve/2sZxMb28vwJzG3eHEisOH92oDGpbXxzs8807aHtk.png,Which of the following features could be found in the upper course of rivers?,Ox-bow lakes,Waterfall,Deltas,Levees,B,https://myschool.ng/classroom/geography/45647?exam_type=waec&exam_year=2015&type=obj&page=5
2015,5,22,map-reading,,,https://myschool.ng/storage/serve/bPQkdn3HjQoJibS2jBvlUfxZrF7dVBlO4PnfE6hs.png | https://myschool.ng/storage/serve/9Dmy5U4sHxRuZ72pPfaVW4Pee0LWbVDhsWtUTDbQ.png | https://myschool.ng/storage/serve/2sZxMb28vwJzG3eHEisOH92oDGpbXxzs8807aHtk.png,Ash and cinder cones are associated with,Ozone depletion,Hurricanes activities,Earthquakes,Volcanic eruption,D,https://myschool.ng/classroom/geography/45648?exam_type=waec&exam_year=2015&type=obj&page=5
2015,5,23,climate,,,https://myschool.ng/storage/serve/bPQkdn3HjQoJibS2jBvlUfxZrF7dVBlO4PnfE6hs.png | https://myschool.ng/storage/serve/9Dmy5U4sHxRuZ72pPfaVW4Pee0LWbVDhsWtUTDbQ.png | https://myschool.ng/storage/serve/2sZxMb28vwJzG3eHEisOH92oDGpbXxzs8807aHtk.png,Deposition of fine grained sand carried over long distance by wind is known as,Chernozem,Laterite,Loess,Podzols,C,https://myschool.ng/classroom/geography/45649?exam_type=waec&exam_year=2015&type=obj&page=5
