Year,Page,Question_Number,Question_Type,Instruction,Passage,Question,OptionA,OptionB,OptionC,OptionD,Answer,Detail_URL
2021,1,1,objective,,,"From the list of words lettered A to D, choose the one that is most nearly opposite in meaning to the underlined word and that wil, at the same time, correctly fill the gap in the sentence. While Mr.Ade is his son is a _novice_ .",enlightened,competent,clever,experienced,D,https://myschool.ng/classroom/english-language/61073?exam_type=waec&exam_year=2021&type=obj&page=1
2021,1,2,objective,,,"From the list of words lettered A to D, choose the one that is most nearly opposite in meaning to the underlined word and that wil, at the same time, correctly fill the gap in the sentence. It is better to use _persuasion_ rather than .... to get witnesses to court.",effort,coercion,influence,pressure,B,https://myschool.ng/classroom/english-language/61075?exam_type=waec&exam_year=2021&type=obj&page=1
2021,1,3,objective,,,"From the list of words lettered A to D, choose the one that is most nearly opposite in meaning to the underlined word and that wil, at the same time, correctly fill the gap in the sentence. The _animosity_ between Fatou and Sheku is shocking, considering the ...... they once shared.",company,friendship,peace,understanding,B,https://myschool.ng/classroom/english-language/61076?exam_type=waec&exam_year=2021&type=obj&page=1
2021,1,4,objective,,,"From the list of words lettered A to D, choose the one that is most nearly opposite in meaning to the underlined word and that wil, at the same time, correctly fill the gap in the sentence . The _reckless_ driver was admonished to be ______",cautious,responsible,reliable,considerate,A,https://myschool.ng/classroom/english-language/61077?exam_type=waec&exam_year=2021&type=obj&page=1
2021,1,5,objective,,,"From the list of words lettered A to D, choose the one that is most nearly opposite in meaning to the underlined word and that wil, at the same time, correctly fill the gap in the sentence. The old man _rebuked_ the thug and his children .... him for doing so.",commended,embraced,thanked,supported,A,https://myschool.ng/classroom/english-language/61078?exam_type=waec&exam_year=2021&type=obj&page=1
2021,2,6,objective,,,"From the list of words lettered A to D, choose the one that is most nearly opposite in meaning to the underlined word and that wil, at the same time, correctly fill the gap in the sentence. All divers were enjoined to obtain _genuine_ and ______ licences.",artificial,fraudulent,fake,substandard,C,https://myschool.ng/classroom/english-language/61079?exam_type=waec&exam_year=2021&type=obj&page=2
2021,2,7,objective,,,"From the list of words lettered A to D, choose the one that is most nearly opposite in meaning to the underlined word and that wil, at the same time, correctly fill the gap in the sentence. There was agitation for the .......... law on libel to be _re-enacted_ .",enforced,repealed,rejected,cancelled,B,https://myschool.ng/classroom/english-language/61080?exam_type=waec&exam_year=2021&type=obj&page=2
2021,2,8,objective,,,"From the list of words lettered A to D, choose the one that is most nearly opposite in meaning to the underlined word and that will, at the same time, correctly fill the gap in the sentence. The two political parties live today in ... after four years of _hostility_ .",happiness,amity,agreement,freedom,B,https://myschool.ng/classroom/english-language/61081?exam_type=waec&exam_year=2021&type=obj&page=2
2021,2,9,objective,,,"From the list of words lettered A to D, choose the one that is most nearly opposite in meaning to the underlined word and that will, at the same time, correctly fill the gap in the sentence. The champions were _elated_ after the tournament while their opponents looked _______",baffled,dejected,pitiful,frightened,B,https://myschool.ng/classroom/english-language/61083?exam_type=waec&exam_year=2021&type=obj&page=2
2021,2,10,objective,,,"From the list of words lettered A to D, choose the one that is most nearly opposite in meaning to the underlined word and that will, at the same time, correctly fill the gap in the sentence. That engineer was said to have used _inferior_ than _____ materials in the construction of the collapsed building.",excellent,recommended,quality,exceptional,A,https://myschool.ng/classroom/english-language/61089?exam_type=waec&exam_year=2021&type=obj&page=2
2021,3,11,objective,,,"From the words lettered A to D, choose the word that best completes each of the following sentences. .I could not read what he wrote because his handwriting was_____",tiny,eligible,untidy,illegible,D,https://myschool.ng/classroom/english-language/61092?exam_type=waec&exam_year=2021&type=obj&page=3
2021,3,12,objective,,,"From the words lettered A to D, choose the word that best completes each of the following sentences. When all the items on the agenda had been discussed, the meeting was ______",dismissed,postponed,adjourned,dissolved,C,https://myschool.ng/classroom/english-language/61095?exam_type=waec&exam_year=2021&type=obj&page=3
2021,3,13,objective,,,"From the words lettered A to D, choose the word that best completes each of the following sentences. Occasionally, universities award _____ degrees to outstanding personalities.",ceremonial,honorary,temporary,respectable,B,https://myschool.ng/classroom/english-language/61098?exam_type=waec&exam_year=2021&type=obj&page=3
2021,3,14,objective,,,"From the words lettered A to D, choose the word that best completes each of the following sentences. His thoughtlessness is simply beyond _____.",idea,assurance,belief,fate,C,https://myschool.ng/classroom/english-language/61104?exam_type=waec&exam_year=2021&type=obj&page=3
2021,3,15,objective,,,"From the words lettered A to D, choose the word that best completes each of the following sentences. Many doctors have ___ to western countries for better opportunities.",migrated,travelled,immigrated,participant,A,https://myschool.ng/classroom/english-language/61108?exam_type=waec&exam_year=2021&type=obj&page=3
