Year,Page,Question_Number,Question_Type,Instruction,Diagram_Context,Image_URLs,Question,OptionA,OptionB,OptionC,OptionD,Answer,Detail_URL
2015,1,1,general,,,,Economics is regarded as a science because it?,studies laws that govern human behaviour,uses scientific method to explain human behaviour,makes use of controlled experiments to explain human behaviour,makes use of machines to study human behaviour,B,https://myschool.ng/classroom/economics/49375?exam_type=waec&exam_year=2015&type=obj&page=1
2015,1,2,theory,,,,which of the following can be described as land,forest,diamond,roads,crude oil,C,https://myschool.ng/classroom/economics/49379?exam_type=waec&exam_year=2015&type=obj&page=1
2015,1,3,general,,,,An outward shift of the production possibility curve shows that?,production is shifting to the left,resources are under-utilized,economic growth has taken place,factors of production are moving outward,D,https://myschool.ng/classroom/economics/49382?exam_type=waec&exam_year=2015&type=obj&page=1
2015,1,4,theory,,,,The following constitute the criteria for identifying an economic system except?,ownership of resources,scarcity of resources,method of decision making,motivation for production,B,https://myschool.ng/classroom/economics/49385?exam_type=waec&exam_year=2015&type=obj&page=1
2015,1,5,general,,,,A disadvantage of the mean as measure of central tendency is that?,is affected by extreme values,can only be used for continuous data,cannot be used to measure the qualities of a population,cannot be determined in group data,A,https://myschool.ng/classroom/economics/49390?exam_type=waec&exam_year=2015&type=obj&page=1
2015,2,6,general,,,,which of the following is not an effect of many middlemen in the chain of production,shortage of commodities,low retail prices,hoarding of goods,high retail prices,B,https://myschool.ng/classroom/economics/49394?exam_type=waec&exam_year=2015&type=obj&page=2
2015,2,7,microeconomics,,,,"If the price of floor rises, then bread",demand curve will shift to the left while supply curve will shift to the right,supply curve will shift to the left,supply curve will shift to the right,demand curve will shift to the right while supply curve remains unchanged,B,https://myschool.ng/classroom/economics/49396?exam_type=waec&exam_year=2015&type=obj&page=2
2015,2,8,microeconomics,,,,which of the following is not a reason for abnormal demand,price of the commodity,goods of ostentation,giffen goods,rare commodity,A,https://myschool.ng/classroom/economics/49399?exam_type=waec&exam_year=2015&type=obj&page=2
2015,2,9,general,,,,increase in production subsidies will shift,the demand curve to the left,the supply curve to the right,both the supply demand curves to the left,supply curve to the left and demand curve to the right,B,https://myschool.ng/classroom/economics/49401?exam_type=waec&exam_year=2015&type=obj&page=2
2015,2,10,microeconomics,,,,The market supply curve slopes upward from left to right indicating that?,producers pay high taxes,two commodities can be supplied at the same time,"at a lower price, less is supplied","at a lower price, more is supplied and demanded",C,https://myschool.ng/classroom/economics/49404?exam_type=waec&exam_year=2015&type=obj&page=2
2015,3,11,microeconomics,,,,"if a given change in price brings a proportionately larger change in quantity demanded, the",demand is relatively price elastic,demand is relatively price inelastic,price elasticity of demand is unitary,price elasticity of demand is constant,A,https://myschool.ng/classroom/economics/49405?exam_type=waec&exam_year=2015&type=obj&page=3
2015,3,12,public-finance,,,,Government revenue will increase if taxes are levied on goods with?,perfectly elastic demand,fairly elastic demand,perfectly inelastic demand,unitary elastic demand,C,https://myschool.ng/classroom/economics/49406?exam_type=waec&exam_year=2015&type=obj&page=3
2015,3,13,microeconomics,,,,"if the price of a commodity Z falls and a consumer buys less of it, then commodity Z is a",necessity,good of ostentation,normal good,giffen good,B,https://myschool.ng/classroom/economics/49407?exam_type=waec&exam_year=2015&type=obj&page=3
2015,3,14,calculation,,,,"In order to calculate total utility (TU) from given levels of marginal utility (MU), one has to?",subtract MU from TU,Add MU from the various levels,multiply MU by the initial TU,Divide current MU by previous MU,B,https://myschool.ng/classroom/economics/49409?exam_type=waec&exam_year=2015&type=obj&page=3
2015,3,15,microeconomics,,,,which of the following will not affect the market price of a commodity,increase in demand,change in taste,intersection of demand and supply,increase in supply,C,https://myschool.ng/classroom/economics/49411?exam_type=waec&exam_year=2015&type=obj&page=3
2015,4,16,microeconomics,,,,All the following are methods of determing prices except?,maximum pricing,rationing,minimum pricing,auctioning,D,https://myschool.ng/classroom/economics/49420?exam_type=waec&exam_year=2015&type=obj&page=4
2015,4,17,general,,,,The law of diminishing marginal returns relate to?,total utility,average utility,total product,marginal utility,D,https://myschool.ng/classroom/economics/49422?exam_type=waec&exam_year=2015&type=obj&page=4
2015,4,18,calculation,,,,Total cost is obtain by?,adding up the marginal cost at each level,dividing the total cost of output at each level,adding up the average variable cost at each level,adding up the total variable cost and total fixed cost,D,https://myschool.ng/classroom/economics/49428?exam_type=waec&exam_year=2015&type=obj&page=4
2015,4,19,general,,,,"By adding all the marginal products at each level of employment of the variable input, we obtain a value equal to",average product,total product,average variable cost,total cost,B,https://myschool.ng/classroom/economics/49433?exam_type=waec&exam_year=2015&type=obj&page=4
2015,4,20,general,,,,which of the following curves is not U shaped,marginal cost curve,average fixed cost curve,average total cost curve,average variable cost,B,https://myschool.ng/classroom/economics/49435?exam_type=waec&exam_year=2015&type=obj&page=4
2015,5,21,general,,,,which of the following business organisations is likely to experience disagreements between management and shareholders,co-operative society,sole trader,partnership,joint-stock company,D,https://myschool.ng/classroom/economics/49442?exam_type=waec&exam_year=2015&type=obj&page=5
2015,5,22,microeconomics,,,,which of the following is not a method of controlling monopoly,preventing mergers,indigenization,privatization,imposing high profit tax,A,https://myschool.ng/classroom/economics/49445?exam_type=waec&exam_year=2015&type=obj&page=5
2015,5,23,general,,,,which of the following features distinguishes a public limited company from a private limited company,perpetual existence,limited liability,legal entity,sales of shares to the public,D,https://myschool.ng/classroom/economics/49452?exam_type=waec&exam_year=2015&type=obj&page=5
2015,5,24,macroeconomics,,,,Inflation may occur if there is?,excess supply over demand,increase in productivity,excessive demand with limited supply,increased government spending in a depressed economy,C,https://myschool.ng/classroom/economics/49453?exam_type=waec&exam_year=2015&type=obj&page=5
2015,5,25,macroeconomics,,,,Frictional unemployment occurs when?,there is a change in the technique of production,job seekers lack information where jobs exist,bad weather prevents work from progressing,job seekers have disabilities,B,https://myschool.ng/classroom/economics/49456?exam_type=waec&exam_year=2015&type=obj&page=5
2015,6,26,microeconomics,,,,which of the following will increase the demand for labour,Increase wage rate,labour's demand for output,low wage rate,low marginal productivity,C,https://myschool.ng/classroom/economics/49463?exam_type=waec&exam_year=2015&type=obj&page=6
2015,6,27,general,,,,one reason for low agrictural productivity in most west African countries is that?,farmers are not capable of producing cash crops,it does not provide income to farmers with large families,farmers find it difficult getting help from financial institutions,it is not the only source of raw materials for agro-based industries,C,https://myschool.ng/classroom/economics/49467?exam_type=waec&exam_year=2015&type=obj&page=6
2015,6,28,general,,,,The movement of labour from one grade to an entirely different grade is an example of?,industrial labour mobility,horizontal occupational mobility,vertical occupational mobility,geographical mobility,C,https://myschool.ng/classroom/economics/49473?exam_type=waec&exam_year=2015&type=obj&page=6
2015,6,29,microeconomics,,,,which of the following is not a strong basis for trade unions demand for higher wages,company is making higher profit,productivity of workers has increased,members of the union have high qualifications,commodity produced by the workers is very essential,C,https://myschool.ng/classroom/economics/49479?exam_type=waec&exam_year=2015&type=obj&page=6
2015,6,30,macroeconomics,,,,The difference between the gross domestic product (GDP) and gross national product (GNP) IS?,depreciation,transfer payment,net income from abroad,direct taxes,C,https://myschool.ng/classroom/economics/49483?exam_type=waec&exam_year=2015&type=obj&page=6
2015,7,31,microeconomics,,,,location of firms of an industry is not influenced by?,availability of raw material,existence of other firms,nearness to the source of money supply,government policy,B,https://myschool.ng/classroom/economics/49488?exam_type=waec&exam_year=2015&type=obj&page=7
2015,7,32,macroeconomics,,,,"In national income accounting, the term '' **net** '' is used to indicate that a value-----",includes income of foreigners,includes income of citizens,includes depreciation,excludes depreciation,D,https://myschool.ng/classroom/economics/49501?exam_type=waec&exam_year=2015&type=obj&page=7
2015,7,33,theory,,,,which of the following best describes token money?,money in the vaults of commercial banks,currency and coins in circulation,money with face value higher than its material content,coins and notes made of poor quality material,C,https://myschool.ng/classroom/economics/49511?exam_type=waec&exam_year=2015&type=obj&page=7
2015,7,34,calculation,,,,"In developing countries, a larger percentage of the labour force is employed in the",trade sector,tertiary sector,primary sector,secondary sector,C,https://myschool.ng/classroom/economics/49523?exam_type=waec&exam_year=2015&type=obj&page=7
