Year,Page,Question_Number,Question_Type,Instruction,Comprehension_Passage,Image_URLs,Question,OptionA,OptionB,OptionC,OptionD,Answer,Detail_URL
2020,1,1,objective,,,,"The land, the sea and vegetations were created on the",first day,second day,third day,fourth day,C,https://myschool.ng/classroom/christian-religious-knowledge-crk/57477?exam_type=waec&exam_year=2020&type=obj&page=1
2020,1,2,objective,,,,Man became a living being when God _______,formed him from dust,gave him breath,spoke to him,gave him a helpmate,B,https://myschool.ng/classroom/christian-religious-knowledge-crk/57481?exam_type=waec&exam_year=2020&type=obj&page=1
2020,1,3,objective,,,,The river that flowed out of Eden divided into________,5,4,3,2,B,https://myschool.ng/classroom/christian-religious-knowledge-crk/57482?exam_type=waec&exam_year=2020&type=obj&page=1
2020,1,4,objective,,,,Joseph brothers pastured their father's flock near _______,Bethel,Shechem,Hebron,Peniel,B,https://myschool.ng/classroom/christian-religious-knowledge-crk/57484?exam_type=waec&exam_year=2020&type=obj&page=1
2020,1,5,objective,,,,"In his attempt to control the growing population of the Israelites in Egypt, Pharaoh ordered the ______",Hebrew midwives to kill every Israelite baby boy at birth.,Egyptian soldiers to bring every Israelite baby boy to the palace,second in command to ensure a total destruction of the hebrews,Egyptian midwives to kill every israelite child,A,https://myschool.ng/classroom/christian-religious-knowledge-crk/57488?exam_type=waec&exam_year=2020&type=obj&page=1
2020,2,6,objective,,,,Joseph's intelligence was revealed when he _______,forgave his brothers,had a prophetic dream,interpreted Pharaoh's dreams,married an Egyptian woman,C,https://myschool.ng/classroom/christian-religious-knowledge-crk/57493?exam_type=waec&exam_year=2020&type=obj&page=2
2020,2,7,objective,,,,"Take this child away, and nurse him for me and i will give you your wages. The addressee was ________",the child's sister,a professional babysitter,the child's biological mother,Pharaoh's daughter,C,https://myschool.ng/classroom/christian-religious-knowledge-crk/57496?exam_type=waec&exam_year=2020&type=obj&page=2
2020,2,8,objective,,,,Moses named his son Gershom to demonstrate that he________,was an Egyptian Prince,came to Midian for pastures,was a stranger in Midian,loved Jethro and Zipporah,C,https://myschool.ng/classroom/christian-religious-knowledge-crk/57499?exam_type=waec&exam_year=2020&type=obj&page=2
2020,2,9,objective,,,,Joshua's daily meditation on the book of the law enabled him to __________,win Israelites confidence,lead his people,overcome the devil,succeed and prosper,D,https://myschool.ng/classroom/christian-religious-knowledge-crk/57500?exam_type=waec&exam_year=2020&type=obj&page=2
2020,2,10,objective,,,,Jabin the King of Canaan oppressed the Israelites for_______,10 years,15 years,20 years,25 years,C,https://myschool.ng/classroom/christian-religious-knowledge-crk/57501?exam_type=waec&exam_year=2020&type=obj&page=2
2020,3,11,objective,,,,The recognition of Deborah as an outstanding leader in Israel signifies that______________,God can choose women as leaders,only women can be good leaders,she was good as a judge,she was the only good leader in Israel,A,https://myschool.ng/classroom/christian-religious-knowledge-crk/57506?exam_type=waec&exam_year=2020&type=obj&page=3
2020,3,12,objective,,,,Which of these behaviours was not exhibited by the sons of EIi?,Treating the offering of God with contempt,Taking raw meat from the offering,Taking bribes and perverting justice,Forcefulý taking meat offered to God,C,https://myschool.ng/classroom/christian-religious-knowledge-crk/57508?exam_type=waec&exam_year=2020&type=obj&page=3
2020,3,13,objective,,,,The linen ephod worn by Samuel portrayed him as a_________.,priest,king,seer,judge,A,https://myschool.ng/classroom/christian-religious-knowledge-crk/57510?exam_type=waec&exam_year=2020&type=obj&page=3
2020,3,14,objective,,,,"According to Samuel the prophet, rebellon is as sinful as _____________",idolatry,divination,sorcery,witchcraft,B,https://myschool.ng/classroom/christian-religious-knowledge-crk/57514?exam_type=waec&exam_year=2020&type=obj&page=3
2020,3,15,objective,,,,David rebuked Abner at Ziph because Abner_______,ignored the Zphiles complaint,sought to kill David,failed to protect his master,was not a seasoned soldier,C,https://myschool.ng/classroom/christian-religious-knowledge-crk/57517?exam_type=waec&exam_year=2020&type=obj&page=3
2020,4,16,objective,,,,David's servants could not report the death of Bathsheba's child to him because they________,believed God would revive the child,feared that David could harm himself,saw it as God's punishment to David,feared being killed for negligence,B,https://myschool.ng/classroom/christian-religious-knowledge-crk/57522?exam_type=waec&exam_year=2020&type=obj&page=4
2020,4,17,objective,,,,The content of the Ark of the covenant was the_______,books of the prophets,two tablets of stone,book of the law,bread offered to the Lord,B,https://myschool.ng/classroom/christian-religious-knowledge-crk/57524?exam_type=waec&exam_year=2020&type=obj&page=4
2020,4,18,objective,,,,"My father chastised you with whips, but I will chastise you with scorpions. This means the speaker _____",torment the people with scorpions,sell them into slavery,punish the people severely,add to the people's burden,D,https://myschool.ng/classroom/christian-religious-knowledge-crk/57528?exam_type=waec&exam_year=2020&type=obj&page=4
