Year,Page,Question_Number,Question_Type,Instruction,Diagram_Context,Image_URLs,Question,OptionA,OptionB,OptionC,OptionD,Answer,Detail_URL
2016,1,1,objective,,,,The dimensions of momentum are,MLT,ML-1T-1,MLT-1,ML-1T,C,https://myschool.ng/classroom/physics/45576?exam_type=waec&exam_year=2016&type=obj&page=1
2016,1,2,calculation,,,,A student measures the volume of a liquid using a measuring cylinder. What else needs to be measured by the student in order to determine the density of the liquid?,depth of the liquid in the cylinder,mass of the cylinder,mass of the liquid,tempersture of the liquid,C,https://myschool.ng/classroom/physics/45578?exam_type=waec&exam_year=2016&type=obj&page=1
2016,1,3,diagram-based,,,https://myschool.ng/storage/classroom/17771436564_15356119_1247910778606920_446107373_n.jpg,"The diagram given, represents the graph of stress against strain for an elastic wire. The point Q on the graph is the",elastic linit,breaking point,yield point,proportional limit,B,https://myschool.ng/classroom/physics/45579?exam_type=waec&exam_year=2016&type=obj&page=1
2016,1,4,objective,,,,"A ball is dropped from the top of a tower. Due to air resistance,it reaches terminal velocity. Which of the following statement(s) about its motion is/are correct? i. The acceleration of the ball is zero. ii. The net force on the ball is zero. iii. The velocity of the ball increases.",i only,i and ii only,ii and iii only,"i, ii and iii",B,https://myschool.ng/classroom/physics/45580?exam_type=waec&exam_year=2016&type=obj&page=1
2016,1,5,objective,,,,Which of the following substances lowers the surface tension of water?,metal,sand,detergent,paper,C,https://myschool.ng/classroom/physics/45581?exam_type=waec&exam_year=2016&type=obj&page=1
2016,2,6,calculation,,,,An object of volume 400cm 3 and 2.5gcm -3 is suspended from a spring balance with half its volume immersed in water. Determine the reading on the spring balance. (Density of water = 1gcm -3 ),1200g,1000g,800g,400g,C,https://myschool.ng/classroom/physics/45583?exam_type=waec&exam_year=2016&type=obj&page=2
2016,2,7,diagram-based,,,https://myschool.ng/storage/classroom/TAg9sdMArVrPtawuNFrP2xNfPA91TUT4sAcH0saB.png,The diagram given illustrates a force-distance graph for the motion of a wooden block. Determine the work done on the block when moved through a distance of 5m.,4J,15J,5J,100J,D,https://myschool.ng/classroom/physics/45584?exam_type=waec&exam_year=2016&type=obj&page=2
2016,2,8,diagram-based,,,,"The two person of a body undergoing a uniformly accelerated motion are (10s, 10ms -1 ) and (30s, 50ms -1 ). On the velocity-time graph pf the body.",0.5ms-2,2.0ms-2,10.0ms-2,40.0ms-2,B,https://myschool.ng/classroom/physics/45587?exam_type=waec&exam_year=2016&type=obj&page=2
2016,2,9,calculation,,,,"At a birthday party, the celebrant pops a corked fruit wine. If the cork shoots out of the bottle at an angle of 40 o to the horizontal and travels a horizontal distance of 4.50m in 1.25s. Calculate the initial speed of the cork.",4.2ms-1,4.7ms-1,5.6ms-1,7.1ms-1,B,https://myschool.ng/classroom/physics/45590?exam_type=waec&exam_year=2016&type=obj&page=2
2016,2,10,calculation,,,,A uniform metre rule is balanced on a fulcrum placed at the 35cm mark by suspending a mass of 120g at the 10cm mark. Calculate the mass of the metre rule.,60g,80g,120g,200g,D,https://myschool.ng/classroom/physics/45593?exam_type=waec&exam_year=2016&type=obj&page=2
2016,3,11,diagram-based,,,https://myschool.ng/storage/classroom/5924096412_15300564_1247911475273517_170541381_n.jpg,A plank is placed along the path on which a wheel barrow containing sand is pushed at a construction site to prevent it from sticking as illustrated in the diagram given. The large area of the plank prevents the wheel barrow from getting stuck by,increasing the reaction on the ground,increasing the pressure on the ground,decreasing the pressure on the ground,decreasing the weight on the ground,C,https://myschool.ng/classroom/physics/45596?exam_type=waec&exam_year=2016&type=obj&page=3
2016,3,12,objective,,,,"When a body is thrown vertically upwards, its velocity at the maximum height is",maximium,zero,double its initial value,half its initial value,B,https://myschool.ng/classroom/physics/45598?exam_type=waec&exam_year=2016&type=obj&page=3
2016,3,13,objective,,,,Resonance occurs when one vibrating object causes a second object to vibrate at its own natural,amplitude,speed,frequency,intensity,C,https://myschool.ng/classroom/physics/45599?exam_type=waec&exam_year=2016&type=obj&page=3
2016,3,14,objective,,,,The mouth piece of a telephone handset converts,electrical energy to sound energy,sound energy to electrical energy,sound energy to radiowave,radiowave to sound energy,B,https://myschool.ng/classroom/physics/45604?exam_type=waec&exam_year=2016&type=obj&page=3
