Year,Page,Question_Number,Question_Type,Instruction,Diagram_Context,Image_URLs,Question,OptionA,OptionB,OptionC,OptionD,Answer,Detail_URL
2021,1,1,international-trade,,,,The study of economics IS Important to every society because it______,Enables individuals to satisfy all their wants,Helps in the utilization of scarce resources.,Helps producers to know what to produce.,Restores equilibrium between producers and consumers,B,https://myschool.ng/classroom/economics/62030?exam_type=waec&exam_year=2021&type=obj&page=1
2021,1,2,microeconomics,,,,"A consumer with $10 needs a dress, a pair of shoes, a handbag and jewelry costing $20, $10, $7 and $3 respectively. The opportunity cost of buying the pair of shoes Is the________",Dress.,Jewelry.,Handbag and Jewelry.,Dress and Jewelry,C,https://myschool.ng/classroom/economics/62031?exam_type=waec&exam_year=2021&type=obj&page=1
2021,1,3,general,,,,The distinguishing function of an entrepreneur is_______,Planning.,Control.,Risk-bearing.,Management.,C,https://myschool.ng/classroom/economics/62032?exam_type=waec&exam_year=2021&type=obj&page=1
2021,1,4,microeconomics,,,,"When a commodity market operates without government interference, commodities are distributed through_______",A government distribution agencies.,The operation of price mechanism.,A central planning committee,Retailers only.,B,https://myschool.ng/classroom/economics/62033?exam_type=waec&exam_year=2021&type=obj&page=1
2021,1,5,general,,,,One way of obtaining the median of a given data is to__________,Sum the value and divide by the number of items.,Arrange the data in ascending order and subtract each item from the mean.,Arrange the data in descending order and add each item to the least.,Arrange the data in either ascending or descending order and find what item divides the set in two equal parts.,D,https://myschool.ng/classroom/economics/62034?exam_type=waec&exam_year=2021&type=obj&page=1
2021,2,6,general,,,,"An increase in the rice harvest, all things being equal, may cause____________",Price to increase substantially.,Price to fall substantially.,Demand to fall substantially.,Farmer's incomes to be more than doubled,B,https://myschool.ng/classroom/economics/62035?exam_type=waec&exam_year=2021&type=obj&page=2
2021,2,7,microeconomics,,,,The demand for wood and labour is an example of______,Effective demand.,Complementary demand,Derived demand,Competitive demand,C,https://myschool.ng/classroom/economics/62036?exam_type=waec&exam_year=2021&type=obj&page=2
2021,2,8,microeconomics,,,,What will be the reaction of consumers in a market if there is a fall in the price of the substitute commodity X?,Price of commodity X will increase,Demand for the substitute of commodity X will decrease,Demand for commodity X will decrease,Supply of both commodity X and its substitute will increase.,C,https://myschool.ng/classroom/economics/62037?exam_type=waec&exam_year=2021&type=obj&page=2
2021,2,9,microeconomics,,,,An increase in market supply is caused by the following factors except_________,An improvement in innovation and technology.,An increase in the price of the commodity,A reduction in the cost of raw materials.,A favourable weather condition.,C,https://myschool.ng/classroom/economics/62038?exam_type=waec&exam_year=2021&type=obj&page=2
2021,2,10,microeconomics,,,,The coefficient of price elasticity of supply of land is usually____________,One,Greater than one,Zero,Less than one.,C,https://myschool.ng/classroom/economics/62039?exam_type=waec&exam_year=2021&type=obj&page=2
2021,3,11,microeconomics,,,,The price of soap rose from $10 to $20 causing a trader to increase her supply from 50 to 120 boxes per week. This makes supply_________,Unitary elastic.,Perfectly inelastic.,Fairly elastic.,Inelastic.,C,https://myschool.ng/classroom/economics/62040?exam_type=waec&exam_year=2021&type=obj&page=3
2021,3,12,microeconomics,,,,The leftward shift in the supply curve for a commodity indicates_________,An increase in quantity supplied,A decrease in supply.,A reduction in quantity supplied.,An increase in supply.,B,https://myschool.ng/classroom/economics/62041?exam_type=waec&exam_year=2021&type=obj&page=3
2021,3,13,microeconomics,,,,Market supply may increase if there is an increase in the________,Price of the product,Prices of factors of production.,Tax paid on raw materials,Subsidies on raw materials.,A,https://myschool.ng/classroom/economics/62042?exam_type=waec&exam_year=2021&type=obj&page=3
2021,3,14,general,,,,Government can increase farmers' incomes by__________,Fixing maximum prices.,Fixing minimum prices.,Encouraging them to produce surplus output.,Increasing taxes on inputs.,B,https://myschool.ng/classroom/economics/62043?exam_type=waec&exam_year=2021&type=obj&page=3
2021,3,15,microeconomics,,,,"When market supply increases , the equilibrium price_________",Rises and quantity falls.,Falls and quantity rises.,And quantity increase,And quantity fall.,B,https://myschool.ng/classroom/economics/62044?exam_type=waec&exam_year=2021&type=obj&page=3
2021,4,16,microeconomics,,,,"The supply of mangoes is represented as P=0.3Q, where P is the price ($) and Q is the quantity. What is P when Q is 50?",$1.50,$15.00,$150.03,$166.67,B,https://myschool.ng/classroom/economics/62045?exam_type=waec&exam_year=2021&type=obj&page=4
2021,4,17,general,,,,The output of an extra unit of an input is referred to as________,Output of the input.,Marginal product of the input,Average product of the input,Utility of the input employed,B,https://myschool.ng/classroom/economics/62046?exam_type=waec&exam_year=2021&type=obj&page=4
2021,4,18,general,,,,The law of diminishing returns is applicable to the__________,fixed inputs of production.,variable factors of production.,plants and machinery of the firm.,equipment and other capital.,B,https://myschool.ng/classroom/economics/62047?exam_type=waec&exam_year=2021&type=obj&page=4
2021,4,19,calculation,,,,**A firm incurred the following costs in production. Use the information in the table to answer the question below.** Output(bags of rice0102030405060Total Cost ($)100200300380440520600 The fixed cost of production is___________,$I00.,$200.,$300.,$600,A,https://myschool.ng/classroom/economics/62048?exam_type=waec&exam_year=2021&type=obj&page=4
2021,4,20,calculation,,,,**A firm incurred the following costs in production. Use the information in the table to answer the question below.** Output(bags of rice0102030405060Total Cost ($)100200300380440520600 The average cost of producing 40 bags of rice is_____,$10,$11,$60.,$80,B,https://myschool.ng/classroom/economics/62049?exam_type=waec&exam_year=2021&type=obj&page=4
2021,5,21,public-finance,,,,The relationship between the marginal revenue (MR) and the average revenue(AR) of a monopolist is that the marginal revenue curve____,is above the average revenue curve,slopes down to the right and is below the AR curve.,and the AR curve are downward sloping and are identical.,is vertical while the average revenue curve is horizontal.,B,https://myschool.ng/classroom/economics/62050?exam_type=waec&exam_year=2021&type=obj&page=5
2021,5,22,calculation,,,,A major source of finance to the Railway Corporation in West African countries is_______,sale of shares,government subvention,trade credit,surplus,B,https://myschool.ng/classroom/economics/62051?exam_type=waec&exam_year=2021&type=obj&page=5
2021,5,23,calculation,,,,Separation of ownership of resources and their control is mostly found in a __________,sole proprietorship,partnership,joint stock company,consumer co-operative,C,https://myschool.ng/classroom/economics/62052?exam_type=waec&exam_year=2021&type=obj&page=5
2021,5,24,general,,,,By passing the middlemen in the chain of distribution can lead to _________,a problem of unemployment of labour,the creation of artificial scarcity,high prices of goods and services,an increase in government tax revenue,A,https://myschool.ng/classroom/economics/62053?exam_type=waec&exam_year=2021&type=obj&page=5
2021,5,25,general,,,,Two factors which can improve the efficiency of labour are_________,population size and age of retirement,school leaving age and number of disabled workers,work environment and health status of workers,school leaving age and number of part-time workers,C,https://myschool.ng/classroom/economics/62054?exam_type=waec&exam_year=2021&type=obj&page=5
2021,6,26,calculation,,,,The age distribution of a country's population is shown below. Use the information is answer the question below. Age group (YEARS)Population0 - 1516 - 4041 - 60Over 6030%45%15%10% What is the percentage of the working population?,75%,60%,45%,15%,B,https://myschool.ng/classroom/economics/62055?exam_type=waec&exam_year=2021&type=obj&page=6
2021,6,27,calculation,,,,The age distribution of a country's population is shown below. Use the information is answer the question below. Age group (YEARS)Population0 - 1516 - 4041 - 60Over 6030%45%15%10% What is the dependency ratio?,2:3,3:2,1:2,6:1,A,https://myschool.ng/classroom/economics/62056?exam_type=waec&exam_year=2021&type=obj&page=6
2021,6,28,microeconomics,,,,The supply of land for agricultural purpose can be increased through _______,The introduction of mechanized farming,reclamation and irrigation,increase in prices of land,conversion of building sites to farmlands,B,https://myschool.ng/classroom/economics/62057?exam_type=waec&exam_year=2021&type=obj&page=6
2021,6,29,microeconomics,,,,Non-economic factors that influence the location of firms include ________,the existence of required materials for production,availability of population of buyers,"adequate supply of power, good road and rail network",the activities of politicians in deciding location of firms,D,https://myschool.ng/classroom/economics/62058?exam_type=waec&exam_year=2021&type=obj&page=6
2021,6,30,general,,,,Which of the following is not an argument for the policy of privatization in West Africa?,To make businesses more profitable,Government is able to participate and control the operation of the privatized businesses,Members of the public are able to acquire shares,It encourages the inflow of capital and expertise from local and foreign sources,B,https://myschool.ng/classroom/economics/62059?exam_type=waec&exam_year=2021&type=obj&page=6
2021,7,31,calculation,,,,**Use this data below to answer the question** The following data relates to the national income of a country. Gross domestic product = $2800 Net factor income from abroad = $250 Depreciation = $700 Indirect taxes = $120 What is the country's Gross National (GNP)?,$ 3.050,$ 2.680,"$ 2,350","$2,100",B,https://myschool.ng/classroom/economics/62060?exam_type=waec&exam_year=2021&type=obj&page=7
