Year,Page,Question_Number,Question_Type,Instruction,Comprehension_Passage,Image_URLs,Question,OptionA,OptionB,OptionC,OptionD,Answer,Detail_URL
2019,1,1,objective,,,,A firm which turns timber into wooden office desks belongs to the,extractive industry,direct service industry,indirect service industry,construction industry,D,https://myschool.ng/classroom/commerce/57086?exam_type=waec&exam_year=2019&type=obj&page=1
2019,1,2,objective,,,,E-commerce is an activity which involves,trading in products through the post office,trading in products through the internet,buying and selling of products through telegram messages,buying and selling of products through fax messages,B,https://myschool.ng/classroom/commerce/57089?exam_type=waec&exam_year=2019&type=obj&page=1
2019,1,3,objective,,,,Rent is the return on,a loan,labour,land,a share,C,https://myschool.ng/classroom/commerce/57090?exam_type=waec&exam_year=2019&type=obj&page=1
2019,1,4,objective,,,,A partner whose only contribution to the partnership is his name and goodwill is,an active partner,a limited partner,a nominal partner,a sleeping partner,C,https://myschool.ng/classroom/commerce/57095?exam_type=waec&exam_year=2019&type=obj&page=1
2019,1,5,objective,,,,Computer manufacturers in an area could a form of a,producer association,thrift society,chamber of commerce,consumer association,A,https://myschool.ng/classroom/commerce/57099?exam_type=waec&exam_year=2019&type=obj&page=1
2019,2,6,objective,,,,The problem of double coincidence of wants is that,it is hard to determine the exchange rate of goods,it does not encourage purchase of large quantities and varieties,deferred payment is not possible because goods exchange are not durable,one has to find someone who wants his surplus and also has what he needs,A,https://myschool.ng/classroom/commerce/57105?exam_type=waec&exam_year=2019&type=obj&page=2
2019,2,7,objective,,,,The type of business where management is separated from ownership is a,sole proprietorship,public company,partnership,cooperative society,C,https://myschool.ng/classroom/commerce/57107?exam_type=waec&exam_year=2019&type=obj&page=2
2019,2,8,objective,,,,"Where there is no deed of partnership, members share profit on",the basis of participation,the basis of shares held,patronage basis,equal basis,D,https://myschool.ng/classroom/commerce/57111?exam_type=waec&exam_year=2019&type=obj&page=2
2019,2,9,objective,,,,The factor of production that is fixed in nature is,land,labour,entrepreneurship,capital,A,https://myschool.ng/classroom/commerce/57113?exam_type=waec&exam_year=2019&type=obj&page=2
2019,2,10,objective,,,,A means of payment through the post office is,standing order,money order,debit order,credit card,B,https://myschool.ng/classroom/commerce/57116?exam_type=waec&exam_year=2019&type=obj&page=2
