Year,Page,Question_Number,Question_Type,Instruction,Diagram_Context,Image_URLs,Question,OptionA,OptionB,OptionC,OptionD,Answer,Detail_URL
2021,1,1,climate,,Use the climate data of the station to answer the question below. MonthJanFebMarAprMayJunJulAugSepOctNovDecTemperature (ºC)162022232528283027262321Rainfall (mm)625056891801891401632282308341,https://myschool.ng/storage/serve/2sZxMb28vwJzG3eHEisOH92oDGpbXxzs8807aHtk.png | https://myschool.ng/storage/serve/9Dmy5U4sHxRuZ72pPfaVW4Pee0LWbVDhsWtUTDbQ.png | https://myschool.ng/storage/serve/r0Y7i84BLlLyRnwn1qtuojPBLxfW5NOMxmJiWDzQ.png,Which month in the station has the highest rainfall?,January,October,July,September,B,https://myschool.ng/classroom/geography/60869?exam_type=waec&exam_year=2021&type=obj&page=1
2021,1,2,climate,,Use the climate data of the station to answer the question below. MonthJanFebMarAprMayJunJulAugSepOctNovDecTemperature (ºC)162022232528283027262321Rainfall (mm)625056891801891401632282308341,https://myschool.ng/storage/serve/2sZxMb28vwJzG3eHEisOH92oDGpbXxzs8807aHtk.png | https://myschool.ng/storage/serve/9Dmy5U4sHxRuZ72pPfaVW4Pee0LWbVDhsWtUTDbQ.png | https://myschool.ng/storage/serve/r0Y7i84BLlLyRnwn1qtuojPBLxfW5NOMxmJiWDzQ.png,What is the annual rainfall for station X?,1511 mm,1504 mm,1254 mm,1160,A,https://myschool.ng/classroom/geography/60876?exam_type=waec&exam_year=2021&type=obj&page=1
2021,1,3,climate,,Use the climate data of the station to answer the question below. MonthJanFebMarAprMayJunJulAugSepOctNovDecTemperature (ºC)162022232528283027262321Rainfall (mm)625056891801891401632282308341,https://myschool.ng/storage/serve/2sZxMb28vwJzG3eHEisOH92oDGpbXxzs8807aHtk.png | https://myschool.ng/storage/serve/9Dmy5U4sHxRuZ72pPfaVW4Pee0LWbVDhsWtUTDbQ.png | https://myschool.ng/storage/serve/r0Y7i84BLlLyRnwn1qtuojPBLxfW5NOMxmJiWDzQ.png,Calculate the range of temperature for the station,2ºC,5ºC,12ºC,14ºC,D,https://myschool.ng/classroom/geography/60877?exam_type=waec&exam_year=2021&type=obj&page=1
2021,1,4,climate,,Use the climate data of the station to answer the question below. MonthJanFebMarAprMayJunJulAugSepOctNovDecTemperature (ºC)162022232528283027262321Rainfall (mm)625056891801891401632282308341,https://myschool.ng/storage/serve/2sZxMb28vwJzG3eHEisOH92oDGpbXxzs8807aHtk.png | https://myschool.ng/storage/serve/9Dmy5U4sHxRuZ72pPfaVW4Pee0LWbVDhsWtUTDbQ.png | https://myschool.ng/storage/serve/r0Y7i84BLlLyRnwn1qtuojPBLxfW5NOMxmJiWDzQ.png,Which of the following statements is true about rainfall in station X?,the rainfall duration is six months,the station has a double maximum rainfall,rainfall mainly falls in winter,the rainfall in the station is uniformly distributed over the months,B,https://myschool.ng/classroom/geography/60878?exam_type=waec&exam_year=2021&type=obj&page=1
2021,1,5,physical-geography,,Use the climate data of the station to answer the question below. MonthJanFebMarAprMayJunJulAugSepOctNovDecTemperature (ºC)162022232528283027262321Rainfall (mm)625056891801891401632282308341,https://myschool.ng/storage/serve/2sZxMb28vwJzG3eHEisOH92oDGpbXxzs8807aHtk.png | https://myschool.ng/storage/serve/9Dmy5U4sHxRuZ72pPfaVW4Pee0LWbVDhsWtUTDbQ.png | https://myschool.ng/storage/serve/r0Y7i84BLlLyRnwn1qtuojPBLxfW5NOMxmJiWDzQ.png,The rock which has the capacity to retain underground water is?,impermeable,crystalline,compact,permeable,D,https://myschool.ng/classroom/geography/60879?exam_type=waec&exam_year=2021&type=obj&page=1
2021,2,6,climate,,,https://scontent.xx.fbcdn.net/v/t1.15752-9/s206x206/272346861_714896059681815_7129961518855985308_n.jpg?_nc_cat=103&ccb=1-5&_nc_sid=aee45a&_nc_eui2=AeHdxAXmYLARNjrkHq0YpUOKMVHfC9BYxcMxUd8L0FjFw9MwFkisfX9F5c18A8fBX309Ru8XVKht-O-OZOqRCKsk&_nc_ohc=GKwOyG6lRT8AX9mebfq&_nc_ad=z-m&_nc_cid=0&_nc_ht=scontent.xx&oh=03_AVIoeG_oWXRoQX05HJ1ozQ6bnxgP_II32pKuBaM3Gf7sZA&oe=62184310 | https://myschool.ng/storage/serve/r0Y7i84BLlLyRnwn1qtuojPBLxfW5NOMxmJiWDzQ.png | https://myschool.ng/storage/serve/2sZxMb28vwJzG3eHEisOH92oDGpbXxzs8807aHtk.png | https://myschool.ng/storage/serve/sae069zVtFT0YYhNWSpVyDjL19w7YFr4HE7JOx1E.png,The temperature reading at the peak of a volcano is 6ºC. What will be the temperature at the foot of the volcano which is 3000 metres from the surrounding low land?,5.5ºC,13.5ºC,13.5ºC,25.5ºC,C,https://myschool.ng/classroom/geography/60880?exam_type=waec&exam_year=2021&type=obj&page=2
2021,2,7,map-reading,,,https://scontent.xx.fbcdn.net/v/t1.15752-9/s206x206/272346861_714896059681815_7129961518855985308_n.jpg?_nc_cat=103&ccb=1-5&_nc_sid=aee45a&_nc_eui2=AeHdxAXmYLARNjrkHq0YpUOKMVHfC9BYxcMxUd8L0FjFw9MwFkisfX9F5c18A8fBX309Ru8XVKht-O-OZOqRCKsk&_nc_ohc=GKwOyG6lRT8AX9mebfq&_nc_ad=z-m&_nc_cid=0&_nc_ht=scontent.xx&oh=03_AVIoeG_oWXRoQX05HJ1ozQ6bnxgP_II32pKuBaM3Gf7sZA&oe=62184310 | https://myschool.ng/storage/serve/r0Y7i84BLlLyRnwn1qtuojPBLxfW5NOMxmJiWDzQ.png | https://myschool.ng/storage/serve/2sZxMb28vwJzG3eHEisOH92oDGpbXxzs8807aHtk.png | https://myschool.ng/storage/serve/sae069zVtFT0YYhNWSpVyDjL19w7YFr4HE7JOx1E.png,The sun is overhead at the tropic of Capricorn on,march 21,December 22,September 23,June 21,B,https://myschool.ng/classroom/geography/60913?exam_type=waec&exam_year=2021&type=obj&page=2
2021,2,8,map-reading,Study the map of DAMBO DISTRICT and use it to answer the question below,,https://scontent.xx.fbcdn.net/v/t1.15752-9/s206x206/272346861_714896059681815_7129961518855985308_n.jpg?_nc_cat=103&ccb=1-5&_nc_sid=aee45a&_nc_eui2=AeHdxAXmYLARNjrkHq0YpUOKMVHfC9BYxcMxUd8L0FjFw9MwFkisfX9F5c18A8fBX309Ru8XVKht-O-OZOqRCKsk&_nc_ohc=GKwOyG6lRT8AX9mebfq&_nc_ad=z-m&_nc_cid=0&_nc_ht=scontent.xx&oh=03_AVIoeG_oWXRoQX05HJ1ozQ6bnxgP_II32pKuBaM3Gf7sZA&oe=62184310 | https://myschool.ng/storage/serve/r0Y7i84BLlLyRnwn1qtuojPBLxfW5NOMxmJiWDzQ.png | https://myschool.ng/storage/serve/2sZxMb28vwJzG3eHEisOH92oDGpbXxzs8807aHtk.png | https://myschool.ng/storage/serve/sae069zVtFT0YYhNWSpVyDjL19w7YFr4HE7JOx1E.png,The scale of the map in representative fraction (RF) is,"1: 200,000","1 : 50,000","1 : 150,000","1 : 10,000",A,https://myschool.ng/classroom/geography/60916?exam_type=waec&exam_year=2021&type=obj&page=2
2021,2,9,map-reading,Study the map of DAMBO DISTRICT and use it to answer the question below,,https://scontent.xx.fbcdn.net/v/t1.15752-9/s206x206/272346861_714896059681815_7129961518855985308_n.jpg?_nc_cat=103&ccb=1-5&_nc_sid=aee45a&_nc_eui2=AeHdxAXmYLARNjrkHq0YpUOKMVHfC9BYxcMxUd8L0FjFw9MwFkisfX9F5c18A8fBX309Ru8XVKht-O-OZOqRCKsk&_nc_ohc=GKwOyG6lRT8AX9mebfq&_nc_ad=z-m&_nc_cid=0&_nc_ht=scontent.xx&oh=03_AVIoeG_oWXRoQX05HJ1ozQ6bnxgP_II32pKuBaM3Gf7sZA&oe=62184310 | https://myschool.ng/storage/serve/r0Y7i84BLlLyRnwn1qtuojPBLxfW5NOMxmJiWDzQ.png | https://myschool.ng/storage/serve/2sZxMb28vwJzG3eHEisOH92oDGpbXxzs8807aHtk.png | https://myschool.ng/storage/serve/sae069zVtFT0YYhNWSpVyDjL19w7YFr4HE7JOx1E.png,What is the approximate distance between the settlements of **Dambo** and **Hume** by road?,10km,15km,20km,30km,B,https://myschool.ng/classroom/geography/60921?exam_type=waec&exam_year=2021&type=obj&page=2
2021,2,10,map-reading,Study the map of DAMBO DISTRICT and use it to answer the question below,,https://scontent.xx.fbcdn.net/v/t1.15752-9/s206x206/272346861_714896059681815_7129961518855985308_n.jpg?_nc_cat=103&ccb=1-5&_nc_sid=aee45a&_nc_eui2=AeHdxAXmYLARNjrkHq0YpUOKMVHfC9BYxcMxUd8L0FjFw9MwFkisfX9F5c18A8fBX309Ru8XVKht-O-OZOqRCKsk&_nc_ohc=GKwOyG6lRT8AX9mebfq&_nc_ad=z-m&_nc_cid=0&_nc_ht=scontent.xx&oh=03_AVIoeG_oWXRoQX05HJ1ozQ6bnxgP_II32pKuBaM3Gf7sZA&oe=62184310 | https://myschool.ng/storage/serve/r0Y7i84BLlLyRnwn1qtuojPBLxfW5NOMxmJiWDzQ.png | https://myschool.ng/storage/serve/2sZxMb28vwJzG3eHEisOH92oDGpbXxzs8807aHtk.png | https://myschool.ng/storage/serve/sae069zVtFT0YYhNWSpVyDjL19w7YFr4HE7JOx1E.png,Line A - B in the mapped area can be best described as,convex slope,uniform slope,dip slope,concave slope,A,https://myschool.ng/classroom/geography/60924?exam_type=waec&exam_year=2021&type=obj&page=2
