Year,Page,Question_Number,Question_Type,Instruction,Diagram_Context,Image_URLs,Question,OptionA,OptionB,OptionC,OptionD,Answer,Detail_URL
2017,1,1,general,,,,"Express 0.0000407, correct to 2 significant figures",0.0,0.00004,0.000041,0.0000407,C,https://myschool.ng/classroom/mathematics/49905?exam_type=waec&exam_year=2017&type=obj&page=1
2017,1,2,general,,,,"If x varies inversely as y and y varies directly as z, what is the relationship between x and z?",x \(\alpha\) z,x \(\alpha\) \(\frac{1}{z}\),a \(\alpha\) z\(^2\),x \(\alpha\) \(\frac{1}{z^2}\),B,https://myschool.ng/classroom/mathematics/49907?exam_type=waec&exam_year=2017&type=obj&page=1
2017,1,3,algebra,,,,Evaluate \(\frac{3\frac{1}{4} \times 1\frac{3}{5}}{11\frac{1}{3} - 5 \frac{1}{3}}\),\(\frac{14}{15}\),\(\frac{13}{15}\),\(\frac{4}{5}\),\(\frac{11}{15}\),B,https://myschool.ng/classroom/mathematics/49929?exam_type=waec&exam_year=2017&type=obj&page=1
2017,1,4,word-problem,,,,"The ages of Tunde and Ola are in the ratio 1:2. If the ratio of Ola's age to Musa's age is 4:5, what is the ratio of Tunde's age to Musa's age?",1 : 4,1 : 5,2 : 5,5 : 2,C,https://myschool.ng/classroom/mathematics/49931?exam_type=waec&exam_year=2017&type=obj&page=1
2017,1,5,general,,,,"If M = {x : 3 \(\leq\) x < 8} and N = {x : 8 < x \(\leq\) 12}, which of the following is true? i. 8 \(\in\) M \(\cap\) N ii. 8 \(\in\) M \(\cup\) N iii. M \(\cap\) N = \(\varnothing\)",iii only,i and ii,ii and iii only,"i, ii and iii",A,https://myschool.ng/classroom/mathematics/49938?exam_type=waec&exam_year=2017&type=obj&page=1
2017,2,6,general,,,,"Given that a = log 7 and b = \(\log\) 2, express log 35 in terms of a and b.",a + b + 1,ab - 1,a - b + 1,b - a + 1,C,https://myschool.ng/classroom/mathematics/49948?exam_type=waec&exam_year=2017&type=obj&page=2
2017,2,7,algebra,,,,"If x = \(\frac{2}{3}\) and y = - 6, evaluate xy - \(\frac{y}{x}\)",0,5,8,9,B,https://myschool.ng/classroom/mathematics/49951?exam_type=waec&exam_year=2017&type=obj&page=2
2017,2,8,algebra,,,,Solve the equation: \(\frac{1}{5x} + \frac{1}{x}\)= 3,\(\frac{1}{5}\),\(\frac{2}{5}\),\(\frac{3}{5}\),\(\frac{4}{5}\),B,https://myschool.ng/classroom/mathematics/49954?exam_type=waec&exam_year=2017&type=obj&page=2
2017,2,9,word-problem,,,,"A sum of N18,100 was shared among 5 boys and 4 girls with each boy taking N20.00 more than each girl. Find a boy's share.","N1,820.00","2,000.00","N2,020.00","N2,040.00",C,https://myschool.ng/classroom/mathematics/49957?exam_type=waec&exam_year=2017&type=obj&page=2
2017,2,10,general,,,,One factor of \(7x^2 + 33x - 10\) is,7x + 5,x - 2,7x - 2,x - 5,C,https://myschool.ng/classroom/mathematics/49963?exam_type=waec&exam_year=2017&type=obj&page=2
2017,3,11,general,,,,Solve: - \(\frac{1}{4}\) < \(\frac{3}{4}\) (3x - 2) < \(\frac{1}{2}\),-\(\frac{5}{9}\) < x <\(\frac{8}{9}\),-\(\frac{8}{9}\) < x <\(\frac{7}{9}\),-\(\frac{8}{9}\) < x <\(\frac{5}{9}\),-\(\frac{7}{9}\) < x <\(\frac{8}{9}\),A,https://myschool.ng/classroom/mathematics/49984?exam_type=waec&exam_year=2017&type=obj&page=3
2017,3,12,algebra,,,,Simplify; 3x - (p - x) - (r - p),2x - r,2x + r,4x - r,2x - 2p - r,C,https://myschool.ng/classroom/mathematics/49987?exam_type=waec&exam_year=2017&type=obj&page=3
2017,3,13,geometry,,,,"An arc of a circle of radius 7.5cm is 7.5cm long. Find, correct to the nearest degree, the angle which the arc subtends at the centre of the circle. [Take \(\pi = \frac{22}{7}\)]",29\(^o\),57\(^o\),65\(^o\),115\(^o\),B,https://myschool.ng/classroom/mathematics/49990?exam_type=waec&exam_year=2017&type=obj&page=3
2017,3,14,geometry,,,,Water flows out of a pipe at a rate of 40\(\pi cm^2\) per seconds into an empty cylinder container of base radius 4cm. Find the height of water in the container after 4 seconds.,10 cm,14 cm,16 cm,20 cm,A,https://myschool.ng/classroom/mathematics/49992?exam_type=waec&exam_year=2017&type=obj&page=3
