Year,Page,Question_Number,Question_Type,Instruction,Comprehension_Passage,Image_URLs,Question,OptionA,OptionB,OptionC,OptionD,Answer,Detail_URL
2023,1,1,objective,,,,Which of the following is **not** a factor of production?,Capital,Staffing,Labour,Land,B,https://myschool.ng/classroom/commerce/69110?exam_type=waec&exam_year=2023&type=obj&page=1
2023,1,2,objective,,,,The excess value of total assets over total liabilites is,capital owned,borrowed capital,paid-up capital,paid-up capital,A,https://myschool.ng/classroom/commerce/69111?exam_type=waec&exam_year=2023&type=obj&page=1
2023,1,3,objective,,,,An element of a valid contract is,operation of law,performance,breach,capacity to contract,D,https://myschool.ng/classroom/commerce/69116?exam_type=waec&exam_year=2023&type=obj&page=1
2023,1,4,objective,,,,"Industrial, commercial and service are types of",specialization,occupation,manufacturing,extraction,B,https://myschool.ng/classroom/commerce/69119?exam_type=waec&exam_year=2023&type=obj&page=1
2023,1,5,objective,,,,Operating a state owned enterprise with the intention of making more profit is,nationalization,deregulation,privatization,commercialization,D,https://myschool.ng/classroom/commerce/69121?exam_type=waec&exam_year=2023&type=obj&page=1
2023,2,6,practical,,,,An example of after-sales services is,sorting and grading of goods,granting of discount,provision of price list and terms,free replacement of parts,D,https://myschool.ng/classroom/commerce/69122?exam_type=waec&exam_year=2023&type=obj&page=2
2023,2,7,objective,,,,An organization that could strive for improvement in electricity and telephone services to users is,a trade association,a manufacturers' association,a manufacturers' association,a consumers'association,D,https://myschool.ng/classroom/commerce/69134?exam_type=waec&exam_year=2023&type=obj&page=2
2023,2,8,objective,,,,A bill of lading that is tagged clean means that the goods being delivered are,on credit,not damaged,paid for,duty free,B,https://myschool.ng/classroom/commerce/69136?exam_type=waec&exam_year=2023&type=obj&page=2
2023,2,9,objective,,,,The function of money that makes it generally acceptable is,unit of account,store of value,medium of exchange,standard of deferred payment,C,https://myschool.ng/classroom/commerce/69138?exam_type=waec&exam_year=2023&type=obj&page=2
2023,2,10,objective,,,,Dissolution of a partnership could arise from,fall in output,death of a member,non access to capital,increase in market share,B,https://myschool.ng/classroom/commerce/69139?exam_type=waec&exam_year=2023&type=obj&page=2
