Year,Page,Question_Number,Question_Type,Instruction,Comprehension_Passage,Image_URLs,Question,OptionA,OptionB,OptionC,OptionD,Answer,Detail_URL
2022,1,1,objective,,,,Which political system allows only one ideology for the state?,socialism,aristocracy,communalism,capitalism,A,https://myschool.ng/classroom/government/62806?exam_type=waec&exam_year=2022&type=obj&page=1
2022,1,2,objective,,,,"In a representative government, citizens exercise their political power",directly,indirectly,in reverence for the political system,under undue political pressure,B,https://myschool.ng/classroom/government/62981?exam_type=waec&exam_year=2022&type=obj&page=1
2022,1,3,objective,,,,The essence of the concept of devolution is to cater for the interests of the,ruling governement,majority,minority,rule of law,B,https://myschool.ng/classroom/government/62983?exam_type=waec&exam_year=2022&type=obj&page=1
2022,1,4,constitution,,,,A country's constitution may be derived from which one of the following sources?,Educated elites,Civil society organisations,civil disobedience,Customs and conventions,D,https://myschool.ng/classroom/government/62986?exam_type=waec&exam_year=2022&type=obj&page=1
2022,1,5,objective,,,,One major problem associated with the cabinet system of government is the,abuse of power,frequent change of government,large number of ministers,supremacy of the executive,A,https://myschool.ng/classroom/government/62990?exam_type=waec&exam_year=2022&type=obj&page=1
2022,2,6,objective,,,,Representative governments around the world pay attention to public opinion because of the following factors except,protection of the government from media scrutiny,indication of government in good standing with the people,provision of feedback on implementation of government policies,national security concerns,A,https://myschool.ng/classroom/government/62992?exam_type=waec&exam_year=2022&type=obj&page=2
2022,2,7,objective,,,,The determination and execution of government policies is the core function of,Public Complain Commission,Public Service Commission,Civil Service,Judicial Service,C,https://myschool.ng/classroom/government/62994?exam_type=waec&exam_year=2022&type=obj&page=2
2022,2,8,objective,,,,Public corporation has a legal personality which means that,no legal suit can be brought against,it can sue and can be sued,it has ultimate power to make its own laws,there is a legal department that represents it,B,https://myschool.ng/classroom/government/62996?exam_type=waec&exam_year=2022&type=obj&page=2
2022,2,9,objective,,,,Local Government authorities may not receive cooperation from the local people due to the issue of,top bottom approach to development,accessibility to internet facilities,lack of support for the ruling governemnt,non availability of spiritual centres,C,https://myschool.ng/classroom/government/62999?exam_type=waec&exam_year=2022&type=obj&page=2
2022,2,10,objective,,,,Delegated legislation can be controlled by,report writing,press conferences,parliamentary question time,threat of secession,C,https://myschool.ng/classroom/government/63004?exam_type=waec&exam_year=2022&type=obj&page=2
2022,3,11,objective,,,,A one-party system imposed by law with all other parties proscribed is,a social party system,a de jure one party system,a communist political system,an elitist party system,B,https://myschool.ng/classroom/government/63010?exam_type=waec&exam_year=2022&type=obj&page=3
2022,3,12,objective,,,,Multi-party system is saddled with the problem of,divisiveness,limited choice,weak opposition,political consciousness,A,https://myschool.ng/classroom/government/63012?exam_type=waec&exam_year=2022&type=obj&page=3
2022,3,13,objective,,,,"One of the importance of voting in a democracy is that, it",is less expensive,ensures development for all voters,commits citizens to the political system,ensures winner takes all policy.,C,https://myschool.ng/classroom/government/63022?exam_type=waec&exam_year=2022&type=obj&page=3
2022,3,14,objective,,,,An electoral system in which the electorate elects a small group of people who in turn elects political office holders is known as,general election,second ballot system,Electoral college,local election,C,https://myschool.ng/classroom/government/63024?exam_type=waec&exam_year=2022&type=obj&page=3
2022,3,15,objective,,,,Most pressure groups especially in West Africa fail to achieve their goals as a result of,good governance,charisma of the president,transparency of the legislature,corrupt leadership,D,https://myschool.ng/classroom/government/63025?exam_type=waec&exam_year=2022&type=obj&page=3
2022,4,16,theory,,,,A pressure group which resorts to violence as a means of pressing home its demands is described as,anomic,associational,labour,attitudinal,A,https://myschool.ng/classroom/government/63026?exam_type=waec&exam_year=2022&type=obj&page=4
2022,4,17,objective,,,,"Press control is necessary for a state, particularly in the area of",the economy,auditor general's report,state security and secrets,foreign trade,C,https://myschool.ng/classroom/government/63028?exam_type=waec&exam_year=2022&type=obj&page=4
2022,4,18,objective,,,,The media helps to enrich discourse on national issues through its,marketing,editorial comments,sales and advertisement,correspondents,B,https://myschool.ng/classroom/government/63029?exam_type=waec&exam_year=2022&type=obj&page=4
2022,4,19,objective,,,,Information dissemination and communication in a political environment had been made faster and easier with the advent of,educated practitioners,press censorship,government spokemen,social media,D,https://myschool.ng/classroom/government/63033?exam_type=waec&exam_year=2022&type=obj&page=4
2022,4,20,objective,,,,The passing of laws by an arm of government to regulate society is the function of the,judiciary,executive,legislature,police,C,https://myschool.ng/classroom/government/63034?exam_type=waec&exam_year=2022&type=obj&page=4
2022,5,21,objective,,,,Militant nationalism in British West Africa after World War II sought to,kill British nationals,overthrow colonialism,stop the export of raw materials,stop the denigration of the African culture.,B,https://myschool.ng/classroom/government/63035?exam_type=waec&exam_year=2022&type=obj&page=5
2022,5,22,objective,,,,Proto-nationalism was a movement limited to the demands for,immediate end to colonialism,reforms of the political class and respect for African religion,western education,social amenities and political participation,B,https://myschool.ng/classroom/government/63036?exam_type=waec&exam_year=2022&type=obj&page=5
2022,5,23,objective,,,,The youth movement across British West African territories served as a spring board for the formation of,militant groups to fight and kill British officials,political parties to champion the course of self-rule,committees to represent the people,associations in pursuit of justice for the people,B,https://myschool.ng/classroom/government/63038?exam_type=waec&exam_year=2022&type=obj&page=5
2022,5,24,objective,,,,A country's foreign policy is foremost driven by,economy,location,natural resources,national interest,D,https://myschool.ng/classroom/government/63039?exam_type=waec&exam_year=2022&type=obj&page=5
2022,5,25,objective,,,,The first inter-territorial political movement organized in the 1920s which sought to bring all the British West African territories together to fight the colonial establishment was the,Aborigines Right Protection Society,West African Youth League,National Congress of British West African,WestAfrican Students Union,C,https://myschool.ng/classroom/government/63040?exam_type=waec&exam_year=2022&type=obj&page=5
2022,6,26,objective,,,,The African Union is unable to play its role on the global political scene very well due to the,inadequate system of education,low level of wages in the member countries,Outbreak of pandemic on the African continent,divided loyalty among member states.,D,https://myschool.ng/classroom/government/63043?exam_type=waec&exam_year=2022&type=obj&page=6
2022,6,27,objective,,,,Which of the following options does the Commonwealth of Nations commit resources to?,Use of a common currency,Superiority of the British Crown,British Leadership on all matters of diplomacy,Promotion of representative democracy,D,https://myschool.ng/classroom/government/63045?exam_type=waec&exam_year=2022&type=obj&page=6
