Year,Page,Question_Number,Question_Type,Instruction,Comprehension_Passage,Image_URLs,Question,OptionA,OptionB,OptionC,OptionD,Answer,Detail_URL
2021,1,1,objective,,,,An undesirable attribute of capitalism is mostly seen in,freedom of choice,exploitation of labour,efficient production of goods and services,effective utilization of labour,B,https://myschool.ng/classroom/government/60781?exam_type=waec&exam_year=2021&type=obj&page=1
2021,1,2,constitution,,,,A constitution that requires an absolute majority of members of parliament to amend is a,confederal constitution,federal constitution,flexible constitution,rigid constitution,D,https://myschool.ng/classroom/government/60782?exam_type=waec&exam_year=2021&type=obj&page=1
2021,1,3,objective,,,,What is the term given to the action of discontinuing a session of a parliament or other legislative assembly without dissolving,Adjournment,Postponement,Prorogation,Recess,C,https://myschool.ng/classroom/government/60783?exam_type=waec&exam_year=2021&type=obj&page=1
2021,1,4,objective,,,,"In a monocephalous executive system of government, all executive powers are vested in the",Chief Justice,President,Prime Minister,Speaker,B,https://myschool.ng/classroom/government/60786?exam_type=waec&exam_year=2021&type=obj&page=1
2021,1,5,objective,,,,The action programme of a political party intended to be carried out when political power is won is known as,code of conduct,party constitution,party survey,manifesto,D,https://myschool.ng/classroom/government/60789?exam_type=waec&exam_year=2021&type=obj&page=1
2021,2,6,objective,,,,What does the mass media rely on to gauge public opinion?,Influential citizens,propaganda and interviews,polls and survey,Rumors and gossip,C,https://myschool.ng/classroom/government/60791?exam_type=waec&exam_year=2021&type=obj&page=2
2021,2,7,objective,,,,Which of the following options is the role of a newspaper in a state?,Determines government appointment,Disseminates information,Ensures fairness in newspaper circulation,Ensures fair distribution of relief items,B,https://myschool.ng/classroom/government/60793?exam_type=waec&exam_year=2021&type=obj&page=2
2021,2,8,objective,,,,The Civil Services helps the government to,recruit personnel for the army,develop and implement policies effectively,maintain instability in the state,stay in power for a long time.,B,https://myschool.ng/classroom/government/60797?exam_type=waec&exam_year=2021&type=obj&page=2
2021,2,9,objective,,,,A citizen is barred from active politics when employed as a,university lecturer,priest,civil servant,journalist,C,https://myschool.ng/classroom/government/60801?exam_type=waec&exam_year=2021&type=obj&page=2
2021,2,10,objective,,,,Citizens' political participation is best practised under a,militant pressure group,neighborhood vigilante group,cooperative society,political party,D,https://myschool.ng/classroom/government/60804?exam_type=waec&exam_year=2021&type=obj&page=2
2021,3,11,objective,,,,The most important function of government is to ensure the,building of offices and houses,judiciary is well resourced,second arm of government is respected,security of the citizens,D,https://myschool.ng/classroom/government/60806?exam_type=waec&exam_year=2021&type=obj&page=3
2021,3,12,objective,,,,The right to an adequate standard of living falls under,civil rights,economic right,free market economy,right to life,B,https://myschool.ng/classroom/government/60810?exam_type=waec&exam_year=2021&type=obj&page=3
2021,3,13,objective,,,,People's political values are continuously shaped by the following agents except,education,family,media,ombudsman,D,https://myschool.ng/classroom/government/60814?exam_type=waec&exam_year=2021&type=obj&page=3
2021,3,14,objective,,,,In which political system were there two levels of government with considerable devolution?,Capitalism,Federalism,Fascism,Unitarism,B,https://myschool.ng/classroom/government/60817?exam_type=waec&exam_year=2021&type=obj&page=3
2021,3,15,objective,,,,A system of government in which people elect their lawmakers and make them accountable for their actions and inactions in government is,a representative government,first-past-the-post government,an oligarchy government,checks and balances system of government,A,https://myschool.ng/classroom/government/60821?exam_type=waec&exam_year=2021&type=obj&page=3
2021,4,16,objective,,,,Which territories in British West Africa did the colonial government exercise limited jurisdiction?,Conquered states,Mandated territories,protectorates,Trust territories,C,https://myschool.ng/classroom/government/60824?exam_type=waec&exam_year=2021&type=obj&page=4
2021,4,17,objective,,,,One of the following French West African colonies was the first to gain independence,Benin,Burkina Faso,Guinea,Togo,C,https://myschool.ng/classroom/government/60829?exam_type=waec&exam_year=2021&type=obj&page=4
2021,4,18,objective,,,,"The struggle by the chiefs and people of West Africa against political, social and economic dominance by European powers was referred to as",imperialism,nationalism,neo-colonialism,liberation,B,https://myschool.ng/classroom/government/60834?exam_type=waec&exam_year=2021&type=obj&page=4
2021,4,19,objective,,,,The European imperialist penetration into West Africa was primarily motivated by the following considerations except,compassion,economic,social,military,A,https://myschool.ng/classroom/government/60839?exam_type=waec&exam_year=2021&type=obj&page=4
2021,4,20,objective,,,,Which policy made the colonised French West African partners with France in her colonial project?,Assimilation policy,Association policy,Indirect rule policy,Loi Cadre,B,https://myschool.ng/classroom/government/60848?exam_type=waec&exam_year=2021&type=obj&page=4
2021,5,21,objective,,,,The British colonial governor in West Africa wielded sweeping powers by virtues of,the land tenure system,drafting laws,tax collection,veto power,D,https://myschool.ng/classroom/government/60849?exam_type=waec&exam_year=2021&type=obj&page=5
2021,5,22,objective,,,,The action plan by African countries under the New Partnership for Africa's Development (NEPAD) aimed at tackling the following issues except,economic,political,religious,social,C,https://myschool.ng/classroom/government/60851?exam_type=waec&exam_year=2021&type=obj&page=5
2021,5,23,objective,,,,What motivated the adoption of the Indirect Rule system by the British in her West African colonies?,Effective and efficient tax system was in place,Chiefs did not have the power to make laws,Educated elites were in bed with the British government,The land was fertile for cash crop farming,A,https://myschool.ng/classroom/government/60852?exam_type=waec&exam_year=2021&type=obj&page=5
2021,5,24,objective,,,,The Economic Community for West African States (ECOWAS) was established primarily to,create a common currency for member countries,prevent neo-colonialism,sideline French West African countries in economic activities,Promote economic growth and development among member states.,D,https://myschool.ng/classroom/government/60974?exam_type=waec&exam_year=2021&type=obj&page=5
2021,5,25,objective,,,,The media can best contribute to the democratic process of a country by,lobbying ministers to be in their good books,setting the agenda for good government,inciting strikes and demonstrations,recounting the achievements of the government in power,B,https://myschool.ng/classroom/government/60977?exam_type=waec&exam_year=2021&type=obj&page=5
2021,6,26,objective,,,,Public Corporations can deliver on their mandate if,incidence of corporation and mismanagement were dealt with,loans were secured to pay staff well,politicians were members of the board,religious institutions pray for their success,A,https://myschool.ng/classroom/government/60978?exam_type=waec&exam_year=2021&type=obj&page=6
2021,6,27,objective,,,,Citizenship of a state is based on the following requirements except,birth,marriage,education,naturalization,C,https://myschool.ng/classroom/government/60980?exam_type=waec&exam_year=2021&type=obj&page=6
2021,6,28,objective,,,,One-party system encourages and often ends up in,democracy,dictatorship,fair electoral contest,freedom of expression,B,https://myschool.ng/classroom/government/60981?exam_type=waec&exam_year=2021&type=obj&page=6
2021,6,29,objective,,,,Which of the following tools is not used by pressure groups to achieve with their aim?,Boycotts,Demonstrations,Elections,Strikes,C,https://myschool.ng/classroom/government/60982?exam_type=waec&exam_year=2021&type=obj&page=6
2021,6,30,objective,,,,Frequent military coup d'etats which topple elected governments negatively affect and stall,education,culture and religion,health,democratic gains,D,https://myschool.ng/classroom/government/60984?exam_type=waec&exam_year=2021&type=obj&page=6
2021,7,31,objective,,,,How beneficial is delegated legislation to the democratic process? It,aids lawmakers to become experts in legislation,cannot be applied during period of crises,helps to discipline personnel in the civil service,permits handling of certain aspect of legislation by non-technocrats,D,https://myschool.ng/classroom/government/60987?exam_type=waec&exam_year=2021&type=obj&page=7
2021,7,32,objective,,,,Local government performs a number of functions on behalf of the central government in the form of,employing police officers,ensuring people attend religious institutions of prayers,mobilizing of resources of development,punishing opposition or dissent,C,https://myschool.ng/classroom/government/60989?exam_type=waec&exam_year=2021&type=obj&page=7
2021,7,33,objective,,,,"In an environment of press freedom, the media plays the role of",articulating views of individuals,inciting people to be lawless,projecting individuals above the state,highlighting only the activities of government,A,https://myschool.ng/classroom/government/60993?exam_type=waec&exam_year=2021&type=obj&page=7
2021,7,34,objective,,,,"Chiefs under the Indirect Rule system were used to carry out unpopular tasks, one of which was",enforcement of Western education,establishment of churches,military conscription,presiding over native courts,D,https://myschool.ng/classroom/government/60995?exam_type=waec&exam_year=2021&type=obj&page=7
2021,7,35,objective,,,,In restoring peace and security to Liberia and Sierra Leone the Economic Community of West African States (ECOWAS) deployed a military force known as,Regional Armed Forces (RAF),Peace Keeping Force of West Africa (PKFWA),ECOWAS Ceasefire Monitoring Group (ECOMOG),ECOWAS heads of State and Government,C,https://myschool.ng/classroom/government/61002?exam_type=waec&exam_year=2021&type=obj&page=7
2021,8,36,objective,,,,The desire for foreign investments and overseas markets had become the driving force behind many West African countries,educational policy,foreign policy,campaign tool,dream ideology,B,https://myschool.ng/classroom/government/61004?exam_type=waec&exam_year=2021&type=obj&page=8
2021,8,37,objective,,,,Citizenship does not only go with rights but also the performance of,compulsory military service,compulsory teaching,certain obligations and duties,certain religious rites,C,https://myschool.ng/classroom/government/61178?exam_type=waec&exam_year=2021&type=obj&page=8
2021,8,38,objective,,,,"Taking over power, military governments disregard democratic protocols and rule mainly by",decrees,popular acclamation,jury,court martial,A,https://myschool.ng/classroom/government/61179?exam_type=waec&exam_year=2021&type=obj&page=8
2021,8,39,objective,,,,Which electoral system best suits a heterogeneous political environment?,Non-transferable votes,Preferential ballot,Proportional representation,Run-off election,C,https://myschool.ng/classroom/government/61180?exam_type=waec&exam_year=2021&type=obj&page=8
2021,8,40,objective,,,,Judicial review in a democratic environment is an aspect of,checks and balances,a check on the legislature,a check on the executive and the media,ensuring the police assist the judiciary in its work,A,https://myschool.ng/classroom/government/61181?exam_type=waec&exam_year=2021&type=obj&page=8
2021,9,41,objective,,,,"One advantage of a multi-party system is that, the",electorate have wide range of choice,educated elite represents their people in parliament,executive is not restrained by law,party in power creates employment for all sympathizers,A,https://myschool.ng/classroom/government/61183?exam_type=waec&exam_year=2021&type=obj&page=9
2021,9,42,objective,,,,The following factors motivated the formation and growth of political parties in British West African territories except,external socio-political factors,improvement in communication network,membership of legislative council,the role of newspapers,B,https://myschool.ng/classroom/government/61184?exam_type=waec&exam_year=2021&type=obj&page=9
2021,9,43,objective,,,,Undue political interference in the work of electoral management bodies in West Africa has the potential to,ensure fairness and transparency in their operations,employ qualified returning officers,erode the independence of the institution,make all parties accept election result.,C,https://myschool.ng/classroom/government/61185?exam_type=waec&exam_year=2021&type=obj&page=9
2021,9,44,theory,,,,A person who is denied the right to vote is described as,uncivilized,disenfranchised,civil servant,non-partisan,B,https://myschool.ng/classroom/government/61186?exam_type=waec&exam_year=2021&type=obj&page=9
2021,9,45,objective,,,,Public corporation is a semi-independent statutory body established by,an act of parliament,a civil service commission,a private sector initiative,free zones board,A,https://myschool.ng/classroom/government/61189?exam_type=waec&exam_year=2021&type=obj&page=9
2021,10,46,objective,,,,One of the objectives of the United Nations Organization (UNO) is to,establish a standing army,give loans to poor countries in the world,promote and encourage respect for human rights and freedoms,ensure African leaders are respected,C,https://myschool.ng/classroom/government/61190?exam_type=waec&exam_year=2021&type=obj&page=10
2021,10,47,objective,,,,The West African Youth League (WAYL) was a nationalist movement founded by,Bankole-Bright,ITA Wallace-Johnson,J.E. Casely Hayford,Samuel Akisanya,B,https://myschool.ng/classroom/government/61191?exam_type=waec&exam_year=2021&type=obj&page=10
2021,10,48,objective,,,,Commonwealth member states derive the following benefits from the association except,assistance to war-torn countries,promotion of education,political instability,promotion of sports,C,https://myschool.ng/classroom/government/61193?exam_type=waec&exam_year=2021&type=obj&page=10
2021,10,49,objective,,,,"The Economic Community of West African States (ECOWAS) is saddled with many problems, one of which is",colonial heritage,facilitation of movement of people,inter-state trading,sports and cultural exchange,A,https://myschool.ng/classroom/government/61194?exam_type=waec&exam_year=2021&type=obj&page=10
2021,10,50,objective,,,,In which system of government are all the component units sovereign?,Confederal,Federal,monarchical,Republican,A,https://myschool.ng/classroom/government/61195?exam_type=waec&exam_year=2021&type=obj&page=10
