Year,Page,Question_Number,Question_Type,Instruction,Passage,Question,OptionA,OptionB,OptionC,OptionD,Answer,Detail_URL
2017,1,1,objective,,,"**In the following sentence, there is one underlined word and one gap. From the list of words lettered A to D, choose the one that is most nearly opposite in meaning to the underlined word and that will, at the same time, correctly fill the gap in the sentence.** Michael is _stingy_ but his brother is _______",generous,kind,humane,hospitable,A,https://myschool.ng/classroom/english-language/48743?exam_type=waec&exam_year=2017&type=obj&page=1
2017,1,2,objective,,,"**In the following sentence, there is one underlined word and one gap. From the list of words lettered A to D, choose the one that is most nearly opposite in meaning to the underlined word and that will, at the same time, correctly fill the gap in the sentence.** Success is the reward of _________, not _indolence_ .",prudence,attentiveness,diligence,sharpness,C,https://myschool.ng/classroom/english-language/48747?exam_type=waec&exam_year=2017&type=obj&page=1
2017,1,3,objective,,,"**In the following sentence, there is one underlined word and one gap. From the list of words lettered A to D, choose the one that is most nearly opposite in meaning to the underlined word and that will, at the same time, correctly fill the gap in the sentence.** I don't know how Yusuf became so _proud_ ; his parents have always been ______",gentle,noble,humble,simple,C,https://myschool.ng/classroom/english-language/48749?exam_type=waec&exam_year=2017&type=obj&page=1
2017,1,4,objective,,,"**In the following sentence, there is one underlined word and one gap. From the list of words lettered A to D, choose the one that is most nearly opposite in meaning to the underlined word and that will, at the same time, correctly fill the gap in the sentence.** The once _unknown_ musician became _____ in a very short time.",popular,accepted,respected,admirable,A,https://myschool.ng/classroom/english-language/48751?exam_type=waec&exam_year=2017&type=obj&page=1
2017,1,5,objective,,,"**In the following sentence, there is one underlined word and one gap. From the list of words lettered A to D, choose the one that is most nearly opposite in meaning to the underlined word and that will, at the same time, correctly fill the gap in the sentence.** Issa is very much _interested_ in education while his sister in ________",dull,indifferent,uncertain,serious,B,https://myschool.ng/classroom/english-language/48753?exam_type=waec&exam_year=2017&type=obj&page=1
2017,2,6,objective,,,"**In the following sentence, there is one underlined word and one gap. From the list of words lettered A to D, choose the one that is most nearly opposite in meaning to the underlined word and that will, at the same time, correctly fill the gap in the sentence.** The comment I made at the conference was _general_ ; being ______ would have hurt some people.",ordinary,specific,tactful,candid,B,https://myschool.ng/classroom/english-language/48754?exam_type=waec&exam_year=2017&type=obj&page=2
2017,2,7,objective,,,"**In the following sentence, there is one underlined word and one gap. From the list of words lettered A to D, choose the one that is most nearly opposite in meaning to the underlined word and that will, at the same time, correctly fill the gap in the sentence.** Buba was _purposeful_ in his serch for a job but Bala was rather _____ about his.",patient,slow,lazy,casual,D,https://myschool.ng/classroom/english-language/48755?exam_type=waec&exam_year=2017&type=obj&page=2
2017,2,8,objective,,,"**In the following sentence, there is one underlined word and one gap. From the list of words lettered A to D, choose the one that is most nearly opposite in meaning to the underlined word and that will, at the same time, correctly fill the gap in the sentence.** In recent tournaments i have seen _amateurs_ play better than so-called _____",experts,veterans,specialists,professionals,D,https://myschool.ng/classroom/english-language/48757?exam_type=waec&exam_year=2017&type=obj&page=2
2017,2,9,objective,,,"**In the following sentence, there is one underlined word and one gap. From the list of words lettered A to D, choose the one that is most nearly opposite in meaning to the underlined word and that will, at the same time, correctly fill the gap in the sentence.** Giraffes are _attractive_ animals but snakes are _____",repulsive,ugly,poisonous,offensive,A,https://myschool.ng/classroom/english-language/48758?exam_type=waec&exam_year=2017&type=obj&page=2
2017,2,10,objective,,,"**From the words lettered A to D, choose the word that best completes each of the following sentences.** Mr Uche was trying to _____ a list of his debtors",compare,compose,compound,compile,D,https://myschool.ng/classroom/english-language/48761?exam_type=waec&exam_year=2017&type=obj&page=2
2017,3,11,objective,,,"**From the words lettered A to D, choose the word that best completes each of the following sentences.** He tried to ______ the housemistress by entering the hostel through the back door.",reject,repel,evade,deflect,C,https://myschool.ng/classroom/english-language/48764?exam_type=waec&exam_year=2017&type=obj&page=3
2017,3,12,objective,,,"**From the words lettered A to D, choose the word that best completes each of the following sentences.** He gives the____ that he is wealthy but he really isn't.",impression,opinion,attribute,indication,A,https://myschool.ng/classroom/english-language/48765?exam_type=waec&exam_year=2017&type=obj&page=3
2017,3,13,objective,,,"**From the words lettered A to D, choose the word that best completes each of the following sentences.** Frank was _____ in the riot because his books were found at the scene.",balmed,caught,implicated,grafted,C,https://myschool.ng/classroom/english-language/48766?exam_type=waec&exam_year=2017&type=obj&page=3
